min_sum_hessian_in_leaf	learning_rate	feature_fraction	bagging_fraction	lambda_l1	lambda_l2	min_gain_to_split	bagging_freq	num_iterations	max_depth	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
0.0205148742960888	0.0532346041523692	0.549293046374839	0.945843953544725	1.60772367235884	4.45754701100804	0.322210973004424	3	1194	14	1133	1214	0.941499857876532	88			292.57	-0.00889473380713813		1.05999999999949	infill_ei	1.57999999999993	0.0219210553044036	0.941161441206711	136
0.0779168285893181	0.0243800113616829	0.877273713047599	0.744499964853005	6.48640708945572	7.96314059452287	3.42785984045638	9	2026	15	246	137	0.941202501592332	92			267.82	-0.00736816154851434		0.8700000000008	infill_ei	1.57999999999993	0.025925702767124	0.934879707262439	140
0.0970057337530646	0.0313806658379588	0.774387343008793	0.677601310798493	6.09979253540509	9.15716586678464	2.34601886811931	3	2278	12	1349	433	0.941117472302323	95			345.5	-0.00760753127984101		1.27999999999884	infill_ei	1.63999999999942	0.0263757427531881	0.935042580784178	143
0.055311397808021	0.0468684469229995	0.298106092506666	0.645267133750895	2.75084400085037	7.48435587448343	0.393661750448531	4	1892	15	944	299	0.940983321300338	89			449.190000000001	-0.00829537044601599		1.06999999999971	infill_ei	1.60000000000036	0.0276969735965539	0.935469950060423	137
0.0365892568646255	0.00915860759869975	0.640892032983152	0.912552239815262	8.154748406026	3.81547833401019	2.88488649442937	4	2607	13	1077	1302	0.940864054652693	65			475.290000000001	-0.0108499871774632		0.710000000000946	infill_ei	1.53000000000065	0.0289269255986701	0.938625380351331	113
0.0940566501478806	0.0191465461563798	0.212845216549964	0.736221880354364	4.40999185556179	7.07810016970922	1.05835180735665	3	1641	15	1311	634	0.940636094191095	98			454.57	-0.00815703312942504		0.920000000001892	infill_ei	1.66999999999825	0.0243186114485604	0.938235982869316	146
0.0990852226834361	0.0548659162375572	0.48033366336639	0.710475386060666	6.20158517379417	9.05066205769991	0.39147366516085	6	910	15	1708	68	0.940337830758677	100			377.09	-0.00710593886181066		1.2400000000016	infill_ei	1.63999999999942	0.0195208443580493	0.940096101375691	148
0.0424784916375884	0.0322956230204357	0.47999474252806	0.868965785765476	5.2183239162563	5.35921967001202	3.51177264453136	7	1829	14	1812	891	0.94003307707225	40			235.459999999999	-0.0156549872537454		0.399999999999636	infill_ei	1.21000000000095	0.0389080663372241	0.93905502885532	88
0.0996978777267067	0.0648418118026715	0.837559522362479	0.728829497746944	5.1965088155665	1.09337046752704	0.155040169867864	9	2311	15	1445	603	0.939887573364632	99			391.530000000002	-0.00718260831645379		1.18000000000029	infill_ei	1.69000000000233	0.0259396730948605	0.934397141476497	147
0.0544142865489223	0.0534074642042695	0.191027742291053	0.93642580174758	5.94319129308975	6.83217958098009	1.67677134215451	2	2913	14	451	619	0.939698544925158	94			249.690000000002	-0.00732492224121655		1.57999999999811	infill_ei	1.63999999999942	0.0222674947402616	0.938186485610652	142
0.0458055291843078	0.0700830642527356	0.661856531480769	0.834948089914467	3.29112078208366	5.25615025774992	2.31867777340208	7	849	14	256	1418	0.939685918790514	97			104.279999999999	-0.0111675845257027		0.959999999999127	infill_ei	1.65999999999985	0.0320981259593315	0.938079130856792	145
0.0501598188002527	0.0513825663418313	0.716341718727456	0.690610751270806	5.96895036370054	9.23339743067672	3.80733826058834	6	2109	12	494	992	0.939207997138734	96			174.5	-0.0105117737193547		1.15999999999985	infill_ei	1.70000000000073	0.022648969991913	0.944312933100972	144
0.0875259493249284	0.080471284792085	0.331179469081029	0.946858929826281	4.58886381504394	5.6808465880717	0.282875107926851	7	1367	9	1241	624	0.939174476992035	79			229.549999999999	-0.00788218350738921		0.719999999999345	infill_ei	1.56000000000131	0.026012375294728	0.935420788601271	127
