num_leaves	num_iterations	learning_rate	feature_fraction	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
1344	1546	0.0104887288111036	0.158817157893298	941	0.929245487899254	14			213.99	-0.00094445555752749		0.00999999999930878	infill_ei	0.270000000000437	0.00163422907692046	0.928095502074902	34
18	1928	0.0102573018534128	0.219308887591347	680	0.928857250945455	55			116.33	-0.000186808779205274		0.0900000000001455	infill_ei	0.409999999999855	0.00310809022623166	0.925620828157658	75
131	1998	0.0100210229653533	0.459684268183313	521	0.92870559247089	68			450.099999999999	-0.000588984797644929		0.069999999999709	infill_ei	0.400000000001455	0.00103769799079532	0.929558184941393	88
195	1591	0.0102829845889134	0.107365443126404	847	0.928557081134768	56			203.34	-0.000910650147053425		0.0599999999994907	infill_ei	0.350000000000364	0.00125287273009413	0.929924018563285	76
1029	1531	0.0103616213921725	0.323480028500575	612	0.928408704700236	42			328.9	-0.000617708055891328		0.0800000000017462	infill_ei	0.309999999999491	0.00116590420209105	0.929524193836282	62
291	1440	0.010201203199357	0.159727017360697	527	0.927964381846786	63			275.829999999998	-0.000598654591102155		0.0400000000008731	infill_ei	0.360000000000582	0.00131470095924162	0.929387687533888	83
1634	1498	0.0112715579154395	0.408687135387882	940	0.927843239404729	52			236.52	-0.000383284414736672		0.139999999999418	infill_ei	0.340000000000146	0.00100884801484482	0.929206511816282	72
63	1951	0.0232604553366418	0.454734935930097	734	0.927798051136288	70			298.380000000001	-0.000262385108426914		0.0999999999985448	infill_ei	0.420000000001892	0.000945587430950961	0.928987984937209	90
1617	1296	0.0100314672058272	0.886626381963592	867	0.927761052009535	39			175.18	-0.000281123950108552		0.0800000000017462	infill_ei	0.309999999999491	0.00243947446073805	0.927235765009745	59
1542	1422	0.0154434036475671	0.342682319953554	644	0.927575880436086	0			304.19				initdesign				15
1125	1510	0.0100122994223931	0.175773650567404	1442	0.927568567278743	69			135.360000000001	-0.00095942833228827		0.0999999999985448	infill_ei	0.409999999999855	0.000749738242118235	0.930165095625871	89
556	1529	0.0218613913755525	0.109401360433088	1197	0.92753214735263	22			134.6	-0.000107724943893828		0.0200000000004366	infill_ei	0.289999999999964	0.00300554198706462	0.925006690437895	42
795	1539	0.0100086951020352	0.184039531075369	2339	0.927530914739427	29			94.3099999999995	-0.00116328496814203		0.0300000000006548	infill_ei	0.270000000000437	0.00158586676373136	0.930119339752182	49
595	2000	0.0103720972815782	0.146354666319997	786	0.927528534521263	60			278.33	-0.00143272276075195		0.0499999999992724	infill_ei	0.390000000001237	0.00131472299547033	0.93057025877729	80
