num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
1917	0.0203102472344296	0.114644480526856	1498	1214	0.929232380567437	28			197.630000000001	-0.000638379868891099		0.0599999999994907	infill_ei	0.399999999999636	0.000985239733931247	0.929280021890063	48
2047	0.0102631352022171	0.569439428094014	2042	1349	0.928859806283727	4			219.05	-0.000428314369468169		0.0199999999999818	infill_ei	0.220000000000027	0.000744995343337983	0.92829324537838	24
1555	0.0237106255846365	0.103776675970472	2047	1146	0.928831489636474	25			169.5	-0.000405687393736258		0.0100000000002183	infill_ei	0.270000000000437	0.00140994978911154	0.928512184350051	45
1758	0.0100240577264395	0.100435014574542	453	1076	0.928782791061996	17			154.51	-0.000261242710479199		0	infill_ei	0.269999999999527	0.00136878932657369	0.928144220123903	37
2045	0.0102056399375692	0.114332612027507	108	1839	0.928496695729442	11			126.89	-3.82041904765218e-05		0.0100000000002183	infill_ei	0.219999999999345	0.00156967778159866	0.92637912361284	31
1738	0.0102167156999157	0.597518315110761	2048	1309	0.928472496692714	19			171.49	-0.00129046735852335		0	infill_ei	0.25	0.000485319764897296	0.930149683445696	39
1274	0.0108626869392264	0.100036769097098	36	1366	0.928471052006437	24			90.5200000000004	-0.000727978915017207		0.0100000000002183	infill_ei	0.280000000000655	0.00122245978305052	0.929282616908543	44
2048	0.0151309118259316	0.609990227234766	2045	1989	0.928328915281211	7			149.02	-0.000227842131373999		0	infill_ei	0.220000000000255	0.000420301655038018	0.928968903921893	27
1925	0.0262451330115019	0.101070758131949	1572	2253	0.928323450586766	29			116.58	-0.000336501317644316		0.0499999999992724	infill_ei	0.300000000001091	0.0012520242196591	0.928863324769032	49
1660	0.0100487213954645	0.29133910091027	264	1169	0.928290840409421	18			156.440000000001	-0.000503976500512761		0.0399999999999636	infill_ei	0.229999999999563	0.000793105441572907	0.929183095782704	38
1756	0.0101280491321141	0.102448676701009	551	1717	0.92815826039407	21			112.01	-0.000510751208926435		0.0499999999992724	infill_ei	0.270000000000437	0.000588457225185843	0.929291058341453	41
2048	0.0101962128503282	0.277833789722368	2037	1163	0.928142343527601	8			227.56	-0.000117970285548971		0.00999999999930878	infill_ei	0.390000000000327	0.000502195322259609	0.92866539867959	28
1765	0.0158072275299121	0.387309646187445	1584	1483	0.928059947094846	0			172.3				initdesign				16
1982	0.0102430007542182	0.154294245407814	2041	2323	0.928009195581707	2			126	-0.000477764608796358		0	infill_ei	0.349999999999909	0.00113949400722525	0.92810556322525	22
1760	0.0105432208366994	0.44275218258395	2048	1600	0.927891157835481	27			165.66	-0.000911880938234879		0.0300000000006548	infill_ei	0.43999999999869	0.000556923072245231	0.929759191714612	47
2036	0.0100493689939752	0.486772820936688	15	1339	0.927883276051944	13			127.3	-0.000158431040952698		0.0200000000004366	infill_ei	0.229999999999563	0.000770451453617606	0.928493874768998	33
2043	0.0228269280530844	0.209570450743515	78	2291	0.927621509046382	14			124.24	-7.8699871597087e-05		0.0199999999995271	infill_ei	0.230000000000473	0.00091677763071825	0.927957465381541	34
2044	0.0101396258048625	0.820205618416859	619	1591	0.927433030247989	6			133	-9.66790601621003e-05		0.00999999999930878	infill_ei	0.220000000000255	0.00142774891257581	0.927279704906337	26
2045	0.0100225535340256	0.563928132666322	1726	1512	0.927370207834507	16			203.839999999999	-0.000129485806732614		0.00999999999930878	infill_ei	0.220000000000255	0.000355459250227655	0.928834440630796	36
1599	0.0111337754273288	0.317668470351062	1656	2500	0.927314025085161	3			111.16	-0.000316787381122422		0.0299999999999727	infill_ei	0.299999999999955	0.000971392145888706	0.927909141728174	23
2047	0.0190360347862955	0.740831164362143	2044	1256	0.927286920243211	26			184.51	-0.00109484002110392		0.070000000001528	infill_ei	0.279999999998836	0.000749775786898018	0.929928665507618	46
1595	0.0223365070122512	0.150610681689415	1298	1162	0.927165943015801	30			184.48	-0.000165042402615168		0.0300000000006548	infill_ei	0.270000000000437	0.000576178826284527	0.929088477013836	50
2045	0.0100753422403205	0.524465208539156	1832	3	0.926897777694654	5			3455.73	-0.00022621900924667		0.00999999999999091	infill_ei	0.190000000000055	0.000805020302474108	0.928647780756435	25
2013	0.0102136323622399	0.630196229149076	387	1680	0.926879955239151	22			127.700000000001	-0.000309296186923169		0.0199999999995271	infill_ei	0.260000000000218	0.000848234624226072	0.928799919263245	42
2044	0.0230090303187077	0.972228297284192	117	1039	0.92659347876567	23			193.580000000002	-0.000210040425772825		0	infill_ei	0.259999999998399	0.00151362142481057	0.927774257539809	43
1929	0.0416404960314362	0.999989352701352	1939	1792	0.926482479975792	1			139.27	-0.000820966891325236		0.0600000000001728	infill_ei	0.199999999999818	0.00162919534275785	0.928377375460764	21
268	0.100821379903435	0.911702141825586	339	1705	0.926460555403525	0			17.03				initdesign				7
1243	0.0100754299428226	0.938580982326842	1546	1347	0.92630297928089	10			105.21	-5.15672981725665e-05		0.00999999999930878	infill_ei	0.220000000000255	0.00117477249629927	0.927312488630323	30
1910	0.010071999541601	0.121477081111922	72	3564	0.926277426379366	12			86.1599999999999	-7.71358291698652e-05		0.00999999999930878	infill_ei	0.220000000000255	0.00118852591291255	0.927519103547387	32
