num_leaves	num_iterations	learning_rate	feature_fraction	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
752	2889	0.0101105112682847	0.612335530235595	11	0.94154465902649	23			700.203000000001	-0.000136200433228822		0.0489999999990687	infill_ei	0.427999999999884	0.00125532259378471	0.938216696142931	43
389	2900	0.0116667352510407	0.306627158607874	2	0.941364827048656	37			476.533000000003	-6.11623901957555e-05		0.229999999999563	infill_ei	0.449000000000524	0.000656667678689077	0.940926867272004	57
421	1881	0.0110787160043585	0.390682575777473	2	0.941310015893676	46			378.081000000002	-0.000143679544652366		0.239000000001397	infill_ei	0.466000000000349	0.000590206679895104	0.94133041044584	66
396	1548	0.0102810702649372	0.373210907400078	4	0.941103560482627	41			300.360000000001	-2.03189500333641e-05		0.121999999999389	infill_ei	0.461999999999534	0.00147273809307837	0.938873808617798	61
713	2992	0.0109267658393999	0.689126495573398	14	0.940880001325861	24			689.606000000002	-0.000316061863196217		0.043999999999869	infill_ei	0.434999999999491	0.000491906857888655	0.941750445381087	44
463	1703	0.0103355652152308	0.321994001912555	4	0.940780440690957	47			337.864999999998	-0.000103289320642632		0.138000000002648	infill_ei	0.471999999997934	0.000509806908708093	0.941297630787697	67
993	2981	0.0101407474373137	0.610192566831748	9	0.940747212918389	28			741.606	-0.000356269312677617		0.0280000000002474	infill_ei	0.430000000000291	0.000517910522473053	0.941796172473621	48
358	2665	0.0301934735821328	0.291735045479496	5	0.940543287622243	38			300.145	-0.000721173606012934		0.066000000002532	infill_ei	0.455999999998312	0.00231136303631538	0.941110343145898	58
572	2858	0.010011674849685	0.613420298208833	3	0.940422874044099	26			663.215	-9.49036896276195e-05		0.0910000000003492	infill_ei	0.430000000000291	0.000964314590587777	0.940666132092199	46
305	2611	0.0156533929773219	0.395171463705484	1	0.940420108176823	36			428.651000000002	-3.76923039105772e-05		0.203999999999724	infill_ei	0.451000000000931	0.00137119362204108	0.939449527725187	56
410	2358	0.0135784901547311	0.224543118332913	2	0.940361959226239	33			361.477000000001	-0.000439657048852399		0.0600000000013097	infill_ei	0.443999999999505	0.00264427594863959	0.939934777797364	53
361	2977	0.0177417992019743	0.173751675128386	1	0.939974738882567	32			340.396999999999	-4.29287586826333e-05		0.0259999999998399	infill_ei	0.434999999999491	0.00299815555380581	0.936151546208546	52
452	2449	0.0537418867912537	0.238926602494	3	0.939629716748932	35			222.414000000001	-6.24361821374353e-05		0.147999999999229	infill_ei	0.449000000000524	0.00240425350778772	0.937811887011486	55
757	2923	0.0104036401142858	0.259459142749385	3	0.939545494640615	25			529.577000000001	-0.000244592445426744		0.0859999999993306	infill_ei	0.423000000000684	0.00116730648234153	0.94100448948737	45
463	1724	0.0424381911607571	0.373096957376868	14	0.939356323657111	57			225.039999999997	-0.000525135530401714		0.0749999999970896	infill_ei	0.491000000001804	0.00193615788768182	0.94098630321552	77
796	2601	0.0106000286207482	0.533006259543637	5	0.939293126953146	22			644.001	-8.0317761706808e-05		0.0740000000005239	infill_ei	0.425000000001091	0.00127182108942019	0.937750285245877	42
770	1571	0.0274557659224166	0.946638058471922	4	0.939202293080194	12			305.147	-0.000257530066581436		0.0360000000000582	infill_ei	0.396999999999935	0.00057232674439483	0.93870238490859	32
394	2999	0.0259753838108991	0.611048974528453	1	0.939028727574326	43			393.790000000001	-0.00162173694011317		0.0799999999981083	infill_ei	0.463999999999942	0.00176224304083675	0.942954590673202	63
1142	2515	0.0102383938152606	0.910642167108738	6	0.938915523970033	19			772.81	-0.000135024584107089		0.0540000000000873	infill_ei	0.441000000000713	0.000870655387520489	0.938635392083801	39
762	1436	0.0361078740888277	0.997213123756299	37	0.93883514834256	13			293.284	-0.000412254675484313		0.0250000000005457	infill_ei	0.408999999999651	0.000421989871641972	0.939569871594396	33
718	2438	0.0111363005799697	0.893315692933639	82	0.938685943859357	14			746.053	-0.000541792710572982		0.0360000000000582	infill_ei	0.410000000000764	0.00107038526977493	0.939415023290325	34
860	1456	0.0134792732786647	0.999917495090334	7	0.938646175980791	4			495.051	-0.00048957829629072		0.0160000000000764	infill_ei	0.398000000000138	0.000946424898986713	0.938285025699056	24
1232	2710	0.0101433776908283	0.86845811240225	6	0.938634758111422	21			795.004000000001	-7.31937125259236e-05		0.0469999999986612	infill_ei	0.432000000000699	0.000889749491883774	0.938306612757796	41
857	2602	0.0175065614395478	0.998901026554609	3	0.9386272539048	16			499.578	-0.000342106383894682		0.0879999999997381	infill_ei	0.417999999999665	0.00123629825336145	0.938863211606702	36
1319	1486	0.0382059635135657	0.999179685071887	6	0.938624071739154	6			283.091	-0.00023736396693424		0.0180000000000291	infill_ei	0.400000000000091	0.000791243608737602	0.938474839056294	26
1279	2369	0.0173444149850006	0.998073874770679	7	0.938478381064145	17			547.517	-0.000219172091746304		0.0599999999994907	infill_ei	0.411000000000058	0.00197712706488766	0.937530530739336	37
394	1663	0.0160681427326138	0.498839688760619	71	0.938477176596477	48			348.715	-4.33385150344301e-05		0.145000000000437	infill_ei	0.471999999997934	0.000871763568951138	0.940447696880658	68
897	1714	0.0469671851011217	0.995908972228255	8	0.938448944844264	10			231.916	-0.000921338442354854		0.0600000000004002	infill_ei	0.382999999999811	0.000454517426452223	0.939563847358492	30
1046	1547	0.0232694521265533	0.908644434591269	2	0.938340651210696	7			366.749	-8.8665695330545e-05		0.0510000000003856	infill_ei	0.405999999999949	0.000430307337375584	0.938442364622065	27
795	2898	0.0139791353869119	0.628567839132169	129	0.938314017192296	29			597.188	-5.71997399094845e-05		0.15099999999984	infill_ei	0.42699999999968	0.000441567716984655	0.94121029386717	49
823	2379	0.0360897259774721	0.976744623801261	4	0.938171982956579	18			305.478	-0.000240803310016608		0.0549999999993815	infill_ei	0.427000000000589	0.000685921549530852	0.939133894750482	38
581	1519	0.0371235783842957	0.988391271507217	3	0.938103610735216	20			256.612999999999	-0.000530589873624942		0.0270000000000437	infill_ei	0.517000000001644	0.000596745812107122	0.939655991421629	40
644	1489	0.0724201014623325	0.995539181104222	2	0.938078854075175	3			176.956	-0.000226662273645779		0.0270000000000437	infill_ei	0.395999999999731	0.000695768324660173	0.934385560261973	23
1163	1458	0.0103576846261433	0.995541217608716	6	0.937763687145351	9			626.993	-0.000114211170796393		0.0209999999997308	infill_ei	0.390000000000327	0.000119749908205615	0.938747033168638	29
292	2960	0.0866014828481077	0.356200726874523	1	0.93750516568965	40			262.359	-8.36565666008295e-05		0.055000000000291	infill_ei	0.44800000000032	0.00295775199190202	0.937062054186174	60
103	1696	0.0100871250350761	0.24386638563321	2	0.937192244545833	34			143.831	-0.000102034594097378		0.0720000000001164	infill_ei	0.440999999998894	0.00193126364808351	0.939170905582358	54
1327	2089	0.0626411313226573	0.625136509097563	1	0.936653672221282	67			230.440000000002	-1.27100263827936e-05		0.221999999997934	infill_ei	0.510000000002037	0.00243781035096638	0.936237111739629	87
679	1824	0.01796462509388	0.914668302162898	240	0.936247433175561	15			281.56	-0.000251117928952504		0.0819999999994252	infill_ei	0.416000000000167	0.000567209270204691	0.939250338799563	35
277	2613	0.0102016374721213	0.28448387716721	488	0.935810050071056	39			236.634999999998	-3.54644346739081e-05		0.113999999997759	infill_ei	0.44800000000032	0.00335829487635717	0.935104946269183	59
1118	3000	0.123612784996975	0.235962835971115	1	0.934751319466387	68			217.468000000001	-9.06299248149838e-06		0.194999999999709	infill_ei	0.510000000002037	0.00310262067928171	0.934171880504457	88
387	2145	0.150517193214932	0.231944889834376	1	0.934560840435058	85			161.813000000002	-4.6989027877386e-05		0.069999999999709	infill_ei	0.547999999998865	0.00410907125719377	0.933791144478833	105
172	2142	0.0707756094040458	0.998806123531833	382	0.934494122620117	1			217.221	-0.000459561480224442		0.159000000000106	infill_ei	0.413999999999987	0.000982708797415568	0.932781487113882	21
393	1392	0.0101222441795224	0.347032328638785	1242	0.934267747255736	45			108.429	-9.53539032204485e-06		0.0779999999977008	infill_ei	0.467000000000553	0.00354641879494236	0.933019464139566	65
787	473	0.0180668757119325	0.999325462420373	1	0.933987864826681	5			230.181	-0.000155085160869797		0.0169999999998254	infill_ei	0.407000000000153	0.00128048359136447	0.937627256915375	25
650	1448	0.107337995447845	0.914292458714833	207	0.933843410530111	31			153.675000000001	-6.84590739471635e-06		0.0859999999993306	infill_ei	0.440000000000509	0.00280245485075546	0.934719158152096	51
1060	2993	0.0107556970387595	0.99979549626114	2048	0.933796202282117	65			140.775999999998	-1.01710993495764e-05		0.0979999999981374	infill_ei	0.5	0.0036573971379277	0.932793640027338	85
346	2999	0.0205157652926162	0.118322393181764	1752	0.933618204496485	50			143.672999999999	-4.96768901661618e-06		0.149000000001251	infill_ei	0.477999999999156	0.00362733220093514	0.932037900577052	70
1338	1804	0.0660206723001171	0.992611165283517	593	0.933517393867883	64			158.627	-2.33463846673812e-05		0.0999999999985448	infill_ei	0.5	0.0033312242012317	0.934646230967344	84
785	2887	0.010071781203065	0.622351885090263	1491	0.933353847038227	27			161.101000000001	-8.93107711413617e-05		0.0839999999989232	infill_ei	0.432000000000699	0.000920407379057391	0.940699072972587	47
1132	2848	0.0136210650380966	0.15032705185667	2048	0.933271426673986	49			146.701999999998	-7.34261458211069e-06		0.229999999999563	infill_ei	0.476999999998952	0.00442340094824598	0.930219372924107	69
703	1398	0.0861396921746056	0.999704528135686	852	0.93323853296902	30			101.196	-6.53027337918368e-06		0.0419999999994616	infill_ei	0.433000000000902	0.00321905329894469	0.933509653419857	50
1604	1426	0.0622214785106462	0.995485971380495	1	0.933141402580677	11			215.167	-6.56794867961453e-05		0.0489999999999782	infill_ei	0.399000000000342	0.000732563566271692	0.937942041376623	31
1045	1465	0.010178598218761	0.101029678491042	5	0.93294184696866	8			330.036	-1.65691549608645e-05		0.0189999999997781	infill_ei	0.385999999999967	0.00175600890876269	0.935203739301843	28
139	1692	0.0514045074365888	0.867775768706892	1738	0.932653131161387	0			84.934				initdesign				9
12	2931	0.10096325852044	0.999285643992161	14	0.932427832265917	2			89.1349999999998	-0.000281554885419634		0.0180000000000291	infill_ei	0.392000000000053	0.000716661548950866	0.9344853766254	22
1345	1618	0.0256491422583534	0.997211200114675	1534	0.932347394936253	44			93.3129999999983	-5.40588881741299e-05		0.134000000001834	infill_ei	0.462999999999738	0.00416548150485635	0.933890000956698	64
673	956	0.0133916110123704	0.999928495585709	2205	0.931621145732631	73			45.382999999998	-4.66175201438746e-06		0.128000000000611	infill_ei	0.510999999998603	0.003788080674439	0.931490670305154	93
240	2688	0.0100620629917154	0.93249091667865	2873	0.931568770896674	63			119.703999999998	-9.54570338885678e-06		0.0960000000013679	infill_ei	0.493999999998778	0.00444049481697046	0.930544217531381	83
668	3000	0.0100520572380915	0.239972391945969	3095	0.931379488999148	69			175.571	-6.5345525330278e-06		0.125	infill_ei	0.519000000000233	0.00411060541732044	0.930963890378832	89
1770	2927	0.0805213851175383	0.849819651117429	2387	0.931202774984227	0			137.252				initdesign				19
