Feature	Gain	Cover	Frequency
ctrx_quarter	0.113416128727027	0.016006998199145	0.0178781322175942
mingresos_rank	0.0385700420433881	0.0064729781256949	0.00520513800183374
mpasivos_margen_rank	0.0280095935733121	0.0134194533598505	0.0191593488417187
cliente_edad	0.0252341805619068	0.0273693934121807	0.0433648564052231
numero_de_cliente	0.0238833317201297	0.0224624158859493	0.0418501226746674
mcaja_ahorro_rank	0.0217125860589024	0.00755161964152461	0.0154288088177727
mcuentas_saldo	0.0216071362605284	0.0156957418518474	0.0208163820590058
mrentabilidad_annual	0.0215070843059242	0.0227315781380367	0.0333283120205537
cpayroll_trx	0.019754681443126	0.00663743171883619	0.000838159614154681
Visa_Fvencimiento	0.0186465222658609	0.0115246864382724	0.0262347086691662
mprestamos_personales	0.0182427304900491	0.0149630838472178	0.00354028613142947
mcuenta_corriente_rank	0.0172719450407347	0.0233972139126507	0.0295122880558606
Master_Fvencimiento	0.0171860026793754	0.0175245860485265	0.0251369697715233
cliente_antiguedad	0.0161336362513988	0.0190459702313439	0.0303379378250279
diff_comisiones_consumo	0.0155693636378817	0.00583160227803205	0.00520148929704575
mtarjetas_consumo_rank	0.015468630153182	0.00438126080620018	0.00369613795023062
Master_fechaalta	0.0151290734931961	0.0115649397711186	0.0206282131406539
Visa_fechaalta	0.0140840301945986	0.0101957015350228	0.0202570877393616
mrentabilidad	0.0137194344997257	0.0142855901328344	0.0203675913700834
mpayroll_rank	0.0134220825344014	0.00882184742423218	0.0011717554804849
Master_mfinanciacion_limite	0.0130495892590549	0.0108917607350193	0.0189440752592274
mactivos_margen	0.0126993285364385	0.0172487303076041	0.0188888234438665
chomebanking_transacciones	0.0116529127841618	0.00693545406871454	0.0155804906882448
Visa_mfinanciacion_limite	0.0107054421068504	0.00841780164396366	0.0176513912771978
mcomisiones	0.00979588089997347	0.00482067419710349	0.0147001103472577
active_quarter	0.00903800349941032	0.00466552375589876	0.00742667797417655
Visa_mpagominimo	0.00834985595876323	0.00467905459734938	0.00736256501861621
diff_visa_compra	0.007168850760931	0.00418603112732122	0.00991561588312469
cproductos	0.00705465990428499	0.0157022674211838	0.0130284823108186
mcaja_ahorro_dolares	0.00699509667166994	0.00659182195983896	0.0105640428483041
mcomisiones_otras	0.00664015445744886	0.00461847565317494	0.00946057027170862
Visa_msaldopesos	0.00660185162402165	0.00309046338484392	0.00458850689266397
Visa_msaldototal	0.00653821566792862	0.00340797239553258	0.00545012246616999
Master_mlimitecompra_rank	0.00625615477245524	0.00389766129604209	0.00889189356832382
mrentabilidad_annual_lag1	0.00613184181896375	0.00593806947466294	0.00764403653083234
ccomisiones_otras	0.00608366652250063	0.00517717223326781	0.0102872625279582
cdescubierto_preacordado	0.00587143967380344	0.0142020136869694	0.00340163534948598
mrentabilidad_annual_delta1	0.00585128928578033	0.00963753523941321	0.0102361806609264
Visa_mconsumospesos	0.00582917263765869	0.00366275903287373	0.00833833292763211
cprestamos_personales	0.00563891249346159	0.00975967405995067	0.00233881976909954
mtarjeta_visa_consumo	0.00561793824337403	0.00227946196466555	0.00282983118485433
ctarjeta_visa_transacciones	0.00560093835131009	0.00240392919049632	0.00429087683067247
Visa_status	0.00526344572685777	0.017487670872971	0.00128278035474793
mtransferencias_recibidas	0.00483269470010327	0.00374420210709079	0.00635917120191984
mttarjeta_visa_debitos_automaticos	0.00465630141098713	0.00235628598812722	0.00515561986542534
cliente_edad_lag1	0.00465135675630103	0.0104845397176041	0.00933234436058794
Visa_cconsumos	0.00453575192011082	0.00276576683145384	0.00590621056466834
Visa_mlimitecompra_rank	0.00452771755553578	0.00372310159579945	0.00938915990657231
mcuenta_debitos_automaticos	0.00435490903719665	0.00382763127785087	0.00413450376833018
ctrx_quarter_delta1	0.00429797767490452	0.00518073677309809	0.00592341160152599
mactivos_margen_delta1	0.00418336340187523	0.00848751405609791	0.00617256601419138
mcuenta_corriente_rank_lag1	0.00415080849414825	0.0131727394450548	0.00677616603483262
mcuenta_corriente_rank_delta1	0.00410645559154488	0.00650083164754895	0.00717648107442889
ctarjeta_debito	0.00399147286398593	0.012640569558105	0.00770241580744013
cliente_antiguedad_lag1	0.00395728489247801	0.00667807776569025	0.00732399299657178
Visa_mpagospesos_rank	0.00384120360517879	0.00520930037975325	0.00499976804662419
mtransferencias_emitidas	0.00368907438247235	0.00192537155886098	0.00338130685138148
Visa_Fvencimiento_lag1	0.0036641691648593	0.00395273353934779	0.00553404267629369
mrentabilidad_delta1	0.00363949462143565	0.00440181832876595	0.00567582091948403
mpasivos_margen_rank_delta1	0.00363513367841843	0.00285544213703606	0.00544751624846429
diff_comisiones_beneficios	0.00360639378081023	0.00676781441629421	0.00398177941077588
mcuentas_saldo_delta1	0.00357723431187224	0.00282889321146903	0.00502009654472869
ctarjeta_debito_transacciones	0.00349864209767428	0.00232716251257272	0.00318010684450106
chomebanking_transacciones_delta1	0.00345666311441705	0.00194537621162386	0.00368467059232552
Master_status	0.00337037543156892	0.00229603676609268	0.000843893293107232
mactivos_margen_lag1	0.00335209491382719	0.00611419950159363	0.00466512969321169
ctransferencias_recibidas	0.00330374363170042	0.00184335779361226	0.00394529236289601
mcuentas_saldo_lag1	0.00330082360706207	0.00731540719455524	0.00454628616583155
mautoservicio	0.00326961871199829	0.00176351874761484	0.00335472343078329
chomebanking_transacciones_lag1	0.0032155540812136	0.00215475982798449	0.00375191100913271
Master_Fvencimiento_lag1	0.00315640452727497	0.0040639341249146	0.00522650898702051
mpasivos_margen_rank_lag1	0.00313465364669369	0.00333291626148959	0.00431120532877697
Master_fechaalta_lag1	0.00309699829357382	0.00349176793076098	0.00421946646553616
mrentabilidad_lag1	0.00300835178518559	0.00345724309367998	0.00491532659295936
mcomisiones_mantenimiento	0.00299690036807615	0.00459677233735063	0.00368206437461982
Visa_mlimitecompra_rank_delta1	0.0029274662534753	0.00313467573600636	0.00415795972768153
mcaja_ahorro_rank_delta1	0.00290572947618699	0.00271460872990485	0.0042835794210965
