num_leaves	num_iterations	learning_rate	feature_fraction	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
795	2528	0.010438996497099	0.641513820991243	35	0.943355363418893	17			757.18	-0.000748543105848158		0.0349999999998545	infill_ei	0.430000000000291	0.000766327514603572	0.94219561349702	37
509	2552	0.0108507400967932	0.643004728148933	11	0.941951868752076	20			426.385	-0.000882649311089		0.0290000000004511	infill_ei	0.42699999999968	0.000762907674569482	0.944184247854765	40
832	2021	0.0101202021776528	0.647149371426195	22	0.94167993138094	24			707.998	-0.000871012641742663		0.0370000000002619	infill_ei	0.42699999999968	0.00168667421831754	0.943720248324394	44
769	2914	0.0104002032261255	0.960559699437041	36	0.941640034585342	74			772.221	-0.000374162777605621		0.318999999999505	infill_ei	0.532000000001062	0.00175631800627018	0.94256163198694	94
607	2902	0.0108927363779195	0.663769735390026	4	0.941528226689729	13			427.663	-0.00124766075857715		0.0199999999995271	infill_ei	0.398000000000138	0.00127696800272603	0.942397588016622	33
1617	2563	0.0101572525412505	0.633525990712806	24	0.941361060007818	61			1075.217	-0.000596545761440481		0.184999999999491	infill_ei	0.510000000000218	0.00108889542675319	0.943648375213929	81
954	1820	0.0135792211449989	0.746915199999926	20	0.941285084044316	3			579.387	-0.000423305540090782		0.0240000000000009	infill_ei	0.389999999999986	0.00116619310335008	0.934169279427591	23
507	1559	0.01042434627505	0.640415046253953	2	0.941150567530687	7			399.87	-0.000787142339797328		0.0239999999998872	infill_ei	0.397999999999684	0.000996726159138317	0.941911847342867	27
930	2770	0.0135611087034025	0.661770798557317	32	0.940971018912878	44			614.51	-0.000743717881554817		0.0620000000003529	infill_ei	0.468000000000302	0.000762720238837191	0.9440179973262	64
817	1862	0.0131995325477895	0.456988954082033	2	0.940960556976921	38			476.089	-0.000439319239008015		0.0339999999998781	infill_ei	0.457000000000107	0.00358089582972857	0.940532182893649	58
1751	1439	0.0238823810058228	0.483322326989683	13	0.940954499816452	65			387.741	-0.00036875436488026		0.0649999999986903	infill_ei	0.511000000000422	0.00275192865068848	0.941325519336782	85
