min_sum_hessian_in_leaf	lambda_l1	lambda_l2	num_leaves	max_depth	num_iterations	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_data_in_leaf	min_gain_to_split	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
0.0870595714239588	8.01599545452157	11.2115465653441	573	8	984	0.205073463585981	0.669511797421101	0.635171362370633	8	631	0.0888355650201752	0.931025756136056	33			56.0270000000001	-0.0127806918873795		0.522999999999229	infill_ei	0.867000000000189	0.0427352066240851	0.92181209954826	81
0.0756271878668315	16.5425490322543	83.3311163277259	1079	6	1289	0.179221728008391	0.991229404744086	0.703275501560956	4	752	0.359755667390825	0.93100044534018	38			43.8010000000013	-0.013590248480737		0.399999999999636	infill_ei	0.884000000000015	0.0333372513533681	0.93173841863188	86
0.0339925675569254	16.4295765146858	25.864423039424	626	0	1336	0.147361633792519	0.778580875226913	0.941710138874219	8	61	0.444915411149784	0.930965071184929	42			52.6059999999998	-0.0114182369906487		0.424999999999272	infill_ei	0.89600000000064	0.0401587236567444	0.920919166443056	90
0.0679827986262911	0.609501291633545	87.4668459139215	861	10	1964	0.0580326026440915	0.29755917774883	0.955495182596139	3	6159	0.201732837250816	0.930873649543073	86			233.882	-0.00711611472290777		1.31899999999951	infill_ei	1.02800000000025	0.0296131582562066	0.924476256042308	134
0.0402212393603076	5.37191605169223	16.8401634900331	976	13	2549	0.150028683943407	0.830066943833165	0.656353423874163	4	216	1.17103917699585	0.930653788981648	34			81.342999999999	-0.0121070802231375		0.515999999999622	infill_ei	0.861000000000786	0.0340585912490275	0.928090123958098	82
0.0236140445404403	27.1400667623434	97.3189886979425	1389	12	1333	0.0602044141893791	0.393856849818424	0.983906304689933	2	521	0.110592181890038	0.930518260605369	94			161.933999999999	-0.00639098270325159		1.28800000000047	infill_ei	1.04500000000007	0.0286434344804933	0.923413838044631	142
0.0424939178628021	5.4526439373013	9.32940881441083	974	7	2570	0.110856199129196	0.437120332732033	0.538961304232903	0	859	2.25442303146284	0.930352636051805	68			316.924999999999	-0.00886069414159107		1.04500000000007	infill_ei	1.00400000000081	0.0282543258659432	0.929392234021297	116
0.00979938173722489	10.498217236065	55.8617723353975	414	0	2645	0.137947752201129	0.846420132208642	0.724904076959105	5	1820	1.04690700156972	0.930040605274893	16			81.9430000000002	-0.0170565850813907		0.384000000000015	infill_ei	0.780999999999949	0.0519047012463277	0.920393149780548	64
0.0357124585442319	18.01382711827	10.910970676576	1970	7	497	0.117390757774762	0.697737605240394	0.682030124202563	5	319	0.27622507332545	0.929693707563669	37			21.5169999999998	-0.0116839716550986		0.592999999998938	infill_ei	0.877000000000408	0.0326463764402309	0.928387107076554	85
0.0385555473982543	18.9603442483405	36.0613086219057	308	8	1383	0.198035743381737	0.673235081206119	0.751230814367928	7	313	0.39688853135483	0.929401850654986	61			43.2530000000006	-0.00991906255781971		0.666999999999462	infill_ei	0.962999999999738	0.02395724978853	0.934419715531601	109
0.0389200606569179	0.109448653748761	98.3882007548859	840	4	1405	0.141829269685836	0.957071283500646	0.930227842161128	5	6169	0.149252343576035	0.929387665204278	93			80.8770000000004	-0.00682406959507189		1.42599999999948	infill_ei	1.05400000000009	0.0207602277429611	0.932385949485352	141
0.0531064776254765	14.2690539021517	61.6575342182231	859	0	527	0.0192474965768277	0.85239610253049	0.900221013320036	7	2246	0.0307115544449115	0.929110957574465	53			43.4939999999988	-0.0115449848249992		0.766999999999825	infill_ei	0.939000000000306	0.0329874260711188	0.930338022795623	101
0.084109642111535	23.624398206401	35.5255553887902	1045	7	2632	0.100474213846348	0.90948704563998	0.710111277682217	10	273	0.0976978291312852	0.92907402343972	39			80.1380000000008	-0.0119056114829648		0.346999999999753	infill_ei	0.877999999998792	0.0399976986147539	0.9222743775462	87
0.0640113670824607	9.37635492259997	31.599436729101	995	-1	1066	0.106342299246876	0.642823114656206	0.63396888343244	1	427	3.55165789343308	0.929062006750165	69			34.9200000000001	-0.0083865219168591		0.7450000000008	infill_ei	0.963999999999942	0.022577114514629	0.933326424892404	117
0.0567991232158796	19.9688055026157	7.46244663491099	1233	5	2968	0.166018203450015	0.809002774130979	0.732630077908222	2	2375	0.168872671991251	0.928842120604893	47			99.6820000000007	-0.0118813686920094		0.539999999999054	infill_ei	0.909999999999854	0.0282663564761052	0.932439367862134	95
0.047608326642048	2.53790273137619	33.7777497338609	1135	8	1915	0.146582153084154	0.206538036605038	0.684356624417878	7	1652	3.14502388612437	0.928390577552539	36			185.005999999999	-0.0161418610211794		0.552999999999884	infill_ei	0.8799999999992	0.0386036301973868	0.932621629202897	84
0.0636185271809889	2.1062714169094	24.9382766568726	934	13	481	0.253738383374954	0.752516407347123	0.532676253072868	1	1238	2.08198577590143	0.928376789270544	73			21.5480000000007	-0.00922371476064601		1.06999999999971	infill_ei	1.01499999999942	0.0287596938414511	0.929774617699785	121
0.0234242722645122	21.0784689085899	47.3298156564957	889	9	1815	0.0484012864524707	0.826709769398373	0.94317249957784	9	3227	0.47650003483631	0.928329653192741	91			74.5410000000011	-0.00803895509493164		1.27300000000105	infill_ei	1.03799999999865	0.0206258672989859	0.935104493781386	139
0.00913432985754918	3.01223299365162	61.6311784984179	1701	9	1277	0.100880432678839	0.858820651097775	0.979442041723674	8	1266	3.70911826639786	0.928230727928102	85			47.5640000000003	-0.00709134439567554		1.22699999999895	infill_ei	1.02300000000105	0.0263247516290246	0.927768807561886	133
0.0451487675484342	10.8818846782456	78.2923332448398	1419	4	1836	0.199908288861845	0.304577197417704	0.760613295682573	2	4014	1.13991664517196	0.928156287884195	8			198.154	-0.0212117080130973		0.333999999999833	infill_ei	0.757999999999811	0.0554663658024292	0.925143513362645	56
0.074855684803953	8.41001089779274	26.256387714975	104	3	1600	0.0948246817678222	0.721374276798928	0.85588222393047	4	5713	1.12082160554934	0.928127292946574	21			61.9200000000001	-0.0159763936891709		0.679000000000087	infill_ei	0.822999999999411	0.0468278345017217	0.924355140787572	69
0.0846448993823634	13.8899470708283	32.1111781565385	1307	11	1664	0.102287996555419	0.510780065911271	0.64092886718766	0	2288	1.2793776075193	0.927876281597142	71			216.544	-0.00870083372676389		0.91399999999885	infill_ei	0.97400000000016	0.0226559737781247	0.933912368126326	119
0.0494629508230377	9.3189522202977	50.5262082786496	1998	2	625	0.0718072930527077	0.310569868207956	0.996797604368541	3	5883	0.00324465044562171	0.92785566123724	96			70.8259999999991	-0.00648928605199741		1.41500000000087	infill_ei	1.05099999999948	0.0272418865428517	0.925196827195558	144
0.0707908889168792	11.1861691206522	72.6928686313959	285	6	808	0.109576934226409	0.554280051178161	0.910273529989253	0	450	2.86040090909418	0.927734255228478	77			109.062	-0.00759415733536961		0.644000000000233	infill_ei	0.994000000000597	0.0322115053493873	0.923095167814736	125
0.0867188118663936	8.2874203685221	26.2323006720231	710	13	396	0.101266920581093	0.894050761230612	0.713180502617524	3	3036	3.47475819920426	0.927389740056332	25			16.0789999999997	-0.0139899687788121		0.445999999999913	infill_ei	0.825999999999112	0.0446068823962075	0.921827866554477	73
0.0261412363181415	28.4201917127929	27.4932818994847	386	0	2699	0.178935295583701	0.903051333056539	0.954376027921487	6	3717	0.0664105940094997	0.927356963099004	46			95.7619999999988	-0.011879871375944		0.703000000001339	infill_ei	0.884000000000015	0.0353384765809329	0.926566329704258	94
0.0278327106098707	2.85644862046227	24.641328457533	892	1	2675	0.200943421505844	0.513941633549794	0.92136910945413	3	857	2.42563378006903	0.927059302260117	43			350.993	-0.0120870511304436		0.646999999999025	infill_ei	0.90099999999984	0.0382904677908602	0.924293877094484	91
0.091426295580481	2.90568683236079	34.0399778873623	1563	2	939	0.139393948020076	0.433991099860284	0.406894536619802	0	275	4.40820750086441	0.927056851651868	67			113.731	-0.00869408044581767		0.884000000000015	infill_ei	0.976000000000568	0.0365500754037846	0.920754834542267	115
0.0203354696750192	7.88859502346262	48.3947628282623	1455	0	2238	0.191421774418242	0.660296383282923	0.123466646058579	0	3489	2.61327060924274	0.927000658819592	1			78.9360000000006	-0.0540229129002861		0.470000000000255	infill_ei	0.75	0.0540172146540298	0.974328159961551	49
0.0434044733722376	2.46918470875648	47.5534259828779	1306	13	1395	0.158707284952315	0.884364492985118	0.0886753895517458	0	4586	3.69497229924409	0.926911158547862	90			50.3169999999991	-0.00852617306297495		1.03700000000026	infill_ei	1.04399999999987	0.02996498869906	0.927860005503221	138
0.0381480378315716	4.70313031625631	2.330772361913	1399	3	821	0.0156581604684524	0.657934188427771	0.603782990527205	4	4622	0.0843293854305623	0.926482035313797	26			33.3860000000004	-0.0138444446389304		0.453000000001339	infill_ei	0.843999999999141	0.0439218339762751	0.922116089470668	74
0.0455976264847706	11.5799414774269	18.3314671799392	1610	9	1951	0.239814540666474	0.953583320318499	0.716286961365346	8	4391	1.96775967963574	0.926251333519143	22			57.8040000000001	-0.0150730703759562		0.412000000000262	infill_ei	0.805000000000291	0.0490349741061521	0.920291808698871	70
0.0486919399081093	32.7881920527103	40.8678587879016	383	10	1174	0.157675580589589	0.790418391593274	0.964842010210911	1	5952	0.504125474917748	0.925854259724825	81			46.2009999999991	-0.00904533497713063		0.989999999999782	infill_ei	1.0049999999992	0.0354364730521362	0.923771896926754	129
0.0988527883887594	15.5789328362641	79.9967910924071	597	0	2937	0.213022377718761	0.555576015066719	0.309059798153142	1	1748	1.70414068337967	0.925734226845989	0			369.002				initdesign				44
0.014834073617592	18.5776994517991	57.8201635664961	696	8	2107	0.015425341265781	0.971099949754922	0.773473094334252	2	3657	2.59506008191088	0.925471782220542	31			82.7740000000013	-0.0135985882585549		0.421000000000277	infill_ei	0.857999999998356	0.0365945195120782	0.927993925473737	79
0.0551776915277776	30.5112478109503	15.7508227597273	1146	13	991	0.0904484798354662	0.902679268520082	0.559237855897235	8	1695	0.228606417693594	0.925386182847665	40			30.6589999999997	-0.0126534042365181		0.582000000000335	infill_ei	0.894000000000233	0.0387855745137099	0.925150746102136	88
0.0732711776761173	11.7143559390811	30.9911943845747	1546	6	503	0.0238678811470568	0.501875542219865	0.736155791375022	10	6978	0.0580958821695867	0.925241178844257	95			70.991	-0.00700187424732239		1.37400000000162	infill_ei	1.0580000000009	0.0334173278067339	0.920021862773869	143
0.0147938663513998	11.5826308942442	55.918730782191	713	11	621	0.177355016543179	0.590157747657377	0.848212751357072	4	4178	3.09727678683861	0.925148694851717	28			68.762999999999	-0.0139576778358216		0.518000000000029	infill_ei	0.84900000000016	0.0351942867248323	0.929874670828519	76
0.00967177017460419	16.9294986724665	95.1269155719741	185	-1	746	0.240929576875161	0.233896540268436	0.958712554317444	4	5518	1.24728939606545	0.925077514038806	0			74.0260000000003				initdesign				40
0.0441109882268874	52.1350132924792	80.4583795339769	1640	0	1968	0.0610170243469347	0.796346811081515	0.998365357266661	3	3259	0.0157851675238567	0.924973345103901	100			77.2890000000007	-0.00657827932710559		1.70799999999872	infill_ei	1.08299999999872	0.0274002755288567	0.92528189355709	148
0.0835080558303377	69.3480318160946	96.7753925216266	1774	9	2643	0.0141060848810965	0.863549155140921	0.921591276852435	2	541	0.0274410911853996	0.924948264822584	98			122.182999999999	-0.00599969977761711		1.16699999999946	infill_ei	1.06800000000112	0.0341646921411416	0.915839037685907	146
0.0770095689766522	0.141156086494703	64.9725476348007	1544	10	1879	0.211560965886539	0.202008553786444	0.106413348638651	0	2360	7.57848914369345	0.924904697430985	60			186.391000000001	-0.00857408722077097		0.951999999999316	infill_ei	0.97400000000016	0.034659897819799	0.921502273190096	108
0.0252671367578591	53.0206992735168	76.1439954673874	1587	9	2989	0.187105260058107	0.780708260576606	0.725489849963394	0	1058	0.31660485443224	0.924297099764905	0			105.247				initdesign				32
0.0226070503304986	4.68362205029573	29.4391131556288	83	6	2137	0.143025469489187	0.975614492612734	0.878277450401563	9	1039	10.6375851810438	0.924129398898926	55			72.9240000000009	-0.00926407748560576		0.846000000001368	infill_ei	0.950999999999112	0.0341401569078407	0.923871121744082	103
0.0669923765797244	20.6259904679022	7.94314382160939	380	7	664	0.132449897045435	0.303530357743283	0.980726098148627	7	2820	4.24700996534854	0.92395695536677	45			71.7529999999988	-0.0112327958038202		0.677000000001499	infill_ei	0.89299999999821	0.0384747309454819	0.92216528982113	93
0.0250315343347189	46.0786449996391	79.215564577393	1279	5	2706	0.0879227288744074	0.429569897079956	0.932356856699098	9	532	1.43800557315375	0.92379783554701	62			324.644	-0.0100131128614431		0.816999999999098	infill_ei	0.963999999999942	0.0383123758427963	0.921665483598236	110
0.0315981471977794	0.262740730618182	42.179150211657	677	0	1358	0.120838285495259	0.263886890850537	0.224003037389869	4	1599	4.25544437356239	0.923681223897711	5			130.02	-0.022460518720542		0.243999999999687	infill_ei	0.752999999999702	0.0518740426343788	0.930441196035435	53
0.0058844888440254	53.4046445170356	30.9904384114431	1866	6	1217	0.222307926837288	0.955572918846362	0.114109822784916	0	1813	0.626894374829477	0.92355616899443	54			52.8559999999998	-0.0111921804196339		0.739999999999782	infill_ei	0.935999999999694	0.0288017086535454	0.933104128648535	102
0.0299309146670227	13.3147882117974	81.5788622616897	450	8	2431	0.268039426617502	0.46409630543776	0.907373822155455	8	4922	3.67310066806387	0.923176732898705	9			302.003	-0.0196633786625765		0.322000000000116	infill_ei	0.769000000000233	0.0504716343894144	0.927205360022447	57
0.0568653263024079	3.24948851811037	55.3279591017385	754	4	2401	0.0518922814432924	0.68545474278849	0.988563475225268	6	5197	10.2742336474243	0.922967036004609	87			95.3780000000006	-0.00881784851168977		1.22299999999996	infill_ei	1.02800000000025	0.0311383214856665	0.927455630119615	135
0.0636354151128685	2.33984868452119	35.0608108588515	520	11	1967	0.124710338615296	0.776826620600969	0.34551389966354	1	6272	5.57858885023974	0.922547101819565	58			47.4950000000008	-0.0302743075394167		0.847000000001572	infill_ei	0.96599999999853	0.0453668939874846	0.954366068968987	106
0.0461388729646251	4.69250223177314	86.4860753147899	1202	8	1287	0.0516623708245841	0.68264036772589	0.172221818399408	1	1430	4.56831926467572	0.922008878388281	84			23.4380000000001	-0.0149934080813703		1.1929999999993	infill_ei	1.04000000000087	0.0340731204627255	0.938200657659383	132
0.0715782107559411	17.4096386912006	76.9446213136764	600	1	1956	0.104364210403273	0.717081047752229	0.49839151706027	5	457	1.31802348435248	0.921957931604501	35			48.5390000000007	-0.0172187737324403		0.536000000000058	infill_ei	0.8700000000008	0.0458918089710331	0.928939467549178	83
0.0949479438843374	1.82199073844219	42.9451457155147	1743	1	2397	0.0563230640508578	0.334640011086332	0.876103021330649	9	2863	7.27019857644658	0.9216630326483	0			260.664				initdesign				37
0.00544715168600845	23.6113007507094	26.9125122940484	1898	6	1733	0.0278006474604465	0.665117742130123	0.911338362424684	6	5974	6.62357184946082	0.921608362872477	0			65.1479999999999				initdesign				12
0.0274163018973294	68.8525636939442	49.7201295281536	18	5	886	0.120130898683712	0.804362985778554	0.959025138929047	5	1237	0.934470877206755	0.921602382319118	70			33.5869999999995	-0.00766792932625316		0.837999999999738	infill_ei	0.979999999999563	0.0372210886939108	0.916961448232453	118
0.0728140323521962	34.4632248218639	91.4530391264859	1009	7	1999	0.0212297272699051	0.574382492079821	0.670527647286014	5	5019	1.89710020158308	0.921560271003281	0			256.59				initdesign				13
0.0853153568502708	12.1716232908781	68.6490928417784	1903	4	2729	0.223778273242504	0.61711708093051	0.587691885228714	3	2433	5.08542410878792	0.921461395752178	12			85.0740000000005	-0.0177720807281771		0.342000000000553	infill_ei	0.759999999999309	0.0527129375255151	0.921284760940323	60
0.0901804015185445	65.5069412173802	67.7325143354558	1326	5	780	0.0744420090527146	0.234854605631822	0.967004730906857	8	7562	0.0607900681734254	0.921374781512865	92			82.7870000000003	-0.00741750180176878		1.36999999999898	infill_ei	1.04800000000068	0.0376064156546823	0.916615392483076	140
0.0127348333162885	5.95552598708295	97.1421637590168	1633	8	1033	0.0828843131928054	0.973504304710111	0.578281086057339	7	674	8.91594610216662	0.92119824967993	0			29.0640000000003				initdesign				48
0.0825924465733028	68.426757373492	19.5056811981734	1062	3	2175	0.0343242446216956	0.381442989115073	0.320266434159081	0	5659	0.474095572564819	0.920997880071997	41			253.435000000001	-0.011201821093055		0.603000000000975	infill_ei	0.903999999998632	0.0407799306238795	0.91976478590592	89
0.0812472278867757	44.3598282581104	60.1754991463394	808	11	2046	0.204775143333366	0.650595092889569	0.837729671974342	5	1936	3.06557963329031	0.920984873595307	0			65.833				initdesign				5
0.0591288826749677	40.7502527917478	61.8525228050098	1550	9	1652	0.223532401133415	0.722027789646563	0.147241252436437	0	5853	1.83745375699332	0.920906038133456	15			60.3770000000004	-0.037320979363212		0.385000000000218	infill_ei	0.76299999999992	0.0453295081465249	0.958711384326503	63
0.0999106850720711	16.6426866027582	13.4509105122911	1443	3	1939	0.105022384042417	0.632991116867191	0.304721471129685	5	866	2.18429621171897	0.920848471340664	29			37.527	-0.0132389719247448		0.509000000000015	infill_ei	0.842000000000553	0.03948019771317	0.924733756790448	77
0.058444965221831	48.9134831101484	52.6417039952159	1710	5	2933	0.243624237739833	0.962583432246885	0.133071658362091	0	4663	2.54161952016135	0.920822539789097	7			103.294000000001	-0.0263589560882964		0.305000000000291	infill_ei	0.751999999999498	0.0432760729196477	0.942888167545484	55
0.0997771378614832	5.67502626238245	13.9300701988941	669	2	2204	0.204124977420447	0.46854269023836	0.492129035807628	0	6603	9.4883060752957	0.92069109740369	59			274.77	-0.00924103090863542		0.471999999999753	infill_ei	0.954999999999927	0.0387463533775455	0.919102095476305	107
0.0293588164515115	10.0257954113842	98.5517569480034	361	7	2794	0.276669652438285	0.875886361113951	0.857575109471169	1	4902	13.7822572148049	0.920616323254268	0			93.4939999999997				initdesign				35
0.0927556895175219	5.16279476005843	1.83514058975118	1283	8	1707	0.0389047376455271	0.209023265584223	0.262774733866526	3	3900	4.07887391914295	0.920519525210109	64			161.805999999999	-0.0114363251867507		0.880000000001019	infill_ei	0.966000000000349	0.0343711036875888	0.929774945268108	112
0.055630414615754	77.6209880825332	98.0124490988236	722	8	1392	0.155905060206082	0.92623981908398	0.72568721062367	9	853	0.0565343843868483	0.920395824299123	52			42.2180000000008	-0.00921849582784888		0.779999999998836	infill_ei	0.932000000000698	0.040694322490867	0.916963056100957	100
0.0472449337090622	0.245161558726148	51.8964330350491	267	6	1682	0.123250776447353	0.677594403982677	0.713607237305156	5	6506	10.0051278938225	0.920314931232257	30			50.5280000000003	-0.0134332514209894		0.58600000000115	infill_ei	0.855000000001382	0.0411870653666433	0.923649768784062	78
0.0668140151195493	17.7828714152244	92.5402282822612	1673	6	1531	0.203256242558156	0.816790406254673	0.946370796038276	4	3990	10.2638922932857	0.92018505547399	13			53.3839999999991	-0.0171614349561058		0.365999999999985	infill_ei	0.777000000000044	0.0481574563329259	0.923905474789118	61
0.0477887491162947	62.9427150408283	61.6119733771957	1479	8	1320	0.234858299100088	0.94108020560304	0.27164057484995	0	4038	2.52404712014436	0.920074737176008	2			47.0250000000006	-0.0487011756795117		0.270999999999731	infill_ei	0.738000000000284	0.0545960339309978	0.968712322046948	50
0.088684752031779	10.391246529783	20.8465709583833	510	0	2421	0.093820908449238	0.775001834868412	0.524824185008953	9	3948	7.98008524848948	0.919605054161962	23			60.2110000000003	-0.0145907671879296		0.416000000000167	infill_ei	0.800000000000182	0.0512840390832029	0.916984471344113	71
0.0410829699550155	15.508271023998	51.614576889415	525	14	315	0.124785240424046	0.437814105216789	0.335750743416843	5	4704	1.55044006510134	0.919589940292115	19			37.768	-0.0271524605569318		0.364999999999782	infill_ei	0.787000000000262	0.0588007448813947	0.93709234345623	67
0.0212103804440132	20.7936794295431	86.049949457682	1722	9	2893	0.0958806830500813	0.347768297112982	0.761579071693581	5	2207	11.301714851061	0.919553737913242	20			315.7	-0.0181068387053752		0.404000000000451	infill_ei	0.780999999999949	0.0511439999786839	0.925269867316808	68
0.0164136376153666	49.4378921716503	78.2910037580325	698	3	2684	0.127052729838426	0.206424311533824	0.889552132105376	2	4906	5.33345459161535	0.919425264989502	10			250.746	-0.0187941362588013		0.350999999999658	infill_ei	0.770999999999731	0.0534012027159409	0.92293289968046	58
0.067712953362907	59.0208342200399	51.3513775473004	993	2	1813	0.252616412529154	0.991796988593357	0.141475619386211	0	4009	1.2254105028022	0.919199477744438	49			65.2260000000006	-0.0188169138699256		0.657999999999447	infill_ei	0.918999999999869	0.0281931993033994	0.945133366987984	97
0.0240276462249313	20.6563170248758	90.008420406492	114	1	2612	0.178959378819893	0.777937624409572	0.687785567046251	0	3228	5.01213736945876	0.918935202477585	18			90.0119999999997	-0.0150551979813183		0.396999999999935	infill_ei	0.779999999999745	0.042301967036147	0.926264532584611	66
0.0235581360563734	8.16134005912473	36.6120326188904	1536	3	2237	0.236019605381248	0.820683037720055	0.382302718600405	7	2341	5.29953963424294	0.918924513461094	0			46.931				initdesign				7
0.0351979133313384	28.2636489965772	78.2638891953523	1137	6	1824	0.0972897650210799	0.688282263468185	0.481573060344213	1	3061	8.05721479583606	0.918701256153153	0			45.648				initdesign				3
0.00136055163743609	26.1959205815223	8.07028426678986	301	12	1405	0.282059888705485	0.46359662013055	0.634198147662073	2	4791	4.92367565254961	0.918671868911939	0			168.198				initdesign				24
0.00732094963472803	41.1857826460563	64.5197812218757	1232	14	1387	0.259665983167095	0.27030575248904	0.21611902282036	0	912	11.5786799266621	0.918187118823803	0			138.796				initdesign				39
0.0153388780372667	25.2538741339892	51.0608968069954	1268	1	2550	0.273392630857339	0.817401922041942	0.797197625569174	4	7801	2.08999564449241	0.918093353993727	24			77.2219999999988	-0.0146588201642931		0.476999999999862	infill_ei	0.952000000000226	0.042962754484441	0.924826815762033	72
0.0399911588607877	30.6274491502188	85.6294513695779	1796	5	241	0.223422297805122	0.411374905058702	0.525575749078165	10	3891	4.34403037422356	0.917546860122343	0			28.508				initdesign				17
0.0318328628745333	39.4901516200707	13.1300095555587	1247	5	1223	0.140260440907491	0.748598764061705	0.776715355157533	4	1278	12.0201936469414	0.917480046592944	0			37.063				initdesign				8
0.0502928391698743	69.8206834999035	45.4139894001286	1556	4	1567	0.217280090804534	0.892887364842014	0.0959296696710799	0	4644	4.43067293847387	0.917320262435313	0			54.631				initdesign				6
0.0882604698045884	51.6528916821819	5.65538376183323	1456	11	695	0.14488613067696	0.136569296455165	0.586070454710122	1	6879	0.935826022606183	0.9171401927356	0			64.2870000000003				initdesign				47
0.0353873639206606	2.89919490083649	9.54544942673464	114	7	1504	0.0479671601670225	0.781732092878597	0.332803217304494	10	7275	3.97094903405771	0.916988786455556	27			32.7450000000008	-0.0219922765907841		0.492000000000189	infill_ei	0.836999999999534	0.0568434407065491	0.92865722424226	75
0.0649216995749654	42.5191028349738	65.9830032114129	753	3	945	0.113783200348075	0.518417588097418	0.81870701551074	8	4077	10.2081367527379	0.916874802539136	0			121.118				initdesign				2
0.0936774913631189	49.5183614421758	69.6384928784426	39	12	874	0.0924484374175042	0.990649354266949	0.927301306511199	10	5803	8.64728919693412	0.916591579440907	0			31.0699999999997				initdesign				41
0.00317185789423737	60.675108257081	50.6608453132886	851	2	2177	0.0686553839954303	0.476344596176566	0.507151799773194	0	7539	11.5512543998568	0.915968138061553	0			270.590999999999				initdesign				42
