num_leaves	num_iterations	learning_rate	feature_fraction	min_data_in_leaf	lambda_l1	lambda_l2	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
338	1130	0.0694218509542447	0.810238818134148	383	6.49650178685077	77.5354781899594	0.934903046021243	41			84.1329999999998	-0.000293313586139487		0.192000000000007	infill_ei	0.536000000000058	0.000355182886606322	0.93618116629201	69
1493	1152	0.0672312960762581	0.100978733886864	654	4.64067224815842	54.5022698699859	0.934875473458039	85			80.7620000000006	-9.57216822909819e-05		0.148999999999432	infill_ei	0.641999999999825	0.00078558566643091	0.935318155872907	113
19	1297	0.0277602650708131	0.716583976687304	31	3.17571029834599	8.8686122391509	0.934833950035393	55			99.442	-0.000572355436644925		0.384000000000015	infill_ei	0.578999999999724	0.000792970814275621	0.936364333293432	83
64	1325	0.0238961320913942	0.753333359699332	2	5.86032967833433	81.5537269586439	0.93481967248907	95			173.758000000002	-0.000225347199708939		0.345999999999549	infill_ei	0.677999999999884	0.000395640582496203	0.936061065481148	123
2009	1060	0.0699479587264129	0.729398618569749	316	2.02177129676682	68.6726725072501	0.93473702317996	79			76.473	-0.000400216948694863		0.233000000000175	infill_ei	0.637000000000626	0.000567493583703777	0.936230409784455	107
1521	1730	0.077487139337607	0.291336822421526	59	17.218601646048	84.9312794046326	0.934731978659104	24			88.7909999999997	-0.000180621464191075		0.205999999999676	infill_ei	0.505000000000109	0.00139759692834917	0.934880407553446	52
183	1953	0.0557802181691335	0.997860045683477	23	5.90364843742929	99.0079032063629	0.934730146360408	61			122.081	-7.75068295161467e-05		0.233000000000175	infill_ei	0.58600000000024	0.000972916651801755	0.934944863894918	89
1706	1682	0.0784143016871879	0.261239526145402	3	3.12672101944429	76.090573390757	0.934711105903125	80			113.119000000001	-0.000150357942967033		0.184000000001106	infill_ei	0.639999999999418	0.000723067115758284	0.935602390199233	108
199	1940	0.0319258709744178	0.793102705772746	105	2.46785256343346	63.244142616297	0.934706093955256	57			152.683	-0.000290709374786864		0.246999999999389	infill_ei	0.583000000000538	0.00086855034192331	0.93582260760942	85
1357	1805	0.064952571703207	0.731801766404354	751	4.43200086358136	93.3363997657731	0.934644308121599	48			79.0659999999998	-0.000148858781324184		0.136000000000422	infill_ei	0.559999999999491	0.000692997436562349	0.935631134999432	76
249	1517	0.0835989146507796	0.694127889536915	19	5.43252942971083	97.3763882913402	0.934551891858901	22			88.1320000000001	-0.000200123895157053		0.110000000000127	infill_ei	0.502999999999702	0.000711423482644234	0.935753721044917	50
152	1243	0.0652078210868477	0.486900212796097	216	3.06563994250344	90.2340709650423	0.934524467807133	20			104.469	-0.000205467268462006		0.056999999999789	infill_ei	0.485999999999876	0.000677263556198747	0.935799439272416	48
1524	1091	0.0861565453636641	0.95936606575432	660	6.05895923418734	99.8916986199112	0.934522274165744	6			58.4689999999998	-0.000220786466889517		0.0589999999999691	infill_ei	0.460000000000036	0.000741455935821733	0.934210875933216	34
38	2497	0.0104656882836987	0.815226468118151	814	7.09268715805659	0.0874488345021796	0.93450605510306	67			227.474	-7.02451530463364e-05		0.184000000000196	infill_ei	0.59900000000016	0.00113871075727292	0.934627265746539	95
637	1130	0.0436677571116434	0.889409285843091	4	3.72575425882729	84.3337917899014	0.934505119923208	26			361.619	-0.000254554794491759		0.141999999999825	infill_ei	0.509000000000015	0.000318765919496873	0.936144841282835	54
1359	1276	0.0681685399692722	0.880327372552507	64	13.6371984066131	89.0712072261494	0.934468826124947	12			86.3269999999998	-0.000491810195814907		0.068000000000211	infill_ei	0.468000000000302	0.000472035920857199	0.934970899455238	40
889	1312	0.0807374046856986	0.786683032354732	258	0.179051620668061	72.5227725965403	0.934467759936211	28			73.7270000000003	-0.000148288690492027		0.173000000000229	infill_ei	0.51700000000028	0.00055662767146273	0.935773067127781	56
1891	1846	0.0594106470817975	0.231776979666505	756	5.84707291465993	30.0336123827766	0.934440713032493	27			74.4499999999998	-8.64429907828246e-05		0.185999999999694	infill_ei	0.505999999999858	0.00156782434631355	0.93404591737845	55
2004	1180	0.0640234993087917	0.741829896417745	81	5.67853208943322	0.229491408509947	0.934390261382612	35			59.6859999999997	-6.19187212154975e-05		0.0799999999999272	infill_ei	0.528999999999542	0.00153629844581292	0.933856202426818	63
1935	1564	0.102287329843562	0.913970372262606	182	8.31992969162422	85.7070079635231	0.934375404702614	0			64.627				initdesign				24
1301	1363	0.0573136502861585	0.567338233991432	235	16.3653582566045	81.2615530260858	0.934342180903728	32			120.101	-0.000245814391023415		0.159999999999854	infill_ei	0.521999999999935	0.000905854763238009	0.935679659622762	60
49	1113	0.0488967113249776	0.990616434537047	935	2.00672737984719	98.3155402255076	0.934291133815151	18			82.5729999999999	-0.000274400557756851		0.152000000000044	infill_ei	0.485000000000127	0.00062982533285867	0.935985565433097	46
1879	1784	0.0889954209448995	0.830237404671307	951	12.4918692394704	99.7455683930578	0.934268633761988	5			66.77	-0.00042976697578047		0.0800000000001546	infill_ei	0.449999999999818	0.000616526707241954	0.934683026871054	33
413	1266	0.0543629113953265	0.692032930949856	1	3.62969290251144	40.4293541810965	0.934264763726061	76			158.212	-0.000551611176160381		0.54700000000048	infill_ei	0.627000000000408	0.000531978269078331	0.936442966322386	104
49	2380	0.0578708714486413	0.183498788705607	7	2.10602451388813	2.67266613064709	0.934188496411483	77			46.5810000000001	-3.61927673898897e-05		0.28899999999885	infill_ei	0.632999999999811	0.00200901859354707	0.932512871386353	105
957	1430	0.104332752809633	0.991677858711976	143	16.8790010087296	92.3986569786208	0.934158989351143	2			43.2	-0.000413414707122878		0.0709999999999127	infill_ei	0.450000000000045	0.00106721266522703	0.934350489566558	30
338	1063	0.135838091055657	0.98489915206209	18	1.24879815425124	99.8373448941588	0.934150652401486	38			89.7439999999997	-2.09649887034602e-05		0.130000000000109	infill_ei	0.533999999999651	0.00134747738316508	0.9335614476147	66
376	1283	0.0688766491088006	0.179979666769375	593	12.5431697648684	87.0005125957598	0.934097658268569	36			92.0029999999997	-0.00043136905638017		0.11699999999928	infill_ei	0.527000000000044	0.00159349269691474	0.935478896252519	64
1869	1178	0.0373924514528679	0.268075716861786	1271	8.50859620917429	91.0994304856935	0.934034978005163	64			122.336	-0.000382730070585593		0.279000000000451	infill_ei	0.602999999999156	0.000694780034588711	0.936130989669944	92
140	1821	0.0549530325197512	0.753470062148187	48	17.0999523633175	6.63682586095218	0.934019531482216	50			39.5599999999995	-2.25419644543017e-05		0.260000000000218	infill_ei	0.567999999999302	0.00125367423368712	0.933800625944436	78
395	1820	0.187005813662505	0.760259653316043	61	1.53592337057035	78.6019767794459	0.933968436557236	83			105.926000000001	-9.97959070300515e-05		0.283000000001266	infill_ei	0.645000000000437	0.00200860356562474	0.933412530223418	111
1034	1174	0.109517496447069	0.591850912561267	121	10.3132473646623	99.6230314296812	0.933909362029471	7			75.0420000000002	-0.00018269454753008		0.0979999999999563	infill_ei	0.457000000000107	0.000806356855991817	0.934190617888124	35
1779	1127	0.0553653822689754	0.221820301618244	7	2.49822844743939	8.86238969039979	0.933900637824741	49			76.6860000000006	-3.06803948827935e-05		0.16399999999976	infill_ei	0.557000000000699	0.000888743606916426	0.934672099218784	77
1034	1496	0.0744938549317249	0.201621251402986	860	4.3484919475147	99.754820373218	0.933881830737322	14			105.967	-0.000113694736984862		0.102000000000317	infill_ei	0.473999999999705	0.00123980592042647	0.933870733028702	42
1590	2405	0.0543954539218117	0.976371903397519	454	6.6374341804398	7.12407094575334	0.933840153702077	68			87.3519999999999	-5.52985019814119e-05		0.204999999999927	infill_ei	0.611000000000786	0.00121368197749775	0.934363221405538	96
334	2411	0.0444995917945414	0.802401784791717	2	6.34039230116968	70.6295422415621	0.933778956986935	74			181.694999999999	-3.45974597287696e-05		0.398000000000138	infill_ei	0.618999999999687	0.000928880624075722	0.934646748526396	102
16	1785	0.0322000726996104	0.290548711690801	9	6.23958938731564	91.9029331474607	0.933771937108351	89			221.100999999999	-0.000114128182402405		0.647000000000844	infill_ei	0.662000000000262	0.0011766854896608	0.934859262263937	117
1790	1663	0.104918240214289	0.997505178318684	91	0.0701380107972547	99.9592995601022	0.93375992351536	9			94.1749999999997	-0.000154578940502186		0.120000000000118	infill_ei	0.462999999999965	0.000585850314629225	0.934342044377127	37
1689	1879	0.0591176243536831	0.998244118532352	124	16.5458580106062	7.70032775572084	0.933739713758652	51			40.9800000000005	-3.34102624552489e-05		0.240999999999985	infill_ei	0.569000000000415	0.00139429315778272	0.933727789825836	79
375	1924	0.0452244734484717	0.344595784219594	8	10.7889234101553	1.55833246214737	0.93373863989769	62			68.1769999999997	-1.18285971491492e-05		0.194999999999709	infill_ei	0.594000000000051	0.00106579982227793	0.933917183577898	90
982	1265	0.236208760740651	0.957342976195864	291	2.67502600517856	94.6334891409216	0.933708141449783	53			48.5410000000002	-7.90992535191123e-05		0.222999999999956	infill_ei	0.573999999999614	0.00183321989149494	0.933511295974794	81
1414	1175	0.062316203564814	0.125726938035659	164	15.673067939874	15.2791463753969	0.933633167534743	31			54.7290000000003	-0.000161796826369607		0.106999999999971	infill_ei	0.520000000000437	0.00162782477643196	0.934466325986615	59
22	2182	0.0807004061891731	0.296787768223156	1102	6.23902452204162	48.2697940319176	0.933621622152386	86			78.4370000000017	-7.03077245944341e-05		0.300999999999476	infill_ei	0.653000000000247	0.00124411515158366	0.93445205293195	114
2035	975	0.0972111090957043	0.950390877482569	12	15.7122720058272	70.8094163998647	0.933597097767781	3			51.8	-0.000295771540929922		0.0670000000000073	infill_ei	0.447000000000116	0.000883126348853111	0.934255870060857	31
139	2180	0.0470496958290818	0.945813439491577	1900	6.82117221995814	18.694458104147	0.933574744576213	71			65.6099999999997	-3.99205488883287e-05		0.179000000000087	infill_ei	0.612999999999374	0.000891724644348292	0.934774280020979	99
219	1082	0.0670432680824562	0.793246275086297	2339	3.86742430517734	60.0624523176151	0.933521591237893	30			61.1120000000001	-0.000388882709376539		0.23700000000008	infill_ei	0.523999999999433	0.00104417716817645	0.935883983186358	58
217	2869	0.0532921942687326	0.96660407446248	1097	3.96288446618828	20.273935220102	0.933457685742649	66			50.5410000000002	-5.53582830442717e-05		0.466000000000349	infill_ei	0.606999999999971	0.00197882306103108	0.932932117815799	94
1423	1492	0.0112736990706661	0.680468706710425	5	9.27549167879934	68.1241786861923	0.933413895586806	1			366.849	-0.000654093130248012		0.297000000000025	infill_ei	0.591999999999871	0.000969644415845582	0.934827371225183	29
1719	1184	0.0133032474710391	0.326476901654111	1	14.6949234973237	34.0224187833358	0.933377265339989	33			242.455999999999	-0.000164925290350997		0.144999999999527	infill_ei	0.528000000000247	0.00106679331139737	0.935243952865345	61
2048	1428	0.0845462100878302	0.182187382761711	563	15.7933861561273	51.9984123398916	0.933286657257203	43			65.3379999999998	-0.000126672945168934		0.300999999999476	infill_ei	0.539999999999964	0.000909693211505675	0.935290001587694	71
483	1355	0.0448607441925059	0.617061187928645	805	22.1385336517192	46.9117032115694	0.933278251190372	0			89.975				initdesign				17
757	1752	0.0621757154928368	0.771847444649823	12	16.705226801767	93.7311900375533	0.933194692314428	52			72.9340000000002	-4.25361157609056e-05		0.344000000000051	infill_ei	0.568000000000211	0.000649404696925305	0.935211013295385	80
1977	1412	0.0781864667605166	0.97481240205535	2476	5.31178561912756	99.9170889045553	0.933188109093097	8			63.0610000000002	-0.000146157717695051		0.0779999999999745	infill_ei	0.471000000000004	0.000541279558946089	0.934364490925448	36
978	2007	0.0544719319450612	0.149179863378737	572	15.119244311594	78.5881969400727	0.933170642657569	40			188.49	-3.41529591904902e-05		0.132999999999811	infill_ei	0.545000000000073	0.00110876145635162	0.934301737896462	68
1711	1267	0.137976191241035	0.947974786867224	884	12.7952422756202	82.0888106710552	0.933170365428784	11			41.4969999999998	-0.000674506003662834		0.0749999999998181	infill_ei	0.474999999999909	0.00048763401366342	0.935176470631214	39
1975	1122	0.0739059205544428	0.4210631468492	2	11.2413206573971	86.3087615087245	0.933060276585335	84			113.638999999999	-0.000111111172720004		0.161000000000058	infill_ei	0.649999999999636	0.000850454442971441	0.935300787177582	112
2040	1000	0.283035519706544	0.788522134225801	128	3.47752112686195	99.8973254615774	0.9329535880625	59			41.8500000000004	-2.02130337551047e-05		0.373999999999796	infill_ei	0.725000000000364	0.00191780498351134	0.932261646656978	87
1388	1167	0.0733664866284243	0.831302491268796	242	19.5457473804631	2.01180590443716	0.932895833504669	56			28.6089999999995	-4.91511741571647e-05		0.371000000000095	infill_ei	0.578000000000429	0.00114219534683209	0.934425574979251	84
595	1684	0.111913687937492	0.939130804921799	4	8.34370317882802	48.8510074170183	0.932847631455307	4			58.8680000000002	-0.000299983834445662		0.0760000000000218	infill_ei	0.454000000000178	0.00111683443308883	0.934045721643124	32
16	2604	0.0420102091161382	0.309486354049582	11	17.2200172372902	14.347154781383	0.932760021486727	94			101.427000000002	-6.24516015191625e-05		0.161000000000058	infill_ei	0.666999999999462	0.00167548730390714	0.933607368804801	122
720	1032	0.0564983801092228	0.123099608236877	62	21.5607048210775	77.6569861389658	0.932669233100761	46			99.0450000000001	-2.72065128002446e-05		0.264000000000124	infill_ei	0.558999999999287	0.0013161472245037	0.933769843539496	74
980	2671	0.0527670704079369	0.790010636651285	51	15.6665882123868	0.0284591829626125	0.932593893069762	70			40.1170000000002	-8.92131652571679e-06		0.211999999999534	infill_ei	0.608000000000175	0.00133388587689118	0.933155589514452	98
384	1772	0.0644109982897754	0.101735689434774	1	4.11423638025438	14.6708405482717	0.932361692371846	90			71.8909999999996	-5.0865218079116e-05		0.259000000000015	infill_ei	0.657999999999447	0.00141554540424482	0.933945819551838	118
113	2581	0.026380537420243	0.251386020945918	5705	0.766661352610179	4.41533605092832	0.932190312618104	97			136.776	-3.50414373025191e-05		0.265999999999622	infill_ei	0.677999999999884	0.00239032119915435	0.931838011798832	125
1158	1144	0.0108995580258254	0.333168623797153	437	26.2982692415395	2.50053092583982	0.932098497295021	87			159.807000000001	-2.68446545562065e-05		0.369000000000597	infill_ei	0.648000000001048	0.00223367103904189	0.931768843696551	115
2043	1852	0.266304849934042	0.151123654634683	494	4.98740580690719	96.8383669092417	0.93203206081149	21			34.634	-1.80270578218504e-05		0.120000000000346	infill_ei	0.498000000000047	0.00213486601598822	0.931666459571809	49
264	1123	0.329027049685545	0.944537183832991	1	1.70773213770753	80.9784146083731	0.931782383032516	23			60.6129999999998	-3.42347786192077e-05		0.119999999999891	infill_ei	0.494000000000142	0.001868934716332	0.932764642596102	51
2047	1679	0.0697377924650892	0.8661066694504	81	25.8847781418363	98.5734748746225	0.931710223603691	19			69.9849999999997	-5.48083741568378e-05		0.159999999999854	infill_ei	0.496000000000095	0.00131188779513774	0.934182463325213	47
2047	2484	0.0817725786778383	0.450493138627011	1	6.61457802267299	91.7580938111973	0.931655173922739	17			156.303	-4.34052935719653e-05		0.113000000000284	infill_ei	0.490000000000237	0.00198115638979821	0.932721304311816	45
1996	1859	0.347666280743081	0.932269484752777	141	14.9316240029597	98.4125677932823	0.931643878479888	63			19.8489999999993	-1.22987119923583e-05		0.211999999999534	infill_ei	0.58600000000024	0.0021901172077529	0.931230066083628	91
1882	1291	0.0688818540324999	0.363717258496847	3517	8.78400019536976	1.68843072688919	0.931613121957054	81			66.4359999999997	-3.91721445692735e-05		0.186999999999898	infill_ei	0.632999999999811	0.00185877639589787	0.932889869844648	109
2045	1119	0.210193808558163	0.324260459974466	10	5.52583237406199	16.0393408260008	0.931562512334277	34			43.8710000000001	-4.46881850531483e-05		0.158000000000357	infill_ei	0.522999999999229	0.00211416297290739	0.932473374743816	62
1013	2703	0.279457266897373	0.883198173641637	133	6.08929484429687	84.8763674479831	0.931468447088227	47			37.1890000000003	-4.68759401759311e-06		0.240999999999985	infill_ei	0.55199999999968	0.00262140095328291	0.929291104597094	75
1596	739	0.091885546693939	0.895174405690957	1	9.52462059708744	99.0812500641062	0.931313303713379	10			107.401	-0.000130260075218559		0.0840000000002874	infill_ei	0.472999999999956	0.000402823984024889	0.934457202907426	38
1613	1881	0.0581113506484615	0.106738880272155	6547	12.8916616807178	81.8970598979294	0.931247545284117	39			165.212	-1.31553308338568e-05		0.289999999999964	infill_ei	0.543000000000575	0.00204522647529977	0.931641454948588	67
142	1069	0.239299582512171	0.314939898748715	2213	19.6286260914089	99.0007800693596	0.930631993219121	44			51.3339999999998	-1.08129968620618e-05		0.159999999999854	infill_ei	0.55199999999968	0.00220965765039384	0.931080360809928	72
13	2667	0.156423805248627	0.752352591781447	7605	0.0532814139242184	15.641151829535	0.930051200140806	78			27.2240000000002	-4.76220260258118e-05		0.567999999999302	infill_ei	0.630000000001019	0.00222568730537975	0.932301831316531	106
1746	1156	0.331096156598966	0.291547402847977	6597	1.03461831078236	99.9432729838637	0.929929893725823	72			37.3139999999994	-6.50730875019213e-06		0.447999999999411	infill_ei	0.617000000000189	0.00243625697616927	0.930078748392881	100
765	427	0.36126311124948	0.715768588531698	3058	3.15714061881538	79.1259028518877	0.929755562154508	0			22.287				initdesign				7
1637	590	0.342964980979268	0.171437326449094	1173	16.4577339547174	44.3306796866559	0.929721717775073	0			32.951				initdesign				6
1716	332	0.305636681769958	0.31668879775676	7097	13.4008120042466	19.6058225043343	0.929608692366579	0			42.816				initdesign				20
1301	1177	0.277811013773881	0.875071893986389	1396	0.612186082190068	2.02596508307691	0.929456266966482	60			25.2700000000004	-2.83786797180861e-05		0.180999999999585	infill_ei	0.635000000000218	0.00219889077405432	0.931895007463146	88
1991	2587	0.193861145902336	0.344612900830652	8113	18.7338961929134	16.5979478588598	0.92933941037494	0			79.442				initdesign				12
117	1234	0.0103726813910604	0.76071778641913	6427	2.88901929513448	43.8460859668355	0.929109648288894	73			104.384	-1.55798148860849e-05		0.23700000000008	infill_ei	0.618999999999687	0.00267925772164115	0.930211428160965	101
883	2447	0.0653929892745199	0.478523121787656	4856	35.895648386265	53.1203583279772	0.928299202601175	0			94.2				initdesign				1
992	2826	0.472133225435673	0.254427495491406	5163	6.36803582133925	86.0987245224863	0.928195422595975	0			27.3229999999999				initdesign				26
1475	2046	0.250014754164281	0.998885457637694	9807	32.0062119530728	96.2668943489835	0.926609886214491	0			20.611				initdesign				14
66	323	0.0170429108646083	0.108183313419814	402	1.53565542980567	57.0163861595607	0.926371276810273	58			34.116	-7.5638224689595e-05		0.184000000000196	infill_ei	0.579999999999927	0.00183507587676137	0.93346984476559	86
884	2178	0.431971481677626	0.434357373827182	4038	26.1322844964321	6.93574184297185	0.926104262998705	0			32.0750000000001				initdesign				18
294	195	0.491239359808454	0.816216838595548	5780	33.0593074284212	26.5280155830814	0.925722455802666	0			11.712				initdesign				28
1593	864	0.135165670563457	0.787592134118617	1991	55.7645434619518	2.74500598637815	0.925470729629697	0			13.539				initdesign				10
1167	2738	0.203240907492374	0.606485088342278	2204	52.5564603489959	40.9411015408195	0.925414790209683	0			19.983				initdesign				8
1199	1269	0.273483080313187	0.405844881298591	7543	48.7104328182057	91.1448175854866	0.924980993410427	0			31.654				initdesign				13
29	1520	0.124603715748543	0.149169472927319	9057	46.1273859915747	55.2770710918925	0.924783862318272	0			104.322				initdesign				25
368	1812	0.323584601080068	0.752310978035502	9338	39.7709100625759	37.5461504276508	0.924606433495412	0			13.641				initdesign				15
425	2501	0.0467108694035236	0.523202396245996	3371	62.0192479175923	99.0750066937084	0.924157073172622	0			122.239				initdesign				19
666	684	0.382522009147699	0.695062411373144	452	65.5973279552571	61.3619736418405	0.923783902873545	0			9.78799999999998				initdesign				4
1943	3000	0.317883925509588	0.122411655621196	110	8.90528817121608	0.77620130687372	0.923438422299224	75			21.1749999999993	-5.79320940644665e-06		0.439000000000306	infill_ei	0.625999999998385	0.00284910089654195	0.928831135229032	103
655	502	0.175749925034117	0.215911991082427	3742	60.1564034574374	67.0844883450112	0.923332003093843	0			30.739				initdesign				3
145	2103	0.0207037376051018	0.867139240189813	6302	78.2656115240195	13.9412525475312	0.921613041195376	0			63.227				initdesign				9
1316	2951	0.223916377689365	0.890901389486137	7397	74.3038673348469	9.87703805626262	0.921110519201453	0			10.172				initdesign				23
1868	1003	0.162775124435366	0.120353639749807	1734	81.3628882881309	69.81416082041	0.920856545501314	0			79.2080000000001				initdesign				27
177	1196	0.460205633362702	0.502878775161275	4311	68.0138315948305	71.4410356093979	0.920395460301141	0			24.385				initdesign				11
1327	130	0.0850392158744291	0.953038724190868	6442	89.9881669011756	75.2474053159231	0.920240237065486	0			10.53				initdesign				22
1038	1718	0.271858144097844	0.379023493489058	8494	83.1189020618704	23.1700756798508	0.91913193922561	0			23.558				initdesign				5
521	1861	0.335238771330836	0.579935484160372	5487	98.869321631791	31.5500936957188	0.91863052964439	0			22.474				initdesign				2
1441	986	0.412015295306147	0.657845846857063	2782	93.1900791827109	33.9608554743964	0.916591483158859	0			8.47500000000002				initdesign				16
1788	2266	0.41368075702819	0.277206841380208	8768	86.6064765814569	58.1433102199695	0.91505778396989	0			28.744				initdesign				21
