Feature	Gain	Cover	Frequency
ctrx_quarter	0.0930849658409627	0.031439938985035	0.0376453180231124
mpasivos_margen	0.0484971532312524	0.022019724737406	0.0333923186418092
mpayroll	0.0339814873477468	0.0116600199539905	0.00676672536353843
mcuentas_saldo	0.0336895320630398	0.0404596102344113	0.0367064565116752
mcaja_ahorro	0.0334617104835131	0.016587566992748	0.031579493880094
mrentabilidad_annual	0.0291781100001122	0.0383293794172318	0.0357416356957743
cpayroll_trx	0.027993424510823	0.00657636011592594	0.00202049919742484
Visa_msaldototal	0.0276275488683008	0.0175015598431339	0.0204862177726051
Master_fechaalta	0.0249855975994763	0.0301832970397876	0.0334139513955289
numero_de_cliente	0.0244269126025879	0.0379240257691889	0.0348287334888007
mactivos_margen	0.023889439338468	0.0287390044338169	0.0265260826111599
mcuenta_corriente	0.0238005790535881	0.0318680870304033	0.0220956946493547
Visa_msaldopesos	0.0230564525485177	0.014550984804346	0.0216414068212399
cliente_antiguedad	0.0226097768053985	0.0332199098030221	0.0326654581168255
mtarjeta_visa_consumo	0.0217835530899545	0.0100911243690537	0.0161812997823745
mrentabilidad	0.0210772446514376	0.0345660235411765	0.0293037281887761
cliente_edad	0.0208463855016335	0.0345978741354993	0.0293426671454716
Visa_fechaalta	0.0208109164001205	0.0281837984240575	0.0289402979262842
mprestamos_personales	0.0194723515005679	0.0165608708189531	0.00690517498734484
Master_Fvencimiento	0.0183529159509776	0.0200856001423988	0.0252410970402066
Visa_Fvencimiento	0.0182479537109684	0.0227985985634896	0.0248214216180434
Visa_mpagospesos	0.0159900367925565	0.0222737040997308	0.025206484634255
mcomisiones_otras	0.0157872337545743	0.0150633217896882	0.0213169155154436
chomebanking_transacciones	0.0149489230829641	0.0112565178731224	0.0200449095967222
Visa_mpagominimo	0.0147789732887385	0.0140363578692193	0.0197074386386941
mcomisiones	0.0146871614303973	0.0182393211719951	0.0217885095465342
mtransferencias_recibidas	0.0146227532728596	0.0164883339089392	0.0202309512787121
Visa_mconsumospesos	0.0143252220620669	0.0112705585317648	0.0206895656575708
ctarjeta_visa_transacciones	0.0129944157827166	0.00699594428851679	0.0105654369167269
active_quarter	0.011709439982078	0.00121345911765354	0.000986453569620691
mautoservicio	0.0107928305185601	0.00851597476814656	0.0141521474834618
Master_mfinanciacion_limite	0.0106375575714865	0.011977431439072	0.0151472541545704
Visa_mfinanciacion_limite	0.0105976973642282	0.0100677256972618	0.0147838238920785
ctarjeta_debito_transacciones	0.01012166953936	0.00735801407547367	0.00885644937286647
Visa_mlimitecompra	0.00876980387209293	0.00929699555593675	0.0119109941980955
Visa_mconsumototal	0.0084023921669922	0.00690685929120335	0.0130358973915226
cprestamos_personales	0.00839214801129562	0.00748743219936404	0.0027300535194327
Master_mlimitecompra	0.00831215327518813	0.00900506548815111	0.0118807083428878
mcaja_ahorro_dolares	0.0079337598363551	0.00909700189891357	0.0122571182576115
mttarjeta_visa_debitos_automaticos	0.00772639612518955	0.0073431103510685	0.0106606210330938
Visa_cconsumos	0.00767249891561308	0.00662113101020987	0.0109245406284748
mextraccion_autoservicio	0.00764399385916065	0.00498977853257969	0.00565480182234317
cproductos	0.00734382135744517	0.0081962461484216	0.00676672536353843
mcomisiones_mantenimiento	0.00687893797217653	0.0113135294458901	0.00635137649211919
mtransferencias_emitidas	0.00652797892785707	0.0101722840166974	0.0104140076406886
ccomisiones_otras	0.0062914593562021	0.00752410500239331	0.0101760473497713
Master_status	0.00593483535775707	0.00248942543069245	0.00064898261159256
Visa_status	0.00559925011554477	0.0104551812193727	0.00173062029758016
mpagomiscuentas	0.00535536944447741	0.00757569694171639	0.00799113922407639
mcuenta_debitos_automaticos	0.00526867574478644	0.00870976021675732	0.00812526229713885
Master_msaldopesos	0.00498615992819175	0.00940613056413095	0.00626484547724018
cdescubierto_preacordado	0.0047906670080606	0.00387940354440427	0.00129796522318512
Master_mpagominimo	0.00471783714111147	0.0101322728273495	0.00562451596713552
ctransferencias_recibidas	0.00449501100209829	0.00355827479740884	0.00636435614435104
ccomisiones_mantenimiento	0.0042035825538016	0.00764251775348375	0.00369920088607759
Master_msaldototal	0.00392319000319434	0.00785738880626905	0.00542116808216985
Visa_mconsumosdolares	0.00384837378152559	0.00798289338071955	0.00525675915389974
tcallcenter	0.00355766502776023	0.00156071165802474	0.001047025280036
thomebanking	0.00352964220292122	0.00301626714376777	0.00286417659249517
mtarjeta_master_consumo	0.00337437572905955	0.00367024773364951	0.00298964656406973
ctarjeta_visa_debitos_automaticos	0.00312745306872678	0.00195634361515742	0.00382467085765215
Master_mpagospesos	0.0031226986050059	0.0064377526534449	0.00479814477504099
ctarjeta_debito	0.00305430724242441	0.00295112579975215	0.00396312048145857
cextraccion_autoservicio	0.00295206324630313	0.00211888852337003	0.00300695276704553
internet	0.00275515363335385	0.00659747461739164	0.00231903119875742
cmobile_app_trx	0.00270194422704545	0.00213037487552735	0.00335307682656156
ctransferencias_emitidas	0.00253939221469627	0.00262089076712139	0.00394148772773882
Master_mconsumospesos	0.00248732503086702	0.00414777332962156	0.00400638598889807
ccuenta_debitos_automaticos	0.00245632904750496	0.00316032335103859	0.00331846442060996
matm	0.00229499675818228	0.00340641097017307	0.00356075126227118
Master_fultimo_cierre	0.00221445965939344	0.00344947178698203	0.00321462720275515
ctarjeta_master	0.00212618565665203	0.000120791319234383	0.000177388580501966
Master_mconsumototal	0.00197122737377563	0.00323129488408738	0.00278629867910406
