num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
2229	0.0123586461173437	0.351733616718237	1397	678	0.92626134021117	74			623.82	-0.000638345508607945		0.219999999997526	infill_ei	0.600000000002183	0.00180014079581261	0.925186153216952	94
2225	0.0112330017636419	0.380831377426522	1535	703	0.925836354606728	92			608.549999999996	-0.000529914418856207		0.0999999999985448	infill_ei	0.67000000000553	0.00109031707812772	0.926439618421004	112
2195	0.0305343022197069	0.387233731244399	1755	1431	0.925661095034517	94			342.370000000003	-0.000452105013795999		0.0800000000017462	infill_ei	0.760000000002037	0.00135379518143551	0.926075181747197	114
2247	0.0136345579006707	0.399707812135116	1334	900	0.925486652800827	85			491.519999999997	-0.000710624852192063		0.169999999998254	infill_ei	0.629999999997381	0.00163547606873534	0.926374544063204	105
2123	0.00725462359875164	0.255997046122832	1033	1454	0.925351846818231	61			297.700000000001	-0.000458882004049814		0.130000000001019	infill_ei	0.579999999998108	0.00145178638788619	0.925071207316167	81
445	0.0241156391085913	0.500949823170865	560	2153	0.925330182458871	40			42.9200000000001	-0.00332814040561596		0.0599999999994907	infill_ei	0.490000000001601	0.0020675328258285	0.928559308858458	60
2154	0.0269117251658113	0.366942691024802	1398	1465	0.925280868406964	38			315.039999999999	-0.000252461934073169		0.329999999999927	infill_ei	0.470000000001164	0.00097980056776784	0.924806987423204	58
1103	0.0506527213562888	0.41665853137551	1955	1546	0.925124532217929	19			157.719999999999	-0.000368605500432967		0.0299999999997453	infill_ei	0.430000000000291	0.00150413706365602	0.924164675073111	39
2687	0.0400011048849702	0.295541076419318	1640	441	0.925093420378232	71			1083.96	-0.000413350438386392		0.110000000000582	infill_ei	0.590000000000146	0.00211144607868988	0.924282178890698	91
2306	0.0109273018652219	0.29957236307439	1392	473	0.925071299979292	72			905.990000000002	-0.000613243486050787		0.18999999999869	infill_ei	0.729999999999563	0.00166376353245056	0.92524827100517	92
2226	0.00591400932238352	0.29659207436445	1587	1448	0.925008914175337	78			302.739999999998	-0.000863223271274169		0.290000000000873	infill_ei	0.639999999999418	0.000984468436214814	0.926994180096015	98
2198	0.0301612960309644	0.352582674705857	1513	559	0.924997030090617	82			813.970000000001	-0.000366349463515423		0.139999999999418	infill_ei	0.700000000004366	0.00110528891750358	0.926103126713271	102
2335	0.00517709335096651	0.371350807598604	1561	1237	0.924925653050813	73			369.969999999998	-0.00125094479509673		0.069999999999709	infill_ei	0.720000000001164	0.00146760975240158	0.926397498863079	93
688	0.0269658304485103	0.299622581062499	1300	2007	0.924821740066083	68			71.7700000000004	-0.000477666796771657		0.0600000000013097	infill_ei	0.729999999999563	0.00191389428585505	0.924689595880323	88
