num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
2005	0.0103957706685819	0.302181443434618	1124	1	0.949747750113055	19			1019.779	-0.000322184429036443		0.0910000000003492	infill_ei	0.397000000000844	0.000506717333550044	0.949503828779287	39
1855	0.0103299991833857	0.22391723118181	1703	3	0.949682051391433	20			1069.404	-0.000507756041612393		0.0210000000006403	infill_ei	0.406999999999243	0.0014022722878028	0.949641181336659	40
1925	0.0103621722983881	0.271068927200057	1423	4	0.949360062583778	21			1073.311	-0.00123209166414322		0.0299999999988358	infill_ei	0.412000000000262	0.00053873459417083	0.950977769696457	41
1697	0.0105267296562797	0.420315735664202	1134	1	0.94929698593671	17			1005.471	-0.00017012170158178		0.0760000000009313	infill_ei	0.400999999998021	0.00100582524158123	0.948691921389491	37
1758	0.0100908789649904	0.560835950548986	1361	7	0.949293717623371	14			1346.753	-4.35343805502807e-05		0.0240000000012515	infill_ei	0.42200000000048	0.00106230818094188	0.947548504826544	34
1927	0.0100554661140024	0.511498772814152	813	14	0.949247894855216	24			982.981	-0.000289446962594875		0.0459999999984575	infill_ei	0.417000000001281	0.00113660144763486	0.949370186404748	44
1740	0.0131309002707323	0.515732260015094	1284	6	0.949100828376377	26			1109.451	-0.00146848016358757		0.0270000000018626	infill_ei	0.409999999999855	0.000980354254450959	0.951185216835242	46
1933	0.0100213099919287	0.358916477742231	1695	1	0.949038857719883	27			1237.824	-0.000841953371138351		0.0930000000007567	infill_ei	0.41899999999805	0.000784964678319636	0.950522699235473	47
1815	0.0100198391837272	0.804378846481301	1421	8	0.948981620793177	11			1410.439	-0.000250290004382541		0.0229999999992288	infill_ei	0.408999999999651	0.000539780592441963	0.948592941243924	31
1558	0.0101271304477809	0.553561019070477	1381	19	0.948869829335195	15			1167.866	-3.77485088673565e-05		0.0209999999988213	infill_ei	0.427999999999884	0.000264511333911967	0.949108374844326	35
1765	0.0100390383385277	0.732202845795228	1323	40	0.948817555242531	13			1299.997	-0.000189066663071141		0.0419999999994616	infill_ei	0.42699999999968	0.000389046098740488	0.949045203809854	33
