num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
2687	0.016392356370738	0.595481376865482	1405	13	0.943774709315694	47			1439.678	-0.000720623270238139		0.101999999998952	infill_ei	0.442000000010012	0.00260686855882027	0.942323605631641	67
2077	0.0185276805755956	0.519644981751511	837	24	0.943558114248337	91			1051.511	-0.00128650141997965		0.595000000001164	infill_ei	0.559000000008382	0.00123140765428698	0.944949274784749	111
1948	0.034567969562196	0.602461014259894	927	32	0.943061236132714	49			816.539000000004	-0.000308155724281987		0.0789999999979045	infill_ei	0.457999999998719	0.00132632520696634	0.943251467868904	69
2123	0.011122727280507	0.591585703842302	1731	51	0.943040497166786	26			2547.754	-0.00202340457976553		0.0260000000052969	infill_ei	0.437999999994645	0.00121378293193976	0.944433239453723	46
2417	0.00637761243276777	0.59303374268815	1077	9	0.943004650696783	33			2387.865	-0.000843390304080269		0.0299999999988358	infill_ei	0.432999999997264	0.00153308397358569	0.943458800981687	53
2695	0.00840767031480215	0.476007734085051	989	22	0.942970837152311	69			1729.03	-0.000925428091640026		0.0979999999981374	infill_ei	0.490000000005239	0.00200072532815692	0.944017479961996	89
2018	0.0170834701160627	0.568905473794335	1532	30	0.942806612672873	94			1469.696	-0.000673873253189255		0.320000000006985	infill_ei	0.56600000000617	0.00108537718528471	0.944192941045433	114
2383	0.015714476049202	0.590538182059003	1283	25	0.942647145855258	100			1517.24699999999	-0.00201079714787969		0.122000000003027	infill_ei	0.578999999997905	0.00262345053915871	0.945340812978494	120
2062	0.0152252197847069	0.629261409418381	1059	15	0.942633764991015	32			1435.953	-0.0012505762863511		0.0319999999992433	infill_ei	0.434999999997672	0.000840168176350661	0.944263880622706	52
2548	0.0115034934641156	0.585096781292291	1443	30	0.942546847203294	57			2051.86200000001	-0.00218582965613729		0.135999999998603	infill_ei	0.474000000001979	0.00169735006926962	0.945872073570689	77
1434	0.0108203610026684	0.6133985511973	930	32	0.942472834303909	58			1410.83	-0.0022020084600076		0.0890000000072178	infill_ei	0.480000000010477	0.00161379021773095	0.945906459035735	78
3000	0.0199709129765576	0.590739321478019	926	9	0.942435112941266	13			1268.469	-0.000241773768326312		0.0180000000000291	infill_ei	0.397999999999229	0.000537221358497343	0.940511353435387	33
2069	0.0185754640903786	0.618831395153048	917	3	0.942339660989137	17			1204.346	-0.000368608618784088		0.0470000000022992	infill_ei	0.416999999997643	0.0010268181901445	0.942350251453499	37
1810	0.0286765670798473	0.606639280383249	831	12	0.94230747200687	59			796.391000000003	-0.00101457153908305		0.0579999999899883	infill_ei	0.475000000005821	0.00250013820225252	0.943808844791657	79
2131	0.0300026307164025	0.593887258456856	1060	12	0.94223420714009	15			874.579000000002	-0.000381213991618745		0.0230000000010477	infill_ei	0.400999999998021	0.000914332636498852	0.942467549998169	35
2354	0.0372235518490845	0.582453171081645	1475	24	0.942137164852874	82			960.610000000001	-0.000438640229281122		0.169000000008964	infill_ei	0.519999999989523	0.000992743191870161	0.943857164687253	102
2440	0.0116165509345744	0.569099807715034	830	40	0.942127530814055	87			1627.174	-0.00123579909485965		0.334000000002561	infill_ei	0.551999999996042	0.00246376562761233	0.944244828091212	107
2124	0.00652735151273522	0.638108274225417	1341	15	0.942109404379444	20			2711.609	-0.00210651122511256		0.0260000000016589	infill_ei	0.422999999998865	0.00102355882650639	0.944534043728761	40
2071	0.0239453038972704	0.605637851152253	1902	13	0.942075576358297	21			1241.393	-0.000945083929236737		0.0430000000014843	infill_ei	0.41899999999805	0.00106382785972318	0.943242888711578	41
2523	0.00989583446309865	0.622711496125028	1454	5	0.94203861256597	30			2205.232	-0.000840937135871131		0.0389999999970314	infill_ei	0.434000000001106	0.00104803993104586	0.943717508328521	50
1400	0.011780292890624	0.542649779878105	1427	31	0.942024859985054	54			1437.292	-0.0010046121647976		0.0800000000017462	infill_ei	0.474999999991269	0.00216196965171758	0.944045425579669	74
1755	0.0357213943749541	0.712883040967362	842	20	0.941865754147216	90			749.061999999991	-0.00156308928252171		0.0749999999970896	infill_ei	0.559999999997672	0.00261062222919903	0.944690930983054	110
