Feature	Gain	Cover	Frequency
ctrx_quarter	0.0780938437316337	0.0295977037245181	0.0215366705471478
mpasivos_margen	0.0658570855239686	0.0142185644867856	0.0157159487776484
active_quarter	0.0536090948509155	0.00146749461549667	0.000388048117966628
cpayroll_trx	0.0502249304791666	0.0229236587811259	0.0083430345362825
mpayroll	0.0494479679601171	0.030199360408259	0.0120294916569655
Visa_msaldototal	0.0483974435279039	0.00996459914678774	0.013581684128832
ctarjeta_visa_transacciones	0.0356478191990202	0.0110811727142595	0.0118354675979822
mprestamos_personales	0.0317558397286091	0.0347199015197787	0.0147458284827319
ctarjeta_debito_transacciones	0.0273670530852563	0.0164269029069697	0.0116414435389988
Visa_msaldopesos	0.0271239841652749	0.013563118097718	0.0182382615444315
mcaja_ahorro	0.0252557135255718	0.0115168018453795	0.0124175397749321
mrentabilidad_annual	0.0229284022929788	0.028098746521365	0.0357004268529298
mcuentas_saldo	0.0225911912908707	0.0281465934547151	0.0335661622041133
mcuenta_corriente	0.0212587355937386	0.0164757584426454	0.0248350795498642
cprestamos_personales	0.0210620102280085	0.0141995389091023	0.0100892510671323
mactivos_margen	0.016720093539104	0.0205486978055099	0.0331781140861467
mautoservicio	0.0162441038040447	0.0101859547046854	0.0122235157159488
cextraccion_autoservicio	0.0141922141541021	0.0030902777084918	0.00426852929763291
Master_fechaalta	0.0133398784591448	0.0307677477275156	0.040162980209546
Visa_mpagospesos	0.0131938112536174	0.0110729950536763	0.0180442374854482
cliente_edad	0.0125405699971123	0.0265875409676669	0.0386107877376795
mextraccion_autoservicio	0.0121472609861334	0.00274636608382392	0.00329840900271634
mcomisiones_mantenimiento	0.0120427676003271	0.0147108640075725	0.0131936360108653
mtarjeta_visa_consumo	0.0115867022586104	0.0109274805857658	0.0116414435389988
Visa_mpagominimo	0.0113393057027007	0.0137711659098219	0.0201785021342647
Master_Fvencimiento	0.0111874547205408	0.0233841401637963	0.0318199456732635
Master_status	0.0109956644667512	0.0129048563294966	0.00523864959254948
Visa_Fvencimiento	0.0106573880818944	0.0263072656192319	0.0335661622041133
cliente_antiguedad	0.00970050356301866	0.0172001163157934	0.0263872720217307
Visa_status	0.009514588223211	0.0299219802564281	0.00911913077221575
mrentabilidad	0.00803157969388679	0.0127238666330224	0.0221187427240978
mtransferencias_emitidas	0.00792786780768103	0.0107196286892215	0.00989522700814901
cpagomiscuentas	0.00781953601537038	0.00260218674417183	0.00291036088474971
Visa_fechaalta	0.00748805236592622	0.0120128165056682	0.0195964299573147
chomebanking_transacciones	0.00742396931350755	0.0142669773984191	0.0143577803647652
cdescubierto_preacordado	0.007340845628201	0.0115591776553225	0.00601474582848273
mcuenta_debitos_automaticos	0.00717106066595292	0.00984694096900924	0.0100892510671323
mcomisiones	0.00710816162706517	0.011321125738062	0.0190143577803648
ccomisiones_mantenimiento	0.00679445775998291	0.0166997987693238	0.0108653473030656
ctransferencias_emitidas	0.00673496874399992	0.00215374328422323	0.0027163368257664
mtransferencias_recibidas	0.00667550220699253	0.00456463662470869	0.00737291424136593
numero_de_cliente	0.00649524598191366	0.0107634847500598	0.0201785021342647
Master_msaldototal	0.00645760917608326	0.00701922639113199	0.0083430345362825
Visa_mfinanciacion_limite	0.0059655537022988	0.00977951699195603	0.0161039968956151
mcomisiones_otras	0.00575500630551434	0.00740792286151364	0.0126115638339154
tcallcenter	0.00551560636246722	0.00687038135870706	0.00523864959254948
mpagomiscuentas	0.00538330279231285	0.0151439825170759	0.00989522700814901
cproductos	0.00537042572454811	0.0101666533939922	0.0100892510671323
Visa_mconsumototal	0.00516260647693089	0.00748537481276912	0.00873108265424913
mcaja_ahorro_dolares	0.00493771223822602	0.00595541941439751	0.00892510671323244
mtarjeta_master_consumo	0.00492976289753999	0.010143593407006	0.00737291424136593
thomebanking	0.00490547291279781	0.00991147700559031	0.00679084206441599
catm_trx	0.0048781272987782	0.00362869720325097	0.00465657741559953
Visa_cconsumos	0.00448171993324546	0.00825356697835986	0.0139697322467986
Visa_mlimitecompra	0.00444310544964077	0.00945452935912574	0.0141637563057819
ccallcenter_transacciones	0.00439669069082397	0.00697041439224726	0.00465657741559953
Master_mlimitecompra	0.00439616652692619	0.00582713825960589	0.012999611951882
Master_mpagominimo	0.00432069492666785	0.00865329276913764	0.0083430345362825
ccuenta_debitos_automaticos	0.00408675126745734	0.00480186859907132	0.00562669771051611
Master_mfinanciacion_limite	0.00402428167776397	0.0052805338481317	0.0112533954210322
ccomisiones_otras	0.00363356729402678	0.00612067781704353	0.00892510671323244
Visa_mconsumospesos	0.00348986553674934	0.00914926389263537	0.0112533954210322
internet	0.00332048421383023	0.0110625752483547	0.00776096235933256
mttarjeta_visa_debitos_automaticos	0.0032431948411698	0.0065705652472282	0.00853705859526581
Visa_mconsumosdolares	0.00318830211604411	0.0104673910342147	0.00911913077221575
Master_msaldopesos	0.00305623747471123	0.00590161519680716	0.00523864959254948
ccaja_ahorro	0.0029622856900524	0.0104145010892361	0.00601474582848273
ccajas_transacciones	0.00266207944202991	0.00792601067485836	0.00465657741559953
