num_leaves	num_iterations	learning_rate	feature_fraction	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
501	2115	0.0103391712398929	0.795422897778633	2	0.939267345281502	65			553.643	-0.000467458989565187		0.225000000000364	infill_ei	0.518000000000029	0.00189069546843152	0.937765561379255	85
508	2358	0.0112011475184614	0.411572583912272	3	0.939086394808674	90			552.289000000001	-0.000206705198590772		0.0750000000007276	infill_ei	0.531999999999243	0.0020512793059616	0.937424953374533	110
499	2729	0.0101168459485631	0.331138186313393	7	0.93905888950098	93			472.077000000001	-0.000196095096259075		0.101999999998952	infill_ei	0.527000000001863	0.00245678446607673	0.93675546378319	113
631	2138	0.0146930407105039	0.812557127590347	14	0.938583844035872	98			432.202000000001	-0.000977119271244423		0.265000000003056	infill_ei	0.570999999999913	0.000893354195961336	0.940171774968496	118
518	2494	0.0107749488077243	0.32474935130163	14	0.938563173674142	95			459.373	-0.00066071374468022		0.0730000000003201	infill_ei	0.547999999998865	0.00128082748085793	0.939543208330744	115
589	2311	0.0260095474080225	0.842716269303942	2	0.938502316431078	70			271.038	-0.00103609879987466		0.0889999999999418	infill_ei	0.492000000000189	0.00160655617884453	0.939945244551565	90
521	905	0.0350841743509659	0.644236839614339	2	0.938431940208669	58			206.539000000001	-0.000274109256747944		0.0789999999997235	infill_ei	0.487999999999374	0.00181015103204647	0.936811361230888	78
429	2132	0.0115870081529411	0.327791901003096	5	0.938389029648019	86			329.170999999998	-0.00127643922242019		0.0830000000023574	infill_ei	0.528999999998632	0.0020168146536842	0.94008163226042	106
474	2588	0.01034921041004	0.811462017934685	15	0.938271264633476	64			548.594999999999	-0.000615391094878747		0.0609999999996944	infill_ei	0.510000000000218	0.0046575659797168	0.934958445550113	84
498	1077	0.0136564560898243	0.768768847612421	1	0.938134208131469	92			389.552	-0.000249526206209895		0.08100000000195	infill_ei	0.537000000000262	0.00130268515912187	0.938589307735646	112
571	865	0.0102328991816649	0.491088222488428	3	0.938076382128897	88			302.746999999999	-0.00111953037504467		0.182000000000699	infill_ei	0.528999999998632	0.00182194619735111	0.93995142298096	108
