min_sum_hessian_in_leaf	learning_rate	feature_fraction	bagging_fraction	lambda_l1	lambda_l2	min_gain_to_split	drop_rate	skip_drop	bagging_freq	num_iterations	max_depth	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
0.0514725901945283	0.0340675900605587	0.454076174932438	0.733152426600534	1.82333571554321	8.05068874525696	1.67622835282283	0.179118182236785	0.539453843350318	5	2239	7	1284	260	0.926422114272757	84			358.060000000001	-0.0134985888316128		1.18999999999869	infill_ei	1.86999999999898	0.0397663539823932	0.920333137422251	140
0.0747715843987512	0.0353114555215389	0.241587880031146	0.815509546567317	1.15698675376138	5.60051987514135	1.14996874969096	0.1810309988137	0.551796665221973	9	2142	7	540	270	0.925673206586932	91			355.73	-0.0134914218726043		1.21999999999753	infill_ei	1.9900000000016	0.0367304059326587	0.924036544532231	147
0.0114984577025129	0.0416664763972282	0.400012420461529	0.835321028008101	0.638196530036029	8.30408092941256	1.70385105105587	0.298848278162494	0.312517407068774	7	2408	4	585	556	0.92531342515535	80			404.09	-0.0129582966272664		1.25	infill_ei	1.90999999999985	0.0431889406744287	0.915200285238631	136
0.0430243086694873	0.0575099607682187	0.591143898217971	0.55917220084266	1.08684205858614	4.42016819357057	0.10479823599377	0.0166588315544911	0.485561409242934	2	2397	3	1066	1384	0.925137898597622	93			192.810000000001	-0.0122522129264473		2	infill_ei	1.95999999999913	0.0396578985615012	0.918683605561015	149
0.0840893517167429	0.0303390828649735	0.354382985414471	0.850170243887514	1.17046714354854	6.87023049424455	0.507550429780658	0.24249219657781	0.47376068407425	1	2997	11	1484	140	0.924887978527828	97			1117.41	-0.0127981560028405		1.38999999999942	infill_ei	1.97000000000116	0.037345466128965	0.922013690694968	153
0.075900547557357	0.0629305510017931	0.186910450137168	0.852189278045373	2.43611858672374	7.72738346969881	0.325801228617781	0.282327929164132	0.348642852281785	9	1326	5	1428	200	0.924547377198845	76			327.450000000001	-0.0135353687054378		1.26000000000204	infill_ei	1.79999999999927	0.0462309382526594	0.913675766996691	132
0.0888809777655681	0.0163733840159696	0.645854360495866	0.835508688668869	0.733532878342885	2.68424839802275	0.644913737440181	0.275163700268388	0.625996993759132	7	1821	11	1326	1318	0.924498080245798	71			265.580000000002	-0.0139332166711863		1.93000000000029	infill_ei	1.68000000000029	0.0525649449920837	0.90796569896602	127
0.0693770223326134	0.0640672020437043	0.847911117494751	0.516376330704114	5.47914516836289	2.14087076705903	1.46235423249423	0.0137058460641556	0.610139710548222	3	1420	7	1654	1097	0.924250190048209	92			71.619999999999	-0.0135857610813486		1.56999999999971	infill_ei	1.93000000000029	0.0406118466391906	0.92088988782369	148
0.0218791028977168	0.0610868698119825	0.828215831698084	0.648976082060317	6.42231393346287	7.42153632334509	0.600859355484538	0.0345266599148792	0.474934028032463	3	1583	5	1126	1584	0.923968822765745	59			159.510000000002	-0.0162541844544151		0.829999999998108	infill_ei	1.59000000000015	0.0472615350298462	0.916289713875081	115
0.0598846744406149	0.0954833763652337	0.582097478669683	0.860462415910718	1.1873578063152	6.21418882477534	2.80301528048525	0.191744269741238	0.381465085885346	3	2308	6	527	985	0.923197244229618	89			422.420000000002	-0.0138868421917929		1.15999999999985	infill_ei	2.07999999999811	0.0386864975890135	0.923222958572222	145
0.00569897471811963	0.0575198731578245	0.333735759328156	0.704320324293222	2.90377952920576	5.74944647319599	0.24061215313294	0.258430236217695	0.510870038478814	5	1557	4	322	1579	0.922841757096013	86			230.02	-0.013644906301436		1.27000000000044	infill_ei	1.95000000000073	0.0358793421883221	0.925063842685715	142
0.0465228861900391	0.0547512044429168	0.291429670357068	0.536887193200274	7.93361760723965	6.85728431120118	0.886486992380388	0.0107102374011316	0.551286197446212	7	1939	3	1562	1336	0.922493046766003	98			86.3000000000029	-0.0108791414074698		1.59000000000015	infill_ei	2.02999999999884	0.0347152132119359	0.920010601138467	154
0.00799581641366191	0.04832026113362	0.596208730878471	0.37820236132873	1.96816571378529	4.65283831930087	3.01682214387147	0.0434723652164031	0.673839067537982	3	1651	4	1696	1111	0.922253553877803	100			113.73	-0.0138033263762571		1.62999999999738	infill_ei	2.03000000000247	0.0349331740079141	0.92615531391403	156
0.0588230860250879	0.0250105130736343	0.887066664017413	0.842161756361884	4.77829609219021	4.47645755952754	4.87856759090715	0.243750208758171	0.383246366866772	7	2586	8	882	135	0.922066721263614	95			365.189999999999	-0.0127419593377446		1.67000000000189	infill_ei	1.97999999999956	0.0384627627175556	0.920901630385218	151
0.0208834193399057	0.0641515095403558	0.669203709439538	0.613373701571308	6.16952199555021	3.49415474191595	2.00766115569192	0.0732163262680776	0.541180614807257	7	1004	9	812	535	0.92180550497274	90			93.1100000000006	-0.0120768699007631		1.25	infill_ei	2	0.0351583105998855	0.922334170853163	146
0.0704670787148034	0.0431502433596952	0.601627485371862	0.741510038263895	2.52522154016535	9.22792156699616	2.98005492529529	0.245767090012622	0.620220421810786	3	1775	3	174	2146	0.92174117433154	49			180.639999999999	-0.01893692404525		1.22000000000116	infill_ei	1.47999999999956	0.0535141674264466	0.916607145450856	105
0.0510768298748337	0.0883447120947275	0.700194741789564	0.576967415770669	4.70179306560216	5.06156039060372	1.13206094740789	0.167793257267639	0.731891424837609	4	1269	5	120	2270	0.921618509011619	33			87.1499999999996	-0.0222642036331001		0.569999999999709	infill_ei	1.43000000000029	0.0631974917911741	0.913078083335721	89
