num_leaves	num_iterations	learning_rate	feature_fraction	min_data_in_leaf	lambda_l1	lambda_l2	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
1423	392	0.0566511786098762	0.984060083712145	20	0.0186127686722247	16.9683337564576	0.936502550219703	34			153.513000000001	-5.18568102302413e-05		0.153999999999542	infill_ei	0.546000000000277	0.00128018669953396	0.936770459176631	62
237	2231	0.042193088408876	0.400366442579876	11	0.01841631976558	28.6456772882494	0.936441252696575	28			116.987	-0.000431343434713147		0.0929999999998472	infill_ei	0.537999999999556	0.00124820109271704	0.938364937836141	56
716	2750	0.0948078782971518	0.557616561251081	39	0.0591104623553006	20.0392552331867	0.936412835390594	27			173.655	-0.000159652794066274		0.233000000000175	infill_ei	0.523999999999887	0.00104343279629828	0.93781652160049	55
698	1205	0.0842755970926804	0.859403206788335	24	0.0791242974204733	23.2053207391069	0.93640674996462	18			168.954	-0.000447101950844804		0.0779999999999745	infill_ei	0.490000000000237	0.000762967037096824	0.937246198357147	46
817	1286	0.0673594127010071	0.669858107972323	465	0.0218624586212256	13.773585588715	0.936404475931267	21			53.8409999999999	-0.00020273902529012		0.106000000000222	infill_ei	0.500999999999749	0.00058937191285252	0.937293049838089	49
992	2474	0.0208901642476157	0.435149779355695	1	0.101554562009823	94.8967728284759	0.936149550186653	30			996.195	-0.000106349337605048		0.0950000000002547	infill_ei	0.542999999999665	0.00152656149334314	0.93683686434208	58
1600	2991	0.0478874164990035	0.504364190215251	4	0.0120670610467946	66.8903274049296	0.936021263354246	38			568.781	-1.58156488858876e-05		0.179000000000087	infill_ei	0.568999999999505	0.00107007836704448	0.936593031342028	66
1080	2846	0.0304932367706461	0.168034820261734	17	0.0525591772097166	56.1725726638134	0.935883169596861	26			173.801	-2.62754003833238e-05		0.101999999999862	infill_ei	0.509000000000015	0.00167402488533587	0.935554605666749	54
2044	1399	0.13685079092541	0.974774587489476	125	0.115215330832036	33.2811585778281	0.935863033708106	13			130.581	-0.00155931907760848		0.111999999999853	infill_ei	0.486000000000104	0.0010224995832832	0.936728596633247	41
1865	1902	0.0558539673725627	0.167741259790474	54	13.8103749593142	67.4427104392141	0.935559467523748	71			122.767	-7.15654104746978e-08		0.22899999999936	infill_ei	0.64600000000064	0.00118521230856319	0.934365676378405	99
229	2635	0.0104020154385457	0.126760983130845	13	4.63774283402542	85.2447843266141	0.935369300551161	73			323.489	-1.40239297977466e-07		0.460999999999331	infill_ei	0.649000000001252	0.0010895523621153	0.934912092860308	101
1960	1844	0.0106684520477991	0.336159665078848	2	0.0639511134429046	77.4710998637816	0.935344495949406	65			806.057999999999	-2.46830497828467e-06		0.216999999998734	infill_ei	0.6200000000008	0.00145798625036927	0.934780600789683	93
2025	1616	0.0987087559977116	0.940433182926345	490	11.9826721863041	55.0769423030133	0.935199559994654	3			42.8710000000001	-0.000180805152838316		0.0869999999999891	infill_ei	0.465000000000146	0.000563038635340553	0.934187910325237	31
2048	1504	0.0768857722029453	0.73096537540724	675	4.1395937659304	28.006422590582	0.935031954893654	11			56.1139999999998	-0.000601478779018347		0.0760000000000218	infill_ei	0.482999999999947	0.00081405996981956	0.935654234728097	39
19	1249	0.0339234350240157	0.430917333393652	17	3.79091426103382	99.8379346934422	0.934946252396912	86			160.537	-5.8150149161356e-09		0.17200000000048	infill_ei	0.670000000000073	0.00133338532828344	0.933438990258561	114
2046	1451	0.0811690845905626	0.999120376391925	343	15.2591515523465	44.7486248223733	0.934765929925924	4			35.4479999999999	-0.000137029384989019		0.0589999999999691	infill_ei	0.465999999999895	0.000355814454813692	0.935189608884624	32
840	848	0.0640252746964892	0.672245945528278	519	0.0538976094393558	56.0664207756654	0.934695204521793	17			63.201	-0.000200207098808167		0.112999999999829	infill_ei	0.489999999999782	0.000661244632583922	0.936855015115357	45
18	2899	0.0297815225069212	0.779765108279104	4	0.0400895936687972	81.8947947982385	0.934628660699307	46			116.427	-2.42829218415144e-06		0.145999999998821	infill_ei	0.581000000000131	0.00131472522284136	0.935183044309189	74
768	1706	0.0100370638738497	0.226523794972353	42	10.8130613717983	77.6206506956838	0.934472127505005	98			212.035	-2.39529623859119e-06		0.35399999999936	infill_ei	0.704000000001543	0.00113728922852276	0.936094420289917	126
777	2803	0.0180031626405951	0.561529016709078	3003	0.0579681375892594	21.5938856990322	0.934378070601072	24			198.26	-6.64180723571184e-05		0.164999999999964	infill_ei	0.503000000000156	0.00116501038072356	0.937115501968433	52
2040	2873	0.0103079381706634	0.250345800872801	1277	11.2990039389047	96.2978870320998	0.934363827047148	93			317.069	-5.20341843112001e-08		0.281999999999243	infill_ei	0.703000000001339	0.00142591165516548	0.9337618489297	121
186	2569	0.103221166837749	0.217087226821858	69	16.7677976812337	85.7538798247951	0.934334652959773	32			59.6669999999995	-6.63457359924536e-06		0.0870000000004438	infill_ei	0.550999999999476	0.00242349885777758	0.932693040065509	60
861	988	0.0778866588294036	0.338130508911667	525	0.0377777571049847	22.3172458396662	0.934304935303502	19			36.8649999999998	-0.000287178008868565		0.0610000000001492	infill_ei	0.492999999999938	0.00113033923760726	0.936616463426357	47
1935	1564	0.102287329843562	0.913970372262606	182	8.31992969162422	85.7070079635231	0.93428176715024	0			53.8119999999999				initdesign				24
847	2997	0.0400151953532505	0.29300751235243	579	15.8607430968734	23.0271542071378	0.934186461076929	36			89.4139999999998	-3.18617701224261e-06		0.0630000000001019	infill_ei	0.561999999999898	0.001632969102768	0.934407853366135	64
2040	2302	0.114223009690603	0.905093537123987	76	12.115078300537	55.0367227714692	0.933961699015063	5			36.4349999999999	-0.000134740663168103		0.0950000000000273	infill_ei	0.461999999999989	0.000456755989153025	0.935095116324405	33
2009	902	0.0101568304076089	0.998462900494351	21	0.0161123995922062	90.5744740315667	0.933951393185001	85			266.625	-1.24415360710078e-07		0.278000000000247	infill_ei	0.674000000000888	0.00150927092935941	0.933768482313843	113
1330	1454	0.12109957021315	0.566503167709137	6	7.87626338889475	48.8056556623186	0.933899641864361	10			67.624	-0.000488790121745425		0.132000000000062	infill_ei	0.485999999999876	0.0012684387816102	0.935164690121446	38
1142	1379	0.0102511526933718	0.795552881776692	3	8.98429427223051	46.2796416669563	0.93381080895207	1			308.538	-0.000743268953327942		0.219000000000051	infill_ei	0.468000000000075	0.000851054719406763	0.934911439465029	29
2048	1520	0.126955772805472	0.790293470424667	111	11.4382089893201	14.6367451128271	0.93377288464639	12			25.1579999999999	-0.000398095007421918		0.16800000000012	infill_ei	0.4849999999999	0.00069639975728136	0.935413973200228	40
1516	1283	0.0107407049044984	0.700042837030125	310	13.3977856175281	85.3314616217267	0.933657011764604	2			136.757	-0.000328133677000817		0.0869999999999891	infill_ei	0.454999999999927	0.000688904556395679	0.934382502228112	30
1718	2737	0.0100049001925593	0.100404726531008	2061	0.499745995168351	2.45693041683272	0.933526079727045	100			215.962000000003	-7.97598735091929e-07		0.443999999999505	infill_ei	0.707000000002154	0.00158111013566287	0.934301570655794	128
1897	1729	0.0262988295735323	0.969823166024884	12	16.2327763913182	51.975158632212	0.933451680542356	8			112.509	-0.000528798982565127		0.0709999999999127	infill_ei	0.490999999999985	0.00046575325323005	0.935693878996808	36
792	1604	0.0934504670560207	0.96452404973707	889	11.5095906946195	64.3383625696525	0.933356839392932	7			45.3980000000001	-0.000206517194561442		0.0989999999999327	infill_ei	0.478000000000066	0.000775258409330425	0.934966218656391	35
215	2929	0.278049590758285	0.515858742441656	12	14.8433039325367	99.6817135756035	0.933348140298406	37			33.8509999999997	-3.39793721764975e-06		0.125999999999294	infill_ei	0.574999999999818	0.00237935880877997	0.932299568976232	65
486	2921	0.01795741578733	0.547353424566492	1	12.8153921847435	97.1229522987393	0.933310158076321	57			409.85	-6.12195858723783e-06		0.0970000000015716	infill_ei	0.614000000001397	0.00127052987024623	0.935702907048459	85
483	1355	0.0448607441925059	0.617061187928645	805	22.1385336517192	46.9117032115694	0.93329301369955	0			67.196				initdesign				17
1961	596	0.153367226608116	0.827050716152155	304	8.88933174596139	53.7899058856551	0.933287474979044	9			35.7560000000001	-0.000817410966515868		0.081000000000131	infill_ei	0.475999999999885	0.000741484064236823	0.93595780805394	37
839	1879	0.0262670491812664	0.104060490724233	13	21.1363543152798	21.7220462101251	0.933108469174587	54			147.509	-1.41387078149553e-07		0.177999999999884	infill_ei	0.593999999999141	0.00157164700994672	0.933175910217339	82
2030	1457	0.0986577320398178	0.824490400010326	2386	10.9833047166493	50.5423444407107	0.933048599553442	6			53.019	-0.000315760886377129		0.0869999999999891	infill_ei	0.480999999999995	0.000522590336814106	0.935387451384554	34
315	127	0.0212307831296885	0.64695254101819	197	0.126141215719901	2.7744382774889	0.93304828342457	16			19.6090000000004	-0.000177847845423219		0.0670000000000073	infill_ei	0.483000000000175	0.000973557358873109	0.936457887651135	44
1935	2147	0.0498815555970928	0.274262295355348	6064	0.00127454863948231	18.9614239314364	0.932754367070801	68			92.7489999999998	-1.45418866616366e-07		0.192999999999302	infill_ei	0.631999999999607	0.00204869283540594	0.931434278681108	96
98	2998	0.0182966521400893	0.162883400909319	2766	18.0041204931016	73.3200756649023	0.932653236931878	33			257.143999999999	-7.83998230660509e-06		0.0929999999998472	infill_ei	0.542999999999665	0.00244619213654025	0.932767611931027	61
1377	886	0.0475323210147491	0.7295746767602	4364	0.0672989840416097	28.5906797543603	0.93261669717292	79			48.9749999999986	-4.87603344119847e-06		0.183999999999287	infill_ei	0.657999999999447	0.00231557056971	0.932752499778891	107
2046	1595	0.191561216490796	0.459254992848387	9	17.0672119588509	64.4659282570642	0.932418806537424	74			36.7239999999983	-6.07071039557134e-08		0.203999999999724	infill_ei	0.643000000000029	0.0012806936301128	0.933954727600044	102
1113	2317	0.0142134123343853	0.415168575308259	5954	0.013116733986681	92.8533672610451	0.932312571837499	50			282.385	-1.15267232116107e-07		0.137000000000626	infill_ei	0.595999999999549	0.00203880381622052	0.931351253543127	78
1949	2049	0.125010565319669	0.763198873356462	1529	21.5783076831037	99.0447712139759	0.932173445312771	22			25.685	-1.31450265000759e-05		0.0879999999997381	infill_ei	0.497000000000298	0.00206126715942583	0.933021693346476	50
2032	1078	0.101497473642197	0.100189665294315	4632	13.8104289025071	96.78233695202	0.931919042299282	91			89.7989999999991	-4.05368882353654e-09		0.318999999999505	infill_ei	0.692999999999302	0.0017650524610554	0.931418606430203	119
766	2609	0.207941448583304	0.33924014493883	3	0.0287292898164327	78.1656962259332	0.931825365580539	40			63.308	-1.45371414388515e-06		0.269000000000233	infill_ei	0.569000000000415	0.00165517024011028	0.93394091059155	68
1879	721	0.339131123752747	0.998907417814356	218	14.1865227765761	99.9575972827805	0.931754311132372	45			18.0640000000003	-8.91123188114681e-07		0.110999999998967	infill_ei	0.57799999999952	0.00211908818276989	0.932204704708894	73
284	2973	0.374989677732588	0.998120354300566	160	0.252851842081642	88.9344732082276	0.931727550682499	60			31.4399999999987	-2.2307035971605e-07		0.453999999999724	infill_ei	0.619000000000597	0.00250437190728057	0.9300072178195	88
299	2068	0.243848354085924	0.603941815845098	4670	17.0512933669805	99.7574428128967	0.931441951180996	41			38.3259999999991	-1.13060400189807e-06		0.1299999999992	infill_ei	0.57300000000032	0.00237434832725362	0.93153035008171	69
14	1763	0.0409697807846884	0.102682701179318	13	26.3404284296826	96.972183012446	0.931335176483399	84			129.195	-9.46774660559626e-09		0.190999999998894	infill_ei	0.674000000000888	0.00181374666760733	0.931536854310374	112
133	2997	0.169319575620946	0.540695703965486	14	23.8027056886098	45.971617176054	0.931227037947417	44			61.2629999999999	-3.3974599820452e-07		0.166999999999462	infill_ei	0.583999999999833	0.00185539325603573	0.93256132720153	72
1088	545	0.0484469058881781	0.999476163908902	7458	0.0191908692550381	20.2529663585111	0.931083654630006	43			38.6189999999997	-3.82032373708245e-07		0.170000000000073	infill_ei	0.571999999999207	0.00229080914715282	0.931109108110787	71
208	2847	0.0290732135429745	0.979254875867798	6146	0.0575412698620659	87.1319813724245	0.930947821447166	62			99.2270000000008	-4.01802144637829e-06		0.441999999999098	infill_ei	0.618000000000393	0.00260682728415111	0.931768937142562	90
765	427	0.36126311124948	0.715768588531698	3058	3.15714061881538	79.1259028518877	0.930923058426562	0			19.105				initdesign				7
849	537	0.261158036493014	0.913869985319468	127	0.00687706878389105	6.2245830788588	0.930828647385729	39			76.9899999999998	-1.26781307350324e-06		0.117999999999483	infill_ei	0.576000000000022	0.00185032276222206	0.933265806052011	67
81	2938	0.0106989788149519	0.169385002735698	9990	0.00346433007630172	17.851276193836	0.930587342778348	53			249.749	-4.01742053177653e-08		0.203000000001339	infill_ei	0.607999999998356	0.00254438446193556	0.928790714628636	81
2041	1334	0.313793011185727	0.994500984595969	5767	15.0023274665041	65.4415510482931	0.930502160781238	61			22.3819999999996	-3.06399750569585e-07		0.456000000000131	infill_ei	0.694999999999709	0.00213055284702972	0.931542360793947	89
1750	2973	0.277669976165224	0.108089130214639	1552	16.4925116127747	99.4907801544897	0.930379867493768	51			39.9239999999991	-8.92991715287358e-08		0.175000000001091	infill_ei	0.600000000000364	0.00192544879573152	0.931653807066381	79
1637	590	0.342964980979268	0.171437326449094	1173	16.4577339547174	44.3306796866559	0.93034013750825	0			27.797				initdesign				6
1013	2995	0.188885341967368	0.104512501208106	8020	4.44354733143512	97.1645955497158	0.930326320655325	59			50.6570000000011	-1.67965109837855e-06		0.427999999999884	infill_ei	0.606999999999971	0.00244264076880488	0.931591433792251	87
108	1861	0.0990974534016495	0.991112934253014	359	41.8957154844021	92.9395160811529	0.930255132218133	80			33.0839999999989	-3.52123077177601e-08		0.265999999999622	infill_ei	0.670000000000073	0.0028124020006765	0.927615444263765	108
1716	332	0.305636681769958	0.31668879775676	7097	13.4008120042466	19.6058225043343	0.93019634972048	0			36.817				initdesign				20
141	456	0.304902943113394	0.100022755895694	5001	10.7131505187261	99.751801912088	0.930178541838015	76			36.1100000000006	-9.25258133062629e-09		0.263999999999214	infill_ei	0.655000000000655	0.00202957229417817	0.930182445147336	104
265	2237	0.0535499704226168	0.99837280485097	14	32.063032394279	0.0825525219075477	0.929891653092871	66			24.518	-1.13108874502113e-07		0.25	infill_ei	0.641999999999825	0.00269655702530817	0.928843243509375	94
1704	2985	0.0362079460035544	0.178666981522578	9744	12.880447015128	99.9674641703614	0.929885848582517	48			258.296	-8.88662093665252e-08		0.180000000000291	infill_ei	0.592999999998938	0.00252719998198601	0.929340562847106	76
1991	2587	0.193861145902336	0.344612900830652	8113	18.7338961929134	16.5979478588598	0.929742344897785	0			54.472				initdesign				12
11	79	0.304076187331233	0.952441080103178	24	18.8052520486946	97.6750551498166	0.929491549135173	63			6.30900000000111	-4.96748724309203e-07		0.191000000000713	infill_ei	0.611999999999171	0.00238102600403193	0.930961690734315	91
461	2833	0.282454231779534	0.119142355938064	219	13.9025158152592	2.02671910310247	0.929387846077367	64			23.4979999999996	-1.77838948098073e-07		0.166999999999462	infill_ei	0.629000000000815	0.00238336739998037	0.930309612480715	92
1897	1511	0.175619713945126	0.996860412909968	111	33.0172877807277	35.9592055195215	0.929277368323834	87			16.3490000000002	-2.2464100941905e-09		0.291000000001077	infill_ei	0.675999999999476	0.00202542369663124	0.930000662782306	115
992	2826	0.472133225435673	0.254427495491406	5163	6.36803582133925	86.0987245224863	0.929054022798297	0			37.659				initdesign				26
2029	761	0.318485865312822	0.999366985741555	9675	0.0181360373771067	95.3671297298492	0.929043337474022	42			17.2780000000002	-2.43818344592189e-07		0.309999999999491	infill_ei	0.577000000000226	0.00292022090880126	0.928547700208533	70
2021	470	0.395581498070531	0.101182688395906	9952	15.4047753379719	99.8182313277591	0.928998584547264	49			36.5529999999999	-5.03531216959967e-08		0.32300000000032	infill_ei	0.587999999999738	0.00259503046611448	0.928723411315053	77
12	2958	0.359239444377274	0.135234155699128	8763	17.4466640502353	99.308196248821	0.928810745935287	69			48.4719999999998	-2.34131086057171e-07		0.229999999999563	infill_ei	0.634000000000015	0.00232434497273883	0.930691957893942	97
2046	2859	0.274833335574143	0.992699564852985	7705	0.0457738399850851	13.4644019165401	0.928719402629827	58			13.4030000000002	-3.13771724869691e-07		0.184999999999491	infill_ei	0.606999999999971	0.00263223991790535	0.929772706816536	86
36	2041	0.369352840628132	0.986867863180393	165	14.8768466435563	50.838846005128	0.92871502618518	81			12.4860000000008	-9.90796605442898e-09		0.213999999999942	infill_ei	0.664000000000669	0.0018784438355051	0.930862860253877	109
12	1016	0.492349660891442	0.394778842643043	11	16.5368890378917	99.7764285784915	0.928559940648307	47			34.1480000000011	-2.41747105298683e-07		0.175999999999476	infill_ei	0.570999999999913	0.00257078212623818	0.929817868798854	75
1992	1576	0.448592158411782	0.894165418749678	649	0.0729814287462273	53.5368402218878	0.928459946125991	14			18.0049999999997	-0.0001783137980647		0.0530000000003383	infill_ei	0.481999999999971	0.00130319637951585	0.9349176639158	42
883	2447	0.0653929892745199	0.478523121787656	4856	35.895648386265	53.1203583279772	0.928175847048949	0			84.959				initdesign				1
884	2178	0.431971481677626	0.434357373827182	4038	26.1322844964321	6.93574184297185	0.927655268280405	0			24.7099999999999				initdesign				18
99	2870	0.499029644597233	0.970130750875095	9905	8.88060721314166	99.9447437196051	0.927353839508366	83			16.2489999999998	-1.06184081974477e-08		0.310999999999694	infill_ei	0.674000000000888	0.0028028800998037	0.927312408771981	111
232	2093	0.0102092814495642	0.103241534091617	9	43.2402996636159	17.5619193910673	0.926841142112635	67			161.485999999999	-3.21884694775251e-08		0.521999999999025	infill_ei	0.638999999999214	0.00269719042696452	0.928031573514937	95
1805	100	0.065881121852676	0.529979341232893	1	26.7707542165877	91.0393779785501	0.926594379280268	31			21.3519999999999	-1.36580407086736e-06		0.105000000000473	infill_ei	0.541999999999462	0.00249681888986821	0.931270723282826	59
2042	2920	0.499011566893942	0.130243067482064	9767	15.4174297508821	2.53232481211939	0.926552999140864	89			22.1239999999998	-4.7831042877498e-09		0.338999999999942	infill_ei	0.684000000001106	0.00271997014712677	0.927205701955204	117
1475	2046	0.250014754164281	0.998885457637694	9807	32.0062119530728	96.2668943489835	0.926552334140264	0			16.808				initdesign				14
294	195	0.491239359808454	0.816216838595548	5780	33.0593074284212	26.5280155830814	0.926416336976677	0			18.9170000000001				initdesign				28
281	3000	0.497658439694348	0.977457841031628	179	35.4124660166621	99.7716475884756	0.926322617025639	72			10.5580000000009	-6.80761870190938e-08		0.588999999999942	infill_ei	0.647000000000844	0.00319559278630074	0.926530687566733	100
1167	2738	0.203240907492374	0.606485088342278	2204	52.5564603489959	40.9411015408195	0.925832201581466	0			14.252				initdesign				8
368	1812	0.323584601080068	0.752310978035502	9338	39.7709100625759	37.5461504276508	0.925465234334313	0			10.591				initdesign				15
1593	864	0.135165670563457	0.787592134118617	1991	55.7645434619518	2.74500598637815	0.925406644662464	0			9.77199999999999				initdesign				10
1199	1269	0.273483080313187	0.405844881298591	7543	48.7104328182057	91.1448175854866	0.925317896495219	0			41.952				initdesign				13
29	1520	0.124603715748543	0.149169472927319	9057	46.1273859915747	55.2770710918925	0.924735000167251	0			108.094				initdesign				25
655	502	0.175749925034117	0.215911991082427	3742	60.1564034574374	67.0844883450112	0.924345094812267	0			42.901				initdesign				3
425	2501	0.0467108694035236	0.523202396245996	3371	62.0192479175923	99.0750066937084	0.923916676899204	0			98.8860000000001				initdesign				19
26	355	0.499500190690045	0.108372478100612	9701	0.0684642159703852	30.8953255985324	0.923905026624255	55			15.6549999999988	-4.79310540505336e-08		0.16399999999885	infill_ei	0.613000000001193	0.00290946429750339	0.927425943188958	83
666	684	0.382522009147699	0.695062411373144	452	65.5973279552571	61.3619736418405	0.922554983841943	0			6.744				initdesign				4
177	1196	0.460205633362702	0.502878775161275	4311	68.0138315948305	71.4410356093979	0.921623734110455	0			19.264				initdesign				11
145	2103	0.0207037376051018	0.867139240189813	6302	78.2656115240195	13.9412525475312	0.92162257365026	0			50.321				initdesign				9
1316	2951	0.223916377689365	0.890901389486137	7397	74.3038673348469	9.87703805626262	0.92145072247737	0			8.91199999999992				initdesign				23
1327	130	0.0850392158744291	0.953038724190868	6442	89.9881669011756	75.2474053159231	0.920367159730854	0			8.649				initdesign				22
2042	437	0.49856997391429	0.104517744322622	2870	47.106319899648	0.513270139976211	0.92030774258992	77			31.7520000000004	-2.22950704584462e-08		0.266999999999825	infill_ei	0.655000000000655	0.00333090405458577	0.925131746097955	105
1038	1718	0.271858144097844	0.379023493489058	8494	83.1189020618704	23.1700756798508	0.920194956462687	0			19.409				initdesign				5
1868	1003	0.162775124435366	0.120353639749807	1734	81.3628882881309	69.81416082041	0.919703386594285	0			72.746				initdesign				27
1788	2266	0.41368075702819	0.277206841380208	8768	86.6064765814569	58.1433102199695	0.919201677625664	0			23.332				initdesign				21
521	1861	0.335238771330836	0.579935484160372	5487	98.869321631791	31.5500936957188	0.918148697825222	0			18.598				initdesign				2
1375	371	0.0100760887838789	0.549445093971742	9995	18.8663909047225	19.7617346763549	0.918037592742922	56			46.8279999999995	-4.0907180344293e-08		0.19800000000032	infill_ei	0.605000000001382	0.00250150314977564	0.928975009913944	84
1441	986	0.412015295306147	0.657845846857063	2782	93.1900791827109	33.9608554743964	0.917424058989303	0			7.27199999999999				initdesign				16
