cp	maxdepth	minsplit	minbucket	ganancia_mean	qty	id
-0.001	4	5	2.5	272520000	5	1535
-0.001	4	1	2	272520000	5	1536
-2	6	5	1.66666666666667	272453333.333333	5	1537
-1	6	5	1.66666666666667	272453333.333333	5	1538
-0.5	6	5	1.66666666666667	272453333.333333	5	1539
-0.1	6	5	1.66666666666667	272453333.333333	5	1540
-0.01	6	5	1.66666666666667	272453333.333333	5	1541
-0.001	6	5	1.66666666666667	272453333.333333	5	1542
-2	6	20	10	272413333.333333	5	1543
-2	6	10	10	272413333.333333	5	1544
-2	6	5	10	272413333.333333	5	1545
-1	6	20	10	272413333.333333	5	1546
-1	6	10	10	272413333.333333	5	1547
-1	6	5	10	272413333.333333	5	1548
-0.5	6	20	10	272413333.333333	5	1549
-0.5	6	10	10	272413333.333333	5	1550
-0.5	6	5	10	272413333.333333	5	1551
-0.1	6	20	10	272413333.333333	5	1552
-0.1	6	10	10	272413333.333333	5	1553
-0.1	6	5	10	272413333.333333	5	1554
-0.01	6	20	10	272413333.333333	5	1555
-0.01	6	10	10	272413333.333333	5	1556
-0.01	6	5	10	272413333.333333	5	1557
-0.001	6	20	10	272413333.333333	5	1558
-0.001	6	10	10	272413333.333333	5	1559
-0.001	6	5	10	272413333.333333	5	1560
-2	6	1	1	272013333.333333	5	1561
-2	6	1	0.5	272013333.333333	5	1562
-2	6	1	0.333333333333333	272013333.333333	5	1563
-1	6	1	1	272013333.333333	5	1564
-1	6	1	0.5	272013333.333333	5	1565
-1	6	1	0.333333333333333	272013333.333333	5	1566
-0.5	6	1	1	272013333.333333	5	1567
-0.5	6	1	0.5	272013333.333333	5	1568
-0.5	6	1	0.333333333333333	272013333.333333	5	1569
-0.1	6	1	1	272013333.333333	5	1570
-0.1	6	1	0.5	272013333.333333	5	1571
-0.1	6	1	0.333333333333333	272013333.333333	5	1572
-0.01	6	1	1	272013333.333333	5	1573
-0.01	6	1	0.5	272013333.333333	5	1574
-0.01	6	1	0.333333333333333	272013333.333333	5	1575
-0.001	6	1	1	272013333.333333	5	1576
-0.001	6	1	0.5	272013333.333333	5	1577
-0.001	6	1	0.333333333333333	272013333.333333	5	1578
0	6	1	1	271586666.666667	5	1579
0	6	1	0.5	271586666.666667	5	1580
0	6	1	0.333333333333333	271586666.666667	5	1581
-2	12	600	300	271386666.666667	5	1582
-2	12	100	300	271386666.666667	5	1583
-1	12	600	300	271386666.666667	5	1584
-1	12	100	300	271386666.666667	5	1585
-0.5	12	600	300	271386666.666667	5	1586
-0.5	12	100	300	271386666.666667	5	1587
-0.1	12	600	300	271386666.666667	5	1588
-0.1	12	100	300	271386666.666667	5	1589
-0.01	12	600	300	271386666.666667	5	1590
-0.01	12	100	300	271386666.666667	5	1591
-0.001	12	600	300	271386666.666667	5	1592
-0.001	12	100	300	271386666.666667	5	1593
-2	14	600	300	271386666.666667	5	1594
-2	14	100	300	271386666.666667	5	1595
-1	14	600	300	271386666.666667	5	1596
-1	14	100	300	271386666.666667	5	1597
-0.5	14	600	300	271386666.666667	5	1598
-0.5	14	100	300	271386666.666667	5	1599
-0.1	14	600	300	271386666.666667	5	1600
-0.1	14	100	300	271386666.666667	5	1601
-0.01	14	600	300	271386666.666667	5	1602
-0.01	14	100	300	271386666.666667	5	1603
-0.001	14	600	300	271386666.666667	5	1604
-0.001	14	100	300	271386666.666667	5	1605
-2	16	600	300	271386666.666667	5	1606
-2	16	100	300	271386666.666667	5	1607
-1	16	600	300	271386666.666667	5	1608
-1	16	100	300	271386666.666667	5	1609
-0.5	16	600	300	271386666.666667	5	1610
-0.5	16	100	300	271386666.666667	5	1611
-0.1	16	600	300	271386666.666667	5	1612
-0.1	16	100	300	271386666.666667	5	1613
-0.01	16	600	300	271386666.666667	5	1614
-0.01	16	100	300	271386666.666667	5	1615
-0.001	16	600	300	271386666.666667	5	1616
-0.001	16	100	300	271386666.666667	5	1617
-2	20	600	300	271386666.666667	5	1618
-2	20	100	300	271386666.666667	5	1619
-1	20	600	300	271386666.666667	5	1620
-1	20	100	300	271386666.666667	5	1621
-0.5	20	600	300	271386666.666667	5	1622
-0.5	20	100	300	271386666.666667	5	1623
-0.1	20	600	300	271386666.666667	5	1624
-0.1	20	100	300	271386666.666667	5	1625
-0.01	20	600	300	271386666.666667	5	1626
-0.01	20	100	300	271386666.666667	5	1627
-0.001	20	600	300	271386666.666667	5	1628
-0.001	20	100	300	271386666.666667	5	1629
-2	25	600	300	271386666.666667	5	1630
-2	25	100	300	271386666.666667	5	1631
-1	25	600	300	271386666.666667	5	1632
-1	25	100	300	271386666.666667	5	1633
-0.5	25	600	300	271386666.666667	5	1634
-0.5	25	100	300	271386666.666667	5	1635
-0.1	25	600	300	271386666.666667	5	1636
-0.1	25	100	300	271386666.666667	5	1637
-0.01	25	600	300	271386666.666667	5	1638
-0.01	25	100	300	271386666.666667	5	1639
-0.001	25	600	300	271386666.666667	5	1640
-0.001	25	100	300	271386666.666667	5	1641
-2	30	600	300	271386666.666667	5	1642
-2	30	100	300	271386666.666667	5	1643
-1	30	600	300	271386666.666667	5	1644
-1	30	100	300	271386666.666667	5	1645
-0.5	30	600	300	271386666.666667	5	1646
-0.5	30	100	300	271386666.666667	5	1647
-0.1	30	600	300	271386666.666667	5	1648
-0.1	30	100	300	271386666.666667	5	1649
-0.01	30	600	300	271386666.666667	5	1650
-0.01	30	100	300	271386666.666667	5	1651
-0.001	30	600	300	271386666.666667	5	1652
-0.001	30	100	300	271386666.666667	5	1653
-2	8	20	6.66666666666667	271213333.333333	5	1654
-1	8	20	6.66666666666667	271213333.333333	5	1655
-0.5	8	20	6.66666666666667	271213333.333333	5	1656
-0.1	8	20	6.66666666666667	271213333.333333	5	1657
-0.01	8	20	6.66666666666667	271213333.333333	5	1658
-0.001	8	20	6.66666666666667	271213333.333333	5	1659
-2	8	20	20	270800000	5	1660
-2	8	10	20	270800000	5	1661
-1	8	20	20	270800000	5	1662
-1	8	10	20	270800000	5	1663
-0.5	8	20	20	270800000	5	1664
-0.5	8	10	20	270800000	5	1665
-0.1	8	20	20	270800000	5	1666
-0.1	8	10	20	270800000	5	1667
-0.01	8	20	20	270800000	5	1668
-0.01	8	10	20	270800000	5	1669
-0.001	8	20	20	270800000	5	1670
-0.001	8	10	20	270800000	5	1671
-2	8	10	5	270773333.333333	5	1672
-2	8	5	5	270773333.333333	5	1673
-1	8	10	5	270773333.333333	5	1674
-1	8	5	5	270773333.333333	5	1675
-0.5	8	10	5	270773333.333333	5	1676
-0.5	8	5	5	270773333.333333	5	1677
-0.1	8	10	5	270773333.333333	5	1678
-0.1	8	5	5	270773333.333333	5	1679
-0.01	8	10	5	270773333.333333	5	1680
-0.01	8	5	5	270773333.333333	5	1681
-0.001	8	10	5	270773333.333333	5	1682
-0.001	8	5	5	270773333.333333	5	1683
-2	8	100	50	270213333.333333	5	1684
-2	8	50	50	270213333.333333	5	1685
-1	8	100	50	270213333.333333	5	1686
-1	8	50	50	270213333.333333	5	1687
-0.5	8	100	50	270213333.333333	5	1688
-0.5	8	50	50	270213333.333333	5	1689
-0.1	8	100	50	270213333.333333	5	1690
-0.1	8	50	50	270213333.333333	5	1691
-0.01	8	100	50	270213333.333333	5	1692
-0.01	8	50	50	270213333.333333	5	1693
-0.001	8	100	50	270213333.333333	5	1694
-0.001	8	50	50	270213333.333333	5	1695
-2	6	100	50	269400000	5	1696
-2	6	50	50	269400000	5	1697
-1	6	100	50	269400000	5	1698
-1	6	50	50	269400000	5	1699
-0.5	6	100	50	269400000	5	1700
-0.5	6	50	50	269400000	5	1701
-0.1	6	100	50	269400000	5	1702
-0.1	6	50	50	269400000	5	1703
-0.01	6	100	50	269400000	5	1704
-0.01	6	50	50	269400000	5	1705
-0.001	6	100	50	269400000	5	1706
-0.001	6	50	50	269400000	5	1707
-2	5	800	800	269333333.333333	5	1708
-2	5	400	800	269333333.333333	5	1709
-1	5	800	800	269333333.333333	5	1710
-1	5	400	800	269333333.333333	5	1711
-0.5	5	800	800	269333333.333333	5	1712
-0.5	5	400	800	269333333.333333	5	1713
-0.1	5	800	800	269333333.333333	5	1714
-0.1	5	400	800	269333333.333333	5	1715
-0.01	5	800	800	269333333.333333	5	1716
-0.01	5	400	800	269333333.333333	5	1717
-0.001	5	800	800	269333333.333333	5	1718
-0.001	5	400	800	269333333.333333	5	1719
-2	6	50	150	269040000	5	1720
-1	6	50	150	269040000	5	1721
-0.5	6	50	150	269040000	5	1722
-0.1	6	50	150	269040000	5	1723
-0.01	6	50	150	269040000	5	1724
-0.001	6	50	150	269040000	5	1725
-2	5	1500	750	269013333.333333	5	1726
-1	5	1500	750	269013333.333333	5	1727
-0.5	5	1500	750	269013333.333333	5	1728
-0.1	5	1500	750	269013333.333333	5	1729
-0.01	5	1500	750	269013333.333333	5	1730
-0.001	5	1500	750	269013333.333333	5	1731
-2	6	100	33.3333333333333	268493333.333333	5	1732
-1	6	100	33.3333333333333	268493333.333333	5	1733
-0.5	6	100	33.3333333333333	268493333.333333	5	1734
-0.1	6	100	33.3333333333333	268493333.333333	5	1735
-0.01	6	100	33.3333333333333	268493333.333333	5	1736
-0.001	6	100	33.3333333333333	268493333.333333	5	1737
-2	6	1	3	268346666.666667	5	1738
-1	6	1	3	268346666.666667	5	1739
-0.5	6	1	3	268346666.666667	5	1740
-0.1	6	1	3	268346666.666667	5	1741
-0.01	6	1	3	268346666.666667	5	1742
-0.001	6	1	3	268346666.666667	5	1743
-2	6	5	2.5	268320000	5	1744
-1	6	5	2.5	268320000	5	1745
-0.5	6	5	2.5	268320000	5	1746
-0.1	6	5	2.5	268320000	5	1747
-0.01	6	5	2.5	268320000	5	1748
-0.001	6	5	2.5	268320000	5	1749
-2	8	20	60	268320000	5	1750
-1	8	20	60	268320000	5	1751
-0.5	8	20	60	268320000	5	1752
-0.1	8	20	60	268320000	5	1753
-0.01	8	20	60	268320000	5	1754
-0.001	8	20	60	268320000	5	1755
-2	6	10	3.33333333333333	268173333.333333	5	1756
-1	6	10	3.33333333333333	268173333.333333	5	1757
-0.5	6	10	3.33333333333333	268173333.333333	5	1758
-0.1	6	10	3.33333333333333	268173333.333333	5	1759
-0.01	6	10	3.33333333333333	268173333.333333	5	1760
-0.001	6	10	3.33333333333333	268173333.333333	5	1761
-2	10	50	16.6666666666667	267906666.666667	5	1762
-1	10	50	16.6666666666667	267906666.666667	5	1763
-0.5	10	50	16.6666666666667	267906666.666667	5	1764
-0.1	10	50	16.6666666666667	267906666.666667	5	1765
-0.01	10	50	16.6666666666667	267906666.666667	5	1766
-0.001	10	50	16.6666666666667	267906666.666667	5	1767
-2	8	10	30	267880000	5	1768
-1	8	10	30	267880000	5	1769
-0.5	8	10	30	267880000	5	1770
-0.1	8	10	30	267880000	5	1771
-0.01	8	10	30	267880000	5	1772
-0.001	8	10	30	267880000	5	1773
-2	6	1	2	267840000	5	1774
-1	6	1	2	267840000	5	1775
-0.5	6	1	2	267840000	5	1776
-0.1	6	1	2	267840000	5	1777
-0.01	6	1	2	267840000	5	1778
-0.001	6	1	2	267840000	5	1779
0	8	1	3	267760000	5	1780
0	12	5	15	267373333.333333	5	1781
-2	8	10	3.33333333333333	267293333.333333	5	1782
-1	8	10	3.33333333333333	267293333.333333	5	1783
-0.5	8	10	3.33333333333333	267293333.333333	5	1784
-0.1	8	10	3.33333333333333	267293333.333333	5	1785
-0.01	8	10	3.33333333333333	267293333.333333	5	1786
-0.001	8	10	3.33333333333333	267293333.333333	5	1787
0	16	5	15	267226666.666667	5	1788
0	20	5	15	267226666.666667	5	1789
0	25	5	15	267226666.666667	5	1790
0	30	5	15	267226666.666667	5	1791
-2	6	200	66.6666666666667	267093333.333333	5	1792
-1	6	200	66.6666666666667	267093333.333333	5	1793
-0.5	6	200	66.6666666666667	267093333.333333	5	1794
-0.1	6	200	66.6666666666667	267093333.333333	5	1795
-0.01	6	200	66.6666666666667	267093333.333333	5	1796
-0.001	6	200	66.6666666666667	267093333.333333	5	1797
0	14	5	15	267066666.666667	5	1798
-2	6	20	6.66666666666667	266760000	5	1799
-1	6	20	6.66666666666667	266760000	5	1800
-0.5	6	20	6.66666666666667	266760000	5	1801
-0.1	6	20	6.66666666666667	266760000	5	1802
-0.01	6	20	6.66666666666667	266760000	5	1803
-0.001	6	20	6.66666666666667	266760000	5	1804
-2	6	50	25	266573333.333333	5	1805
-1	6	50	25	266573333.333333	5	1806
-0.5	6	50	25	266573333.333333	5	1807
-0.1	6	50	25	266573333.333333	5	1808
-0.01	6	50	25	266573333.333333	5	1809
-0.001	6	50	25	266573333.333333	5	1810
-2	12	400	200	266493333.333333	5	1811
-2	12	200	200	266493333.333333	5	1812
-2	12	100	200	266493333.333333	5	1813
-1	12	400	200	266493333.333333	5	1814
-1	12	200	200	266493333.333333	5	1815
-1	12	100	200	266493333.333333	5	1816
-0.5	12	400	200	266493333.333333	5	1817
-0.5	12	200	200	266493333.333333	5	1818
-0.5	12	100	200	266493333.333333	5	1819
-0.1	12	400	200	266493333.333333	5	1820
-0.1	12	200	200	266493333.333333	5	1821
-0.1	12	100	200	266493333.333333	5	1822
-0.01	12	400	200	266493333.333333	5	1823
-0.01	12	200	200	266493333.333333	5	1824
-0.01	12	100	200	266493333.333333	5	1825
-0.001	12	400	200	266493333.333333	5	1826
-0.001	12	200	200	266493333.333333	5	1827
-0.001	12	100	200	266493333.333333	5	1828
-2	8	1	3	266386666.666667	5	1829
-1	8	1	3	266386666.666667	5	1830
-0.5	8	1	3	266386666.666667	5	1831
-0.1	8	1	3	266386666.666667	5	1832
-0.01	8	1	3	266386666.666667	5	1833
-0.001	8	1	3	266386666.666667	5	1834
-2	6	10	30	266386666.666667	5	1835
-1	6	10	30	266386666.666667	5	1836
-0.5	6	10	30	266386666.666667	5	1837
-0.1	6	10	30	266386666.666667	5	1838
-0.01	6	10	30	266386666.666667	5	1839
-0.001	6	10	30	266386666.666667	5	1840
-2	6	20	60	266186666.666667	5	1841
-1	6	20	60	266186666.666667	5	1842
-0.5	6	20	60	266186666.666667	5	1843
-0.1	6	20	60	266186666.666667	5	1844
-0.01	6	20	60	266186666.666667	5	1845
-0.001	6	20	60	266186666.666667	5	1846
-2	6	20	40	266146666.666667	5	1847
-1	6	20	40	266146666.666667	5	1848
-0.5	6	20	40	266146666.666667	5	1849
-0.1	6	20	40	266146666.666667	5	1850
-0.01	6	20	40	266146666.666667	5	1851
-0.001	6	20	40	266146666.666667	5	1852
-2	6	2000	1000	265933333.333333	5	1853
-2	6	1000	1000	265933333.333333	5	1854
-1	6	2000	1000	265933333.333333	5	1855
-1	6	1000	1000	265933333.333333	5	1856
-0.5	6	2000	1000	265933333.333333	5	1857
-0.5	6	1000	1000	265933333.333333	5	1858
-0.1	6	2000	1000	265933333.333333	5	1859
-0.1	6	1000	1000	265933333.333333	5	1860
-0.01	6	2000	1000	265933333.333333	5	1861
-0.01	6	1000	1000	265933333.333333	5	1862
-0.001	6	2000	1000	265933333.333333	5	1863
-0.001	6	1000	1000	265933333.333333	5	1864
-2	8	2000	1000	265933333.333333	5	1865
-2	8	1000	1000	265933333.333333	5	1866
-1	8	2000	1000	265933333.333333	5	1867
-1	8	1000	1000	265933333.333333	5	1868
-0.5	8	2000	1000	265933333.333333	5	1869
-0.5	8	1000	1000	265933333.333333	5	1870
-0.1	8	2000	1000	265933333.333333	5	1871
-0.1	8	1000	1000	265933333.333333	5	1872
-0.01	8	2000	1000	265933333.333333	5	1873
-0.01	8	1000	1000	265933333.333333	5	1874
-0.001	8	2000	1000	265933333.333333	5	1875
-0.001	8	1000	1000	265933333.333333	5	1876
-2	10	2000	1000	265933333.333333	5	1877
-2	10	1000	1000	265933333.333333	5	1878
-1	10	2000	1000	265933333.333333	5	1879
-1	10	1000	1000	265933333.333333	5	1880
-0.5	10	2000	1000	265933333.333333	5	1881
-0.5	10	1000	1000	265933333.333333	5	1882
-0.1	10	2000	1000	265933333.333333	5	1883
-0.1	10	1000	1000	265933333.333333	5	1884
-0.01	10	2000	1000	265933333.333333	5	1885
-0.01	10	1000	1000	265933333.333333	5	1886
-0.001	10	2000	1000	265933333.333333	5	1887
-0.001	10	1000	1000	265933333.333333	5	1888
-2	12	2000	1000	265933333.333333	5	1889
-2	12	1000	1000	265933333.333333	5	1890
-1	12	2000	1000	265933333.333333	5	1891
-1	12	1000	1000	265933333.333333	5	1892
-0.5	12	2000	1000	265933333.333333	5	1893
-0.5	12	1000	1000	265933333.333333	5	1894
-0.1	12	2000	1000	265933333.333333	5	1895
-0.1	12	1000	1000	265933333.333333	5	1896
-0.01	12	2000	1000	265933333.333333	5	1897
-0.01	12	1000	1000	265933333.333333	5	1898
-0.001	12	2000	1000	265933333.333333	5	1899
-0.001	12	1000	1000	265933333.333333	5	1900
-2	14	2000	1000	265933333.333333	5	1901
-2	14	1000	1000	265933333.333333	5	1902
-1	14	2000	1000	265933333.333333	5	1903
-1	14	1000	1000	265933333.333333	5	1904
-0.5	14	2000	1000	265933333.333333	5	1905
-0.5	14	1000	1000	265933333.333333	5	1906
-0.1	14	2000	1000	265933333.333333	5	1907
-0.1	14	1000	1000	265933333.333333	5	1908
-0.01	14	2000	1000	265933333.333333	5	1909
-0.01	14	1000	1000	265933333.333333	5	1910
-0.001	14	2000	1000	265933333.333333	5	1911
-0.001	14	1000	1000	265933333.333333	5	1912
-2	16	2000	1000	265933333.333333	5	1913
-2	16	1000	1000	265933333.333333	5	1914
-1	16	2000	1000	265933333.333333	5	1915
-1	16	1000	1000	265933333.333333	5	1916
-0.5	16	2000	1000	265933333.333333	5	1917
-0.5	16	1000	1000	265933333.333333	5	1918
-0.1	16	2000	1000	265933333.333333	5	1919
-0.1	16	1000	1000	265933333.333333	5	1920
-0.01	16	2000	1000	265933333.333333	5	1921
-0.01	16	1000	1000	265933333.333333	5	1922
-0.001	16	2000	1000	265933333.333333	5	1923
-0.001	16	1000	1000	265933333.333333	5	1924
-2	20	2000	1000	265933333.333333	5	1925
-2	20	1000	1000	265933333.333333	5	1926
-1	20	2000	1000	265933333.333333	5	1927
-1	20	1000	1000	265933333.333333	5	1928
-0.5	20	2000	1000	265933333.333333	5	1929
-0.5	20	1000	1000	265933333.333333	5	1930
-0.1	20	2000	1000	265933333.333333	5	1931
-0.1	20	1000	1000	265933333.333333	5	1932
-0.01	20	2000	1000	265933333.333333	5	1933
-0.01	20	1000	1000	265933333.333333	5	1934
-0.001	20	2000	1000	265933333.333333	5	1935
-0.001	20	1000	1000	265933333.333333	5	1936
-2	25	2000	1000	265933333.333333	5	1937
-2	25	1000	1000	265933333.333333	5	1938
-1	25	2000	1000	265933333.333333	5	1939
-1	25	1000	1000	265933333.333333	5	1940
-0.5	25	2000	1000	265933333.333333	5	1941
-0.5	25	1000	1000	265933333.333333	5	1942
-0.1	25	2000	1000	265933333.333333	5	1943
-0.1	25	1000	1000	265933333.333333	5	1944
-0.01	25	2000	1000	265933333.333333	5	1945
-0.01	25	1000	1000	265933333.333333	5	1946
-0.001	25	2000	1000	265933333.333333	5	1947
-0.001	25	1000	1000	265933333.333333	5	1948
-2	30	2000	1000	265933333.333333	5	1949
-2	30	1000	1000	265933333.333333	5	1950
-1	30	2000	1000	265933333.333333	5	1951
-1	30	1000	1000	265933333.333333	5	1952
-0.5	30	2000	1000	265933333.333333	5	1953
-0.5	30	1000	1000	265933333.333333	5	1954
-0.1	30	2000	1000	265933333.333333	5	1955
-0.1	30	1000	1000	265933333.333333	5	1956
-0.01	30	2000	1000	265933333.333333	5	1957
-0.01	30	1000	1000	265933333.333333	5	1958
-0.001	30	2000	1000	265933333.333333	5	1959
-0.001	30	1000	1000	265933333.333333	5	1960
-2	4	2000	1000	265733333.333333	5	1961
-2	4	1000	1000	265733333.333333	5	1962
-1	4	2000	1000	265733333.333333	5	1963
-1	4	1000	1000	265733333.333333	5	1964
-0.5	4	2000	1000	265733333.333333	5	1965
-0.5	4	1000	1000	265733333.333333	5	1966
-0.1	4	2000	1000	265733333.333333	5	1967
-0.1	4	1000	1000	265733333.333333	5	1968
-0.01	4	2000	1000	265733333.333333	5	1969
-0.01	4	1000	1000	265733333.333333	5	1970
-0.001	4	2000	1000	265733333.333333	5	1971
-0.001	4	1000	1000	265733333.333333	5	1972
-2	6	10	5	265453333.333333	5	1973
-2	6	5	5	265453333.333333	5	1974
-1	6	10	5	265453333.333333	5	1975
-1	6	5	5	265453333.333333	5	1976
-0.5	6	10	5	265453333.333333	5	1977
-0.5	6	5	5	265453333.333333	5	1978
-0.1	6	10	5	265453333.333333	5	1979
-0.1	6	5	5	265453333.333333	5	1980
-0.01	6	10	5	265453333.333333	5	1981
-0.01	6	5	5	265453333.333333	5	1982
-0.001	6	10	5	265453333.333333	5	1983
-0.001	6	5	5	265453333.333333	5	1984
0	8	10	3.33333333333333	265320000	5	1985
-2	8	100	33.3333333333333	264746666.666666	5	1986
-1	8	100	33.3333333333333	264746666.666666	5	1987
-0.5	8	100	33.3333333333333	264746666.666666	5	1988
-0.1	8	100	33.3333333333333	264746666.666666	5	1989
-0.01	8	100	33.3333333333333	264746666.666666	5	1990
-0.001	8	100	33.3333333333333	264746666.666666	5	1991
0	16	20	10	264533333.333333	5	1992
0	16	10	10	264533333.333333	5	1993
0	16	5	10	264533333.333333	5	1994
0	20	20	10	264533333.333333	5	1995
0	20	10	10	264533333.333333	5	1996
0	20	5	10	264533333.333333	5	1997
0	25	20	10	264533333.333333	5	1998
0	25	10	10	264533333.333333	5	1999
0	25	5	10	264533333.333333	5	2000
0	30	20	10	264533333.333333	5	2001
0	30	10	10	264533333.333333	5	2002
0	30	5	10	264533333.333333	5	2003
0	12	20	10	264506666.666667	5	2004
0	12	10	10	264506666.666667	5	2005
0	12	5	10	264506666.666667	5	2006
0	14	20	10	264360000	5	2007
0	14	10	10	264360000	5	2008
0	14	5	10	264360000	5	2009
0	6	5	1.66666666666667	264280000	5	2010
-2	14	400	200	264093333.333333	5	2011
-2	14	200	200	264093333.333333	5	2012
-2	14	100	200	264093333.333333	5	2013
-1	14	400	200	264093333.333333	5	2014
-1	14	200	200	264093333.333333	5	2015
-1	14	100	200	264093333.333333	5	2016
-0.5	14	400	200	264093333.333333	5	2017
-0.5	14	200	200	264093333.333333	5	2018
-0.5	14	100	200	264093333.333333	5	2019
-0.1	14	400	200	264093333.333333	5	2020
-0.1	14	200	200	264093333.333333	5	2021
-0.1	14	100	200	264093333.333333	5	2022
-0.01	14	400	200	264093333.333333	5	2023
-0.01	14	200	200	264093333.333333	5	2024
-0.01	14	100	200	264093333.333333	5	2025
-0.001	14	400	200	264093333.333333	5	2026
-0.001	14	200	200	264093333.333333	5	2027
-0.001	14	100	200	264093333.333333	5	2028
-2	16	400	200	263586666.666667	5	2029
-2	16	200	200	263586666.666667	5	2030
-2	16	100	200	263586666.666667	5	2031
-1	16	400	200	263586666.666667	5	2032
-1	16	200	200	263586666.666667	5	2033
-1	16	100	200	263586666.666667	5	2034
-0.5	16	400	200	263586666.666667	5	2035
-0.5	16	200	200	263586666.666667	5	2036
-0.5	16	100	200	263586666.666667	5	2037
-0.1	16	400	200	263586666.666667	5	2038
-0.1	16	200	200	263586666.666667	5	2039
-0.1	16	100	200	263586666.666667	5	2040
-0.01	16	400	200	263586666.666667	5	2041
-0.01	16	200	200	263586666.666667	5	2042
-0.01	16	100	200	263586666.666667	5	2043
-0.001	16	400	200	263586666.666667	5	2044
-0.001	16	200	200	263586666.666667	5	2045
-0.001	16	100	200	263586666.666667	5	2046
-2	8	200	66.6666666666667	263573333.333333	5	2047
-1	8	200	66.6666666666667	263573333.333333	5	2048
-0.5	8	200	66.6666666666667	263573333.333333	5	2049
-0.1	8	200	66.6666666666667	263573333.333333	5	2050
-0.01	8	200	66.6666666666667	263573333.333333	5	2051
-0.001	8	200	66.6666666666667	263573333.333333	5	2052
0	8	5	2.5	263466666.666667	5	2053
-2	8	5	2.5	263053333.333333	5	2054
-1	8	5	2.5	263053333.333333	5	2055
-0.5	8	5	2.5	263053333.333333	5	2056
-0.1	8	5	2.5	263053333.333333	5	2057
-0.01	8	5	2.5	263053333.333333	5	2058
-0.001	8	5	2.5	263053333.333333	5	2059
0	8	1	2	262600000	5	2060
-2	8	1	2	262360000	5	2061
-1	8	1	2	262360000	5	2062
-0.5	8	1	2	262360000	5	2063
-0.1	8	1	2	262360000	5	2064
-0.01	8	1	2	262360000	5	2065
-0.001	8	1	2	262360000	5	2066
-2	20	400	200	262280000	5	2067
-2	20	200	200	262280000	5	2068
-2	20	100	200	262280000	5	2069
-1	20	400	200	262280000	5	2070
-1	20	200	200	262280000	5	2071
-1	20	100	200	262280000	5	2072
-0.5	20	400	200	262280000	5	2073
-0.5	20	200	200	262280000	5	2074
-0.5	20	100	200	262280000	5	2075
-0.1	20	400	200	262280000	5	2076
-0.1	20	200	200	262280000	5	2077
-0.1	20	100	200	262280000	5	2078
-0.01	20	400	200	262280000	5	2079
-0.01	20	200	200	262280000	5	2080
-0.01	20	100	200	262280000	5	2081
-0.001	20	400	200	262280000	5	2082
-0.001	20	200	200	262280000	5	2083
-0.001	20	100	200	262280000	5	2084
-2	25	400	200	262280000	5	2085
-2	25	200	200	262280000	5	2086
-2	25	100	200	262280000	5	2087
-1	25	400	200	262280000	5	2088
-1	25	200	200	262280000	5	2089
-1	25	100	200	262280000	5	2090
-0.5	25	400	200	262280000	5	2091
-0.5	25	200	200	262280000	5	2092
-0.5	25	100	200	262280000	5	2093
-0.1	25	400	200	262280000	5	2094
-0.1	25	200	200	262280000	5	2095
-0.1	25	100	200	262280000	5	2096
-0.01	25	400	200	262280000	5	2097
-0.01	25	200	200	262280000	5	2098
-0.01	25	100	200	262280000	5	2099
-0.001	25	400	200	262280000	5	2100
-0.001	25	200	200	262280000	5	2101
-0.001	25	100	200	262280000	5	2102
-2	30	400	200	262280000	5	2103
-2	30	200	200	262280000	5	2104
-2	30	100	200	262280000	5	2105
-1	30	400	200	262280000	5	2106
-1	30	200	200	262280000	5	2107
-1	30	100	200	262280000	5	2108
-0.5	30	400	200	262280000	5	2109
-0.5	30	200	200	262280000	5	2110
-0.5	30	100	200	262280000	5	2111
-0.1	30	400	200	262280000	5	2112
-0.1	30	200	200	262280000	5	2113
-0.1	30	100	200	262280000	5	2114
-0.01	30	400	200	262280000	5	2115
-0.01	30	200	200	262280000	5	2116
-0.01	30	100	200	262280000	5	2117
-0.001	30	400	200	262280000	5	2118
-0.001	30	200	200	262280000	5	2119
-0.001	30	100	200	262280000	5	2120
-2	10	400	133.333333333333	261906666.666667	5	2121
-1	10	400	133.333333333333	261906666.666667	5	2122
-0.5	10	400	133.333333333333	261906666.666667	5	2123
-0.1	10	400	133.333333333333	261906666.666667	5	2124
-0.01	10	400	133.333333333333	261906666.666667	5	2125
-0.001	10	400	133.333333333333	261906666.666667	5	2126
0	12	20	6.66666666666667	261853333.333333	5	2127
-2	8	50	25	261826666.666667	5	2128
-1	8	50	25	261826666.666667	5	2129
-0.5	8	50	25	261826666.666667	5	2130
-0.1	8	50	25	261826666.666667	5	2131
-0.01	8	50	25	261826666.666667	5	2132
-0.001	8	50	25	261826666.666667	5	2133
-2	8	20	40	261760000	5	2134
-1	8	20	40	261760000	5	2135
-0.5	8	20	40	261760000	5	2136
-0.1	8	20	40	261760000	5	2137
-0.01	8	20	40	261760000	5	2138
-0.001	8	20	40	261760000	5	2139
-2	10	5	15	261533333.333333	5	2140
-1	10	5	15	261533333.333333	5	2141
-0.5	10	5	15	261533333.333333	5	2142
-0.1	10	5	15	261533333.333333	5	2143
-0.01	10	5	15	261533333.333333	5	2144
-0.001	10	5	15	261533333.333333	5	2145
0	8	5	1.66666666666667	260666666.666667	5	2146
-2	5	2000	1000	259106666.666667	5	2147
