semilla	cp	maxdepth	minsplit	minbucket	ganancia_test
753937	1	10	20	10	0
101173	1	10	20	10	0
715727	1	10	20	10	0
590819	1	10	20	6.66666666666667	0
526937	1	10	20	6.66666666666667	0
753937	1	10	20	6.66666666666667	0
101173	1	10	20	6.66666666666667	0
715727	1	10	20	6.66666666666667	0
590819	1	10	20	40	0
526937	1	10	20	40	0
753937	1	10	20	40	0
101173	1	10	20	40	0
715727	1	10	20	40	0
590819	1	10	20	60	0
526937	1	10	20	60	0
753937	1	10	20	60	0
101173	1	10	20	60	0
715727	1	10	20	60	0
590819	1	10	10	10	0
526937	1	10	10	10	0
753937	1	10	10	10	0
101173	1	10	10	10	0
715727	1	10	10	10	0
590819	1	10	10	5	0
526937	1	10	10	5	0
753937	1	10	10	5	0
101173	1	10	10	5	0
715727	1	10	10	5	0
590819	1	10	10	3.33333333333333	0
526937	1	10	10	3.33333333333333	0
753937	1	10	10	3.33333333333333	0
101173	1	10	10	3.33333333333333	0
715727	1	10	10	3.33333333333333	0
590819	1	10	10	20	0
526937	1	10	10	20	0
753937	1	10	10	20	0
101173	1	10	10	20	0
715727	1	10	10	20	0
590819	1	10	10	30	0
526937	1	10	10	30	0
753937	1	10	10	30	0
101173	1	10	10	30	0
715727	1	10	10	30	0
590819	1	10	5	5	0
526937	1	10	5	5	0
753937	1	10	5	5	0
101173	1	10	5	5	0
715727	1	10	5	5	0
590819	1	10	5	2.5	0
526937	1	10	5	2.5	0
753937	1	10	5	2.5	0
101173	1	10	5	2.5	0
715727	1	10	5	2.5	0
590819	1	10	5	1.66666666666667	0
526937	1	10	5	1.66666666666667	0
753937	1	10	5	1.66666666666667	0
101173	1	10	5	1.66666666666667	0
715727	1	10	5	1.66666666666667	0
590819	1	10	5	10	0
526937	1	10	5	10	0
753937	1	10	5	10	0
101173	1	10	5	10	0
715727	1	10	5	10	0
590819	1	10	5	15	0
526937	1	10	5	15	0
753937	1	10	5	15	0
101173	1	10	5	15	0
715727	1	10	5	15	0
590819	1	10	1	1	0
526937	1	10	1	1	0
753937	1	10	1	1	0
101173	1	10	1	1	0
715727	1	10	1	1	0
590819	1	10	1	0.5	0
526937	1	10	1	0.5	0
753937	1	10	1	0.5	0
101173	1	10	1	0.5	0
715727	1	10	1	0.5	0
590819	1	10	1	0.333333333333333	0
526937	1	10	1	0.333333333333333	0
753937	1	10	1	0.333333333333333	0
101173	1	10	1	0.333333333333333	0
715727	1	10	1	0.333333333333333	0
590819	1	10	1	2	0
526937	1	10	1	2	0
753937	1	10	1	2	0
101173	1	10	1	2	0
715727	1	10	1	2	0
590819	1	10	1	3	0
526937	1	10	1	3	0
753937	1	10	1	3	0
101173	1	10	1	3	0
715727	1	10	1	3	0
590819	2	10	2000	2000	0
526937	2	10	2000	2000	0
753937	2	10	2000	2000	0
101173	2	10	2000	2000	0
715727	2	10	2000	2000	0
590819	2	10	2000	1000	0
526937	2	10	2000	1000	0
753937	2	10	2000	1000	0
101173	2	10	2000	1000	0
715727	2	10	2000	1000	0
590819	2	10	2000	666.666666666667	0
526937	2	10	2000	666.666666666667	0
753937	2	10	2000	666.666666666667	0
101173	2	10	2000	666.666666666667	0
715727	2	10	2000	666.666666666667	0
590819	2	10	2000	4000	0
526937	2	10	2000	4000	0
753937	2	10	2000	4000	0
101173	2	10	2000	4000	0
715727	2	10	2000	4000	0
590819	2	10	2000	6000	0
526937	2	10	2000	6000	0
753937	2	10	2000	6000	0
101173	2	10	2000	6000	0
715727	2	10	2000	6000	0
590819	2	10	1500	1500	0
526937	2	10	1500	1500	0
753937	2	10	1500	1500	0
101173	2	10	1500	1500	0
715727	2	10	1500	1500	0
590819	2	10	1500	750	0
526937	2	10	1500	750	0
753937	2	10	1500	750	0
101173	2	10	1500	750	0
715727	2	10	1500	750	0
590819	2	10	1500	500	0
526937	2	10	1500	500	0
753937	2	10	1500	500	0
101173	2	10	1500	500	0
715727	2	10	1500	500	0
590819	2	10	1500	3000	0
526937	2	10	1500	3000	0
753937	2	10	1500	3000	0
101173	2	10	1500	3000	0
715727	2	10	1500	3000	0
590819	2	10	1500	4500	0
526937	2	10	1500	4500	0
753937	2	10	1500	4500	0
101173	2	10	1500	4500	0
715727	2	10	1500	4500	0
590819	2	10	1000	1000	0
526937	2	10	1000	1000	0
753937	2	10	1000	1000	0
101173	2	10	1000	1000	0
715727	2	10	1000	1000	0
590819	2	10	1000	500	0
526937	2	10	1000	500	0
753937	2	10	1000	500	0
101173	2	10	1000	500	0
715727	2	10	1000	500	0
590819	2	10	1000	333.333333333333	0
526937	2	10	1000	333.333333333333	0
753937	2	10	1000	333.333333333333	0
101173	2	10	1000	333.333333333333	0
715727	2	10	1000	333.333333333333	0
590819	2	10	1000	2000	0
526937	2	10	1000	2000	0
753937	2	10	1000	2000	0
101173	2	10	1000	2000	0
715727	2	10	1000	2000	0
590819	2	10	1000	3000	0
526937	2	10	1000	3000	0
753937	2	10	1000	3000	0
101173	2	10	1000	3000	0
715727	2	10	1000	3000	0
590819	2	10	800	800	0
526937	2	10	800	800	0
753937	2	10	800	800	0
101173	2	10	800	800	0
715727	2	10	800	800	0
590819	2	10	800	400	0
526937	2	10	800	400	0
753937	2	10	800	400	0
101173	2	10	800	400	0
715727	2	10	800	400	0
590819	2	10	800	266.666666666667	0
526937	2	10	800	266.666666666667	0
753937	2	10	800	266.666666666667	0
101173	2	10	800	266.666666666667	0
715727	2	10	800	266.666666666667	0
590819	2	10	800	1600	0
526937	2	10	800	1600	0
753937	2	10	800	1600	0
101173	2	10	800	1600	0
715727	2	10	800	1600	0
590819	2	10	800	2400	0
526937	2	10	800	2400	0
753937	2	10	800	2400	0
101173	2	10	800	2400	0
715727	2	10	800	2400	0
590819	2	10	600	600	0
526937	2	10	600	600	0
753937	2	10	600	600	0
101173	2	10	600	600	0
715727	2	10	600	600	0
590819	2	10	600	300	0
526937	2	10	600	300	0
753937	2	10	600	300	0
101173	2	10	600	300	0
715727	2	10	600	300	0
590819	2	10	600	200	0
526937	2	10	600	200	0
753937	2	10	600	200	0
101173	2	10	600	200	0
715727	2	10	600	200	0
590819	2	10	600	1200	0
526937	2	10	600	1200	0
753937	2	10	600	1200	0
101173	2	10	600	1200	0
715727	2	10	600	1200	0
590819	2	10	600	1800	0
526937	2	10	600	1800	0
753937	2	10	600	1800	0
101173	2	10	600	1800	0
715727	2	10	600	1800	0
590819	2	10	400	400	0
526937	2	10	400	400	0
753937	2	10	400	400	0
101173	2	10	400	400	0
715727	2	10	400	400	0
590819	2	10	400	200	0
526937	2	10	400	200	0
753937	2	10	400	200	0
101173	2	10	400	200	0
715727	2	10	400	200	0
590819	2	10	400	133.333333333333	0
526937	2	10	400	133.333333333333	0
753937	2	10	400	133.333333333333	0
101173	2	10	400	133.333333333333	0
715727	2	10	400	133.333333333333	0
590819	2	10	400	800	0
526937	2	10	400	800	0
753937	2	10	400	800	0
101173	2	10	400	800	0
715727	2	10	400	800	0
590819	2	10	400	1200	0
526937	2	10	400	1200	0
753937	2	10	400	1200	0
101173	2	10	400	1200	0
715727	2	10	400	1200	0
590819	2	10	200	200	0
526937	2	10	200	200	0
753937	2	10	200	200	0
101173	2	10	200	200	0
715727	2	10	200	200	0
590819	2	10	200	100	0
526937	2	10	200	100	0
753937	2	10	200	100	0
101173	2	10	200	100	0
715727	2	10	200	100	0
590819	2	10	200	66.6666666666667	0
526937	2	10	200	66.6666666666667	0
753937	2	10	200	66.6666666666667	0
101173	2	10	200	66.6666666666667	0
715727	2	10	200	66.6666666666667	0
590819	2	10	200	400	0
526937	2	10	200	400	0
753937	2	10	200	400	0
101173	2	10	200	400	0
715727	2	10	200	400	0
590819	2	10	200	600	0
526937	2	10	200	600	0
753937	2	10	200	600	0
101173	2	10	200	600	0
715727	2	10	200	600	0
590819	2	10	100	100	0
526937	2	10	100	100	0
753937	2	10	100	100	0
101173	2	10	100	100	0
715727	2	10	100	100	0
590819	2	10	100	50	0
526937	2	10	100	50	0
753937	2	10	100	50	0
101173	2	10	100	50	0
715727	2	10	100	50	0
590819	2	10	100	33.3333333333333	0
526937	2	10	100	33.3333333333333	0
753937	2	10	100	33.3333333333333	0
101173	2	10	100	33.3333333333333	0
715727	2	10	100	33.3333333333333	0
590819	2	10	100	200	0
526937	2	10	100	200	0
753937	2	10	100	200	0
101173	2	10	100	200	0
715727	2	10	100	200	0
590819	2	10	100	300	0
526937	2	10	100	300	0
753937	2	10	100	300	0
101173	2	10	100	300	0
715727	2	10	100	300	0
590819	2	10	50	50	0
526937	2	10	50	50	0
753937	2	10	50	50	0
101173	2	10	50	50	0
715727	2	10	50	50	0
590819	2	10	50	25	0
526937	2	10	50	25	0
753937	2	10	50	25	0
101173	2	10	50	25	0
715727	2	10	50	25	0
590819	2	10	50	16.6666666666667	0
526937	2	10	50	16.6666666666667	0
753937	2	10	50	16.6666666666667	0
101173	2	10	50	16.6666666666667	0
715727	2	10	50	16.6666666666667	0
590819	2	10	50	100	0
526937	2	10	50	100	0
753937	2	10	50	100	0
101173	2	10	50	100	0
715727	2	10	50	100	0
590819	2	10	50	150	0
526937	2	10	50	150	0
753937	2	10	50	150	0
101173	2	10	50	150	0
715727	2	10	50	150	0
590819	2	10	20	20	0
526937	2	10	20	20	0
753937	2	10	20	20	0
101173	2	10	20	20	0
715727	2	10	20	20	0
590819	2	10	20	10	0
526937	2	10	20	10	0
753937	2	10	20	10	0
101173	2	10	20	10	0
715727	2	10	20	10	0
590819	2	10	20	6.66666666666667	0
526937	2	10	20	6.66666666666667	0
753937	2	10	20	6.66666666666667	0
101173	2	10	20	6.66666666666667	0
715727	2	10	20	6.66666666666667	0
590819	2	10	20	40	0
526937	2	10	20	40	0
753937	2	10	20	40	0
101173	2	10	20	40	0
715727	2	10	20	40	0
590819	2	10	20	60	0
526937	2	10	20	60	0
753937	2	10	20	60	0
101173	2	10	20	60	0
715727	2	10	20	60	0
590819	2	10	10	10	0
526937	2	10	10	10	0
753937	2	10	10	10	0
101173	2	10	10	10	0
715727	2	10	10	10	0
590819	2	10	10	5	0
526937	2	10	10	5	0
753937	2	10	10	5	0
101173	2	10	10	5	0
715727	2	10	10	5	0
590819	2	10	10	3.33333333333333	0
526937	2	10	10	3.33333333333333	0
753937	2	10	10	3.33333333333333	0
101173	2	10	10	3.33333333333333	0
715727	2	10	10	3.33333333333333	0
590819	2	10	10	20	0
526937	2	10	10	20	0
753937	2	10	10	20	0
101173	2	10	10	20	0
715727	2	10	10	20	0
590819	2	10	10	30	0
526937	2	10	10	30	0
753937	2	10	10	30	0
101173	2	10	10	30	0
715727	2	10	10	30	0
590819	2	10	5	5	0
526937	2	10	5	5	0
753937	2	10	5	5	0
101173	2	10	5	5	0
715727	2	10	5	5	0
590819	2	10	5	2.5	0
526937	2	10	5	2.5	0
753937	2	10	5	2.5	0
101173	2	10	5	2.5	0
715727	2	10	5	2.5	0
590819	2	10	5	1.66666666666667	0
526937	2	10	5	1.66666666666667	0
753937	2	10	5	1.66666666666667	0
101173	2	10	5	1.66666666666667	0
715727	2	10	5	1.66666666666667	0
590819	2	10	5	10	0
526937	2	10	5	10	0
753937	2	10	5	10	0
101173	2	10	5	10	0
715727	2	10	5	10	0
590819	2	10	5	15	0
526937	2	10	5	15	0
753937	2	10	5	15	0
101173	2	10	5	15	0
715727	2	10	5	15	0
590819	2	10	1	1	0
526937	2	10	1	1	0
753937	2	10	1	1	0
101173	2	10	1	1	0
715727	2	10	1	1	0
590819	2	10	1	0.5	0
526937	2	10	1	0.5	0
753937	2	10	1	0.5	0
101173	2	10	1	0.5	0
715727	2	10	1	0.5	0
590819	2	10	1	0.333333333333333	0
526937	2	10	1	0.333333333333333	0
753937	2	10	1	0.333333333333333	0
101173	2	10	1	0.333333333333333	0
715727	2	10	1	0.333333333333333	0
590819	2	10	1	2	0
526937	2	10	1	2	0
753937	2	10	1	2	0
101173	2	10	1	2	0
715727	2	10	1	2	0
590819	2	10	1	3	0
526937	2	10	1	3	0
753937	2	10	1	3	0
101173	2	10	1	3	0
715727	2	10	1	3	0
590819	-2	12	2000	2000	261800000
526937	-2	12	2000	2000	2.16e+08
753937	-2	12	2000	2000	215866666.666667
101173	-2	12	2000	2000	255200000
715727	-2	12	2000	2000	206933333.333333
590819	-2	12	2000	1000	268400000
526937	-2	12	2000	1000	260600000
753937	-2	12	2000	1000	243533333.333333
101173	-2	12	2000	1000	274933333.333333
715727	-2	12	2000	1000	282200000
590819	-2	12	2000	666.666666666667	291266666.666667
526937	-2	12	2000	666.666666666667	263666666.666667
753937	-2	12	2000	666.666666666667	259866666.666667
101173	-2	12	2000	666.666666666667	297933333.333333
715727	-2	12	2000	666.666666666667	286866666.666667
590819	-2	12	2000	4000	270600000
526937	-2	12	2000	4000	215866666.666667
753937	-2	12	2000	4000	253666666.666667
101173	-2	12	2000	4000	207333333.333333
715727	-2	12	2000	4000	251800000
590819	-2	12	2000	6000	242866666.666667
526937	-2	12	2000	6000	217333333.333333
753937	-2	12	2000	6000	2.27e+08
101173	-2	12	2000	6000	238466666.666667
715727	-2	12	2000	6000	212333333.333333
590819	-2	12	1500	1500	254400000
526937	-2	12	1500	1500	252600000
753937	-2	12	1500	1500	238800000
101173	-2	12	1500	1500	243800000
715727	-2	12	1500	1500	218200000
590819	-2	12	1500	750	291066666.666667
526937	-2	12	1500	750	263866666.666667
753937	-2	12	1500	750	244533333.333333
101173	-2	12	1500	750	297800000
715727	-2	12	1500	750	2.8e+08
590819	-2	12	1500	500	303266666.666667
526937	-2	12	1500	500	268066666.666667
753937	-2	12	1500	500	261600000
101173	-2	12	1500	500	296800000
715727	-2	12	1500	500	288933333.333333
590819	-2	12	1500	3000	270600000
526937	-2	12	1500	3000	233666666.666667
753937	-2	12	1500	3000	253666666.666667
101173	-2	12	1500	3000	264200000
715727	-2	12	1500	3000	253266666.666667
590819	-2	12	1500	4500	247466666.666667
526937	-2	12	1500	4500	215866666.666667
753937	-2	12	1500	4500	222666666.666667
101173	-2	12	1500	4500	213400000
715727	-2	12	1500	4500	212333333.333333
590819	-2	12	1000	1000	268400000
526937	-2	12	1000	1000	260600000
753937	-2	12	1000	1000	243533333.333333
101173	-2	12	1000	1000	274933333.333333
715727	-2	12	1000	1000	282200000
590819	-2	12	1000	500	297933333.333333
526937	-2	12	1000	500	266066666.666667
753937	-2	12	1000	500	266400000
101173	-2	12	1000	500	293800000
715727	-2	12	1000	500	287733333.333333
590819	-2	12	1000	333.333333333333	297533333.333333
526937	-2	12	1000	333.333333333333	262600000
753937	-2	12	1000	333.333333333333	291533333.333333
101173	-2	12	1000	333.333333333333	260133333.333333
715727	-2	12	1000	333.333333333333	288333333.333333
590819	-2	12	1000	2000	261800000
526937	-2	12	1000	2000	2.16e+08
753937	-2	12	1000	2000	215866666.666667
101173	-2	12	1000	2000	255200000
715727	-2	12	1000	2000	206933333.333333
590819	-2	12	1000	3000	270600000
526937	-2	12	1000	3000	233666666.666667
753937	-2	12	1000	3000	253666666.666667
101173	-2	12	1000	3000	264200000
715727	-2	12	1000	3000	253266666.666667
590819	-2	12	800	800	304533333.333333
526937	-2	12	800	800	260600000
753937	-2	12	800	800	248666666.666667
101173	-2	12	800	800	292933333.333333
715727	-2	12	800	800	2.8e+08
590819	-2	12	800	400	2.87e+08
526937	-2	12	800	400	264866666.666667
753937	-2	12	800	400	286600000
101173	-2	12	800	400	286333333.333333
715727	-2	12	800	400	276800000
590819	-2	12	800	266.666666666667	279666666.666667
526937	-2	12	800	266.666666666667	276733333.333333
753937	-2	12	800	266.666666666667	286133333.333333
101173	-2	12	800	266.666666666667	265266666.666667
715727	-2	12	800	266.666666666667	2.72e+08
590819	-2	12	800	1600	254400000
526937	-2	12	800	1600	251666666.666667
753937	-2	12	800	1600	238800000
101173	-2	12	800	1600	241600000
715727	-2	12	800	1600	218200000
590819	-2	12	800	2400	270600000
526937	-2	12	800	2400	2.16e+08
753937	-2	12	800	2400	253666666.666667
101173	-2	12	800	2400	252066666.666667
715727	-2	12	800	2400	218666666.666667
590819	-2	12	600	600	283133333.333333
526937	-2	12	600	600	265266666.666667
753937	-2	12	600	600	299666666.666667
101173	-2	12	600	600	276666666.666667
715727	-2	12	600	600	284933333.333333
590819	-2	12	600	300	299133333.333333
526937	-2	12	600	300	2.63e+08
753937	-2	12	600	300	279400000
101173	-2	12	600	300	252600000
715727	-2	12	600	300	262800000
590819	-2	12	600	200	278466666.666667
526937	-2	12	600	200	265733333.333333
753937	-2	12	600	200	295533333.333333
101173	-2	12	600	200	284600000
715727	-2	12	600	200	277733333.333333
590819	-2	12	600	1200	254400000
526937	-2	12	600	1200	263866666.666667
753937	-2	12	600	1200	238800000
101173	-2	12	600	1200	262133333.333333
715727	-2	12	600	1200	221733333.333333
590819	-2	12	600	1800	254400000
526937	-2	12	600	1800	232133333.333333
753937	-2	12	600	1800	224200000
101173	-2	12	600	1800	255200000
715727	-2	12	600	1800	206933333.333333
590819	-2	12	400	400	2.87e+08
526937	-2	12	400	400	264866666.666667
753937	-2	12	400	400	286600000
101173	-2	12	400	400	286333333.333333
715727	-2	12	400	400	276800000
590819	-2	12	400	200	255933333.333333
526937	-2	12	400	200	256400000
753937	-2	12	400	200	283733333.333333
101173	-2	12	400	200	284200000
715727	-2	12	400	200	252200000
590819	-2	12	400	133.333333333333	280600000
526937	-2	12	400	133.333333333333	233800000
753937	-2	12	400	133.333333333333	256866666.666667
101173	-2	12	400	133.333333333333	261866666.666667
715727	-2	12	400	133.333333333333	2.23e+08
590819	-2	12	400	800	304533333.333333
526937	-2	12	400	800	260600000
753937	-2	12	400	800	248666666.666667
101173	-2	12	400	800	292933333.333333
715727	-2	12	400	800	2.8e+08
590819	-2	12	400	1200	254400000
526937	-2	12	400	1200	263866666.666667
753937	-2	12	400	1200	238800000
101173	-2	12	400	1200	262133333.333333
715727	-2	12	400	1200	221733333.333333
590819	-2	12	200	200	255933333.333333
526937	-2	12	200	200	256400000
753937	-2	12	200	200	283733333.333333
101173	-2	12	200	200	284200000
715727	-2	12	200	200	252200000
590819	-2	12	200	100	242666666.666667
526937	-2	12	200	100	275266666.666667
753937	-2	12	200	100	231733333.333333
101173	-2	12	200	100	269733333.333333
715727	-2	12	200	100	221333333.333333
590819	-2	12	200	66.6666666666667	257200000
526937	-2	12	200	66.6666666666667	265600000
753937	-2	12	200	66.6666666666667	192533333.333333
101173	-2	12	200	66.6666666666667	254400000
715727	-2	12	200	66.6666666666667	249333333.333333
590819	-2	12	200	400	2.87e+08
526937	-2	12	200	400	264866666.666667
753937	-2	12	200	400	286600000
101173	-2	12	200	400	286333333.333333
715727	-2	12	200	400	276800000
590819	-2	12	200	600	283133333.333333
526937	-2	12	200	600	265266666.666667
753937	-2	12	200	600	299666666.666667
101173	-2	12	200	600	276666666.666667
715727	-2	12	200	600	284933333.333333
590819	-2	12	100	100	242666666.666667
526937	-2	12	100	100	275266666.666667
753937	-2	12	100	100	231733333.333333
101173	-2	12	100	100	269733333.333333
715727	-2	12	100	100	221333333.333333
590819	-2	12	100	50	237333333.333333
526937	-2	12	100	50	267866666.666667
753937	-2	12	100	50	208200000
101173	-2	12	100	50	264866666.666667
715727	-2	12	100	50	248333333.333333
590819	-2	12	100	33.3333333333333	231266666.666667
526937	-2	12	100	33.3333333333333	259400000
753937	-2	12	100	33.3333333333333	170466666.666667
101173	-2	12	100	33.3333333333333	255266666.666667
715727	-2	12	100	33.3333333333333	203866666.666667
590819	-2	12	100	200	255933333.333333
526937	-2	12	100	200	256400000
753937	-2	12	100	200	283733333.333333
101173	-2	12	100	200	284200000
715727	-2	12	100	200	252200000
590819	-2	12	100	300	299133333.333333
526937	-2	12	100	300	2.63e+08
753937	-2	12	100	300	279400000
101173	-2	12	100	300	252600000
715727	-2	12	100	300	262800000
590819	-2	12	50	50	237333333.333333
526937	-2	12	50	50	267866666.666667
753937	-2	12	50	50	208200000
101173	-2	12	50	50	264866666.666667
715727	-2	12	50	50	248333333.333333
590819	-2	12	50	25	213200000
526937	-2	12	50	25	237666666.666667
753937	-2	12	50	25	196600000
101173	-2	12	50	25	236400000
715727	-2	12	50	25	217933333.333333
590819	-2	12	50	16.6666666666667	238600000
526937	-2	12	50	16.6666666666667	249533333.333333
753937	-2	12	50	16.6666666666667	2.37e+08
101173	-2	12	50	16.6666666666667	258333333.333333
715727	-2	12	50	16.6666666666667	229333333.333333
590819	-2	12	50	100	242666666.666667
526937	-2	12	50	100	275266666.666667
753937	-2	12	50	100	231733333.333333
101173	-2	12	50	100	269733333.333333
715727	-2	12	50	100	221333333.333333
590819	-2	12	50	150	257733333.333333
526937	-2	12	50	150	248533333.333333
753937	-2	12	50	150	282933333.333333
101173	-2	12	50	150	259200000
715727	-2	12	50	150	199933333.333333
590819	-2	12	20	20	2.29e+08
526937	-2	12	20	20	249600000
753937	-2	12	20	20	207133333.333333
101173	-2	12	20	20	185133333.333333
715727	-2	12	20	20	210333333.333333
590819	-2	12	20	10	199800000
526937	-2	12	20	10	221133333.333333
753937	-2	12	20	10	213333333.333333
101173	-2	12	20	10	225333333.333333
715727	-2	12	20	10	218800000
590819	-2	12	20	6.66666666666667	2.1e+08
526937	-2	12	20	6.66666666666667	215533333.333333
753937	-2	12	20	6.66666666666667	2.15e+08
101173	-2	12	20	6.66666666666667	218466666.666667
715727	-2	12	20	6.66666666666667	207400000
590819	-2	12	20	40	222200000
526937	-2	12	20	40	265400000
753937	-2	12	20	40	196800000
101173	-2	12	20	40	245600000
715727	-2	12	20	40	246066666.666667
590819	-2	12	20	60	245200000
526937	-2	12	20	60	258533333.333333
753937	-2	12	20	60	193733333.333333
101173	-2	12	20	60	263333333.333333
715727	-2	12	20	60	2.14e+08
590819	-2	12	10	10	199800000
526937	-2	12	10	10	221133333.333333
753937	-2	12	10	10	213333333.333333
101173	-2	12	10	10	225333333.333333
715727	-2	12	10	10	218800000
590819	-2	12	10	5	240066666.666667
526937	-2	12	10	5	205933333.333333
753937	-2	12	10	5	204466666.666667
101173	-2	12	10	5	1.83e+08
715727	-2	12	10	5	212800000
590819	-2	12	10	3.33333333333333	231066666.666667
526937	-2	12	10	3.33333333333333	226666666.666667
753937	-2	12	10	3.33333333333333	222666666.666667
101173	-2	12	10	3.33333333333333	226333333.333333
715727	-2	12	10	3.33333333333333	217266666.666667
590819	-2	12	10	20	2.29e+08
526937	-2	12	10	20	249600000
753937	-2	12	10	20	207133333.333333
101173	-2	12	10	20	185133333.333333
715727	-2	12	10	20	210333333.333333
590819	-2	12	10	30	195800000
526937	-2	12	10	30	255333333.333333
753937	-2	12	10	30	173200000
101173	-2	12	10	30	252066666.666667
715727	-2	12	10	30	216733333.333333
590819	-2	12	5	5	240066666.666667
526937	-2	12	5	5	205933333.333333
753937	-2	12	5	5	204466666.666667
101173	-2	12	5	5	1.83e+08
715727	-2	12	5	5	212800000
590819	-2	12	5	2.5	208400000
526937	-2	12	5	2.5	203733333.333333
753937	-2	12	5	2.5	239066666.666667
101173	-2	12	5	2.5	227266666.666667
715727	-2	12	5	2.5	195933333.333333
590819	-2	12	5	1.66666666666667	2.21e+08
526937	-2	12	5	1.66666666666667	231266666.666667
753937	-2	12	5	1.66666666666667	232600000
101173	-2	12	5	1.66666666666667	222600000
715727	-2	12	5	1.66666666666667	201333333.333333
590819	-2	12	5	10	199800000
526937	-2	12	5	10	221133333.333333
753937	-2	12	5	10	213333333.333333
101173	-2	12	5	10	225333333.333333
715727	-2	12	5	10	218800000
590819	-2	12	5	15	240333333.333333
526937	-2	12	5	15	247666666.666667
753937	-2	12	5	15	225866666.666667
101173	-2	12	5	15	218400000
715727	-2	12	5	15	201733333.333333
590819	-2	12	1	1	220133333.333333
526937	-2	12	1	1	2.3e+08
753937	-2	12	1	1	233933333.333333
101173	-2	12	1	1	211933333.333333
715727	-2	12	1	1	195133333.333333
590819	-2	12	1	0.5	220133333.333333
526937	-2	12	1	0.5	2.3e+08
753937	-2	12	1	0.5	233933333.333333
101173	-2	12	1	0.5	211933333.333333
715727	-2	12	1	0.5	195133333.333333
590819	-2	12	1	0.333333333333333	220133333.333333
526937	-2	12	1	0.333333333333333	2.3e+08
753937	-2	12	1	0.333333333333333	233933333.333333
101173	-2	12	1	0.333333333333333	211933333.333333
715727	-2	12	1	0.333333333333333	195133333.333333
590819	-2	12	1	2	206800000
526937	-2	12	1	2	204600000
753937	-2	12	1	2	239666666.666667
101173	-2	12	1	2	225866666.666667
715727	-2	12	1	2	191733333.333333
590819	-2	12	1	3	221200000
526937	-2	12	1	3	212733333.333333
753937	-2	12	1	3	210733333.333333
101173	-2	12	1	3	230466666.666667
715727	-2	12	1	3	2.05e+08
590819	-1	12	2000	2000	261800000
526937	-1	12	2000	2000	2.16e+08
753937	-1	12	2000	2000	215866666.666667
101173	-1	12	2000	2000	255200000
715727	-1	12	2000	2000	206933333.333333
590819	-1	12	2000	1000	268400000
526937	-1	12	2000	1000	260600000
753937	-1	12	2000	1000	243533333.333333
101173	-1	12	2000	1000	274933333.333333
715727	-1	12	2000	1000	282200000
590819	-1	12	2000	666.666666666667	291266666.666667
526937	-1	12	2000	666.666666666667	263666666.666667
753937	-1	12	2000	666.666666666667	259866666.666667
101173	-1	12	2000	666.666666666667	297933333.333333
715727	-1	12	2000	666.666666666667	286866666.666667
590819	-1	12	2000	4000	270600000
526937	-1	12	2000	4000	215866666.666667
753937	-1	12	2000	4000	253666666.666667
101173	-1	12	2000	4000	207333333.333333
715727	-1	12	2000	4000	251800000
590819	-1	12	2000	6000	242866666.666667
526937	-1	12	2000	6000	217333333.333333
753937	-1	12	2000	6000	2.27e+08
101173	-1	12	2000	6000	238466666.666667
715727	-1	12	2000	6000	212333333.333333
590819	-1	12	1500	1500	254400000
526937	-1	12	1500	1500	252600000
753937	-1	12	1500	1500	238800000
101173	-1	12	1500	1500	243800000
715727	-1	12	1500	1500	218200000
590819	-1	12	1500	750	291066666.666667
526937	-1	12	1500	750	263866666.666667
753937	-1	12	1500	750	244533333.333333
101173	-1	12	1500	750	297800000
715727	-1	12	1500	750	2.8e+08
590819	-1	12	1500	500	303266666.666667
526937	-1	12	1500	500	268066666.666667
753937	-1	12	1500	500	261600000
101173	-1	12	1500	500	296800000
715727	-1	12	1500	500	288933333.333333
590819	-1	12	1500	3000	270600000
526937	-1	12	1500	3000	233666666.666667
753937	-1	12	1500	3000	253666666.666667
101173	-1	12	1500	3000	264200000
715727	-1	12	1500	3000	253266666.666667
590819	-1	12	1500	4500	247466666.666667
526937	-1	12	1500	4500	215866666.666667
753937	-1	12	1500	4500	222666666.666667
101173	-1	12	1500	4500	213400000
715727	-1	12	1500	4500	212333333.333333
590819	-1	12	1000	1000	268400000
526937	-1	12	1000	1000	260600000
753937	-1	12	1000	1000	243533333.333333
101173	-1	12	1000	1000	274933333.333333
715727	-1	12	1000	1000	282200000
590819	-1	12	1000	500	297933333.333333
526937	-1	12	1000	500	266066666.666667
753937	-1	12	1000	500	266400000
101173	-1	12	1000	500	293800000
715727	-1	12	1000	500	287733333.333333
590819	-1	12	1000	333.333333333333	297533333.333333
526937	-1	12	1000	333.333333333333	262600000
753937	-1	12	1000	333.333333333333	291533333.333333
101173	-1	12	1000	333.333333333333	260133333.333333
715727	-1	12	1000	333.333333333333	288333333.333333
590819	-1	12	1000	2000	261800000
526937	-1	12	1000	2000	2.16e+08
753937	-1	12	1000	2000	215866666.666667
101173	-1	12	1000	2000	255200000
715727	-1	12	1000	2000	206933333.333333
590819	-1	12	1000	3000	270600000
526937	-1	12	1000	3000	233666666.666667
753937	-1	12	1000	3000	253666666.666667
101173	-1	12	1000	3000	264200000
715727	-1	12	1000	3000	253266666.666667
590819	-1	12	800	800	304533333.333333
526937	-1	12	800	800	260600000
