num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
2689	0.0108210936108023	0.570427674554204	1874	18	0.9430415088689	67			1162.424	-0.000479114112045025		0.0459999999948195	infill_ei	0.482000000003609	0.000742824587028404	0.943334938491843	87
1530	0.0100153723317267	0.576755867200965	1742	13	0.943021418823888	30			851.983	-0.00029944075761808		0.0360000000000582	infill_ei	0.404999999998836	0.00131878791435746	0.942321045496352	50
2224	0.0100416201369047	0.591147250680441	751	14	0.942861570175259	15			835.696	-3.146686834099e-06		0.0240000000012515	infill_ei	0.380000000001019	0.00155688334574667	0.938455209483922	35
1512	0.0105610811041169	0.53933251292513	853	17	0.942618289676432	33			612.511999999999	-0.000273803635916233		0.0820000000021537	infill_ei	0.436999999998079	0.00109852460452557	0.942640304454714	53
1805	0.010096599691344	0.527229571731867	1643	10	0.942353537522934	21			881.444	-0.000396331956937686		0.0520000000033178	infill_ei	0.39600000000064	0.00134677582808148	0.942551265150626	41
2214	0.0100404361546338	0.405117107361327	1876	11	0.942343170077719	13			974.456000000002	-1.3577859233661e-05		0.0260000000016589	infill_ei	0.390999999999622	0.00131523141326403	0.939506274279227	33
2296	0.0108299754518338	0.613256384063008	890	10	0.942309627344873	49			751.141000000003	-0.00024917566522788		0.286999999996624	infill_ei	0.447000000000116	0.000493065625011249	0.943118724533323	69
2351	0.0153196346649103	0.695200288421695	2048	19	0.942202218844778	62			892.044999999998	-0.000464609297393948		0.116000000001804	infill_ei	0.484000000004016	0.00176728938034299	0.942473252255493	82
1996	0.0102639896996493	0.52887238373217	1758	11	0.942076242866323	61			918.015999999996	-0.000522244549219599		0.103000000002794	infill_ei	0.468000000000757	0.000553259844579759	0.943480596669027	81
1522	0.0102812811251161	0.626877461068505	703	13	0.942056742811851	25			549.429	-0.00139498931803446		0.0609999999978754	infill_ei	0.408000000003085	0.000871200029469042	0.944235170999002	45
2218	0.0102603556343768	0.381262508137065	899	16	0.942039701048876	6			757.264000000001	-0.00024000638257669		0.0200000000004366	infill_ei	0.385000000000218	0.000504697482223807	0.941558776950312	26
1839	0.0103174188930441	0.499611606822208	783	26	0.942003636688719	92			691.235000000001	-0.00156496347830756		0.182000000000699	infill_ei	0.524999999994179	0.00109708550670863	0.944565250636943	112
1497	0.0194964542475962	0.732924039660994	756	26	0.941939880120173	40			456.968999999997	-0.00136687264749663		0.059000000001106	infill_ei	0.436999999998079	0.00115387655006802	0.944311956710423	60
2814	0.0100417148721256	0.454453080406346	1881	16	0.9418508738034	75			1117.894	-0.000666104234247196		0.124000000003434	infill_ei	0.502000000000408	0.00108731018147583	0.943446636514399	95
3000	0.0119918394447057	0.371611263043091	312	17	0.94182530198371	58			644.918000000005	-0.00021394378116904		0.182999999997264	infill_ei	0.475999999995111	0.00224189003357354	0.940941569142045	78
1665	0.0110765465422412	0.238450314793932	756	14	0.941816948930627	57			455.377000000001	-0.000429386633442006		0.0950000000011642	infill_ei	0.466000000000349	0.00222559619950434	0.941873203368643	77
2594	0.0100504476700023	0.358608036697013	892	22	0.941812835552237	7			824.369999999999	-4.80420699613605e-05		0.0159999999996217	infill_ei	0.362999999999374	0.000367506966953628	0.941763352032381	27
1732	0.0104219401792074	0.635792051033845	1009	11	0.941766289158869	38			667.608	-0.000543502264831425		0.109000000004016	infill_ei	0.42099999999482	0.00106810486261571	0.943238636235516	58
1507	0.0175718039345513	0.337409047735595	760	20	0.941747401647158	87			425.506999999998	-0.00174578722163526		0.132999999994354	infill_ei	0.523000000001048	0.00110411581702993	0.94475880849533	107
2652	0.0101793614372884	0.553933133344534	1764	12	0.941741722794917	52			1083.929	-0.00158941634927683		0.0779999999940628	infill_ei	0.456000000005588	0.00128268259877725	0.944535991094826	72
1347	0.0105181637434354	0.51114129822039	2040	11	0.941741274262456	29			788.905999999999	-0.000782380482249715		0.0270000000018626	infill_ei	0.434999999997672	0.00171708989403991	0.943048206578307	49
1506	0.0103120352450715	0.540490643070175	1678	17	0.941714779901405	51			828.870999999999	-0.000256777812263714		0.102999999995518	infill_ei	0.447000000000116	0.000289615164096821	0.943240668482911	71
2903	0.0100293620993726	0.353553328480442	518	22	0.941708933151706	41			752.251000000004	-0.000320757900535825		0.0400000000008731	infill_ei	0.443999999995867	0.00173984382896676	0.942073762547892	61
2029	0.0100865660202973	0.615167448409539	822	13	0.941671366392792	26			735.113000000001	-0.000426099020493986		0.0380000000004657	infill_ei	0.411999999996624	0.000407401360978527	0.943250732351257	46
2230	0.0108208031696104	0.709904136147877	1867	12	0.941656068068872	39			948.191000000006	-0.00171391282819182		0.0360000000000582	infill_ei	0.432000000000699	0.00119172355577382	0.944691791369781	59
2846	0.0100999380277209	0.634566048695481	454	13	0.941600509039613	17			756.797000000002	-0.000116608503013838		0.022000000000844	infill_ei	0.417000000001281	0.001126820220162	0.94186590516313	37
2991	0.0101464093153682	0.453970680231677	1191	10	0.9415941027701	66			951.877	-0.000439844356442409		0.0979999999981374	infill_ei	0.48700000000099	0.00229249522211908	0.941830588533684	86
2100	0.0100849614093613	0.5805985057567	1977	12	0.941534185533403	16			1099.418	-0.000350296380641194		0.0240000000012515	infill_ei	0.412000000000262	0.00118535348307529	0.942592043173612	36
2438	0.0101421381992776	0.647047270555153	1120	15	0.941529606923243	60			839.644	-0.000249539663465286		0.0860000000029686	infill_ei	0.470000000001164	0.00189202875000991	0.941608421219495	80
2165	0.010141133754961	0.571607363343	1520	24	0.941495897215613	56			1039.62	-0.000353793123267696		0.197999999996682	infill_ei	0.493999999998778	0.00153512637707507	0.942407485473487	76
2462	0.0102882915809493	0.387955548006504	436	13	0.94148567165563	4			672.936	-0.000866630923643685		0.0190000000002328	infill_ei	0.420999999998458	0.00104683417728676	0.941428446325849	24
2916	0.0103123447935597	0.638117207514189	878	11	0.941464408309311	19			863.465	-0.000583580804462277		0.022000000000844	infill_ei	0.401999999998225	0.000815004421287707	0.943290440630223	39
1646	0.0110856232138924	0.598015841988817	1841	13	0.941460403527491	43			844.642	-0.000297662875695907		0.0769999999974971	infill_ei	0.440000000002328	0.000720117307120503	0.943041940793548	63
2539	0.0102707838905177	0.453520581078876	2005	10	0.941451194535308	14			1048.795	-0.000135804163733362		0.0230000000010477	infill_ei	0.38799999999901	0.000740157996433487	0.941937794070462	34
1810	0.0106012003620751	0.364359715223016	1091	11	0.941407693116884	9			691.262000000001	-8.48877164245578e-05		0.0569999999988795	infill_ei	0.389000000001033	0.000372873788201127	0.941887529313655	29
2167	0.0100475018860204	0.438901648777848	1691	22	0.941395833184746	22			1014.018	-0.000221039953731242		0.0529999999998836	infill_ei	0.403999999998632	0.000615953906519081	0.942810501796095	42
2400	0.0100138173451413	0.464696329065157	988	10	0.941349970105934	10			910.367	-2.94818372801857e-05		0.0190000000002328	infill_ei	0.402999999998428	0.000700559857179686	0.941103218539367	30
2919	0.0124202977296911	0.625017973978014	1749	33	0.94133040025469	74			1100.937	-0.000966513296304899		0.131999999997788	infill_ei	0.487999999997555	0.00241922224563278	0.943044274121601	94
2666	0.0106475514579828	0.580222379293675	747	11	0.941284491068996	24			902.521999999997	-0.000821255106469095		0.0259999999980209	infill_ei	0.398000000001048	0.00117936287819671	0.943448791388813	44
1120	0.0232394607562454	0.728138706620444	804	47	0.941247234277297	86			395.433000000005	-0.00039375170684455		0.205000000001746	infill_ei	0.512999999999011	0.00324194513156636	0.940466976379592	106
2496	0.0169617187657698	0.487251838745148	583	15	0.941241680245129	32			679.039000000001	-0.000696477491415025		0.0900000000001455	infill_ei	0.430000000000291	0.000865903554445358	0.943583046688919	52
2398	0.0241122430565336	0.380054162864122	825	10	0.941238518353232	8			567.829	-0.000118391781803957		0.0200000000004366	infill_ei	0.387000000000626	0.000461964510005681	0.941888260151787	28
1930	0.0101963172157381	0.551733905576624	1217	11	0.941198656150833	23			835.792999999998	-0.000262598464144759		0.0509999999994761	infill_ei	0.40599999999904	0.000922543240425271	0.94262702174764	43
2356	0.0104579564960678	0.669423048356519	618	12	0.941182474117759	27			738.699000000001	-0.000637800729631013		0.0289999999986321	infill_ei	0.414000000000669	0.00154067372459545	0.942907349229834	47
2561	0.0200847339981522	0.378593775318714	1453	10	0.94098828800396	5			682.242	-0.000174281392824854		0.0169999999998254	infill_ei	0.361000000000786	0.00155940609750671	0.940174206573645	25
